case_id,family,split,group_id,severity,detector,nominal_success,nominal_outcome,nominal_stalled,nominal_safety_time_s,nominal_first_stall_s,first_safe_shadow_trigger_s,shadow_trigger_branch,shadow_triggered,safety_lead_s,stall_lead_s,terminal_opportunity_s,terminal_coverage,terminal_trigger_delay_s,first_actual_intervention_s,actual_trigger_branch,nominal_safety_lead_of_actual_intervention_s,actual_interventions,prefix_matched,prefix_time_s,prefix_position_mm,prefix_orientation_deg,prefix_depth_rmse_mm,endpoint_prefix_matched,prefix_samples,prefix_mismatched_samples
h053_terminal_band_severe_v1,terminal_band,held_out,h053_terminal_band_severe_v1,severe,v2,False,time_budget_exhausted,True,,9.55833333332464,9.599999999991269,normal,True,,-0.04166666666662877,10.59999999999036,True,-0.9999999999990905,9.599999999991269,normal,,1,True,9.599999999991269,0.0,0.0,0.0,True,1153,0
h054_terminal_band_severe_v2,terminal_band,held_out,h054_terminal_band_severe_v2,severe,v1,False,time_budget_exhausted,True,,9.775000000124464,9.800000000124783,normal,True,,-0.025000000000318323,,False,,9.800000000124783,normal,,1,True,9.800000000124783,0.0,0.0,0.0,True,1177,0
h054_terminal_band_severe_v2,terminal_band,held_out,h054_terminal_band_severe_v2,severe,v2,False,time_budget_exhausted,True,,9.775000000124464,9.800000000124783,normal,True,,-0.025000000000318323,,False,,9.800000000124783,normal,,1,False,9.800000000124783,0.026555356459360697,0.03631156641276955,0.008509588090653426,False,1177,169
h055_terminal_band_severe_v3,terminal_band,held_out,h055_terminal_band_severe_v3,severe,v1,False,time_budget_exhausted,False,,,,,False,,,10.59999999984575,False,,,,,0,False,21.999999999679858,0.0191334900134354,0.03192578488193768,0.013959655116162283,False,2641,1614
h055_terminal_band_severe_v3,terminal_band,held_out,h055_terminal_band_severe_v3,severe,v2,False,time_budget_exhausted,False,,,10.59999999984575,terminal,True,,,10.59999999984575,True,0.0,10.59999999984575,terminal,,1,False,10.59999999984575,0.022587911461057566,0.019587982821982233,0.010579717792663201,False,1273,246
h056_late_combined_moderate_v0,late_combined,held_out,h056_late_combined_moderate_v0,moderate,v1,False,grasp_retention_limit,False,9.774999999857755,,,,False,,,,False,,,,,0,False,9.766666666524543,0.003837472939323036,0.014850389792377183,0.0018022860490127617,False,1173,112
h056_late_combined_moderate_v0,late_combined,held_out,h056_late_combined_moderate_v0,moderate,v2,False,grasp_retention_limit,False,9.774999999857755,,,,False,,,,False,,,,,0,False,9.766666666524543,0.003837472939323036,0.014850389792377183,0.0018022860490127617,False,1173,112
h057_late_combined_moderate_v1,late_combined,held_out,h057_late_combined_moderate_v1,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,True,9.83333333332439,0.0,0.0,0.0,True,1181,0
h057_late_combined_moderate_v1,late_combined,held_out,h057_late_combined_moderate_v1,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.799999999991087,0.010714220842730781,0.004573332237008478,0.004697079318303539,False,1177,89
h058_late_combined_moderate_v2,late_combined,held_out,h058_late_combined_moderate_v2,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.849999999991041,0.0442476766559123,0.059545618327911144,0.004433259902395958,False,1183,72
h058_late_combined_moderate_v2,late_combined,held_out,h058_late_combined_moderate_v2,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.849999999991041,0.0442476766559123,0.059545618327911144,0.004433259902395958,False,1183,72
h059_late_combined_moderate_v3,late_combined,held_out,h059_late_combined_moderate_v3,moderate,v1,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.941666666657625,0.0323795758491162,0.026233311528140967,0.006886914876748181,False,1194,56
h059_late_combined_moderate_v3,late_combined,held_out,h059_late_combined_moderate_v3,moderate,v2,True,insertion_success,False,,,,,False,,,,False,,,,,0,False,9.941666666657625,0.0323795758491162,0.026233311528140967,0.006886914876748181,False,1194,56
h060_late_combined_severe_v0,late_combined,held_out,h060_late_combined_severe_v0,severe,v1,False,grasp_retention_limit,False,9.291666666784977,,,,False,,,,False,,,,,0,False,9.291666666784977,0.011858324483705577,0.008128525244515196,0.0018127762234564186,False,1116,68
h060_late_combined_severe_v0,late_combined,held_out,h060_late_combined_severe_v0,severe,v2,False,grasp_retention_limit,False,9.291666666784977,,,,False,,,,False,,,,,0,False,9.291666666784977,0.011858324483705577,0.008128525244515196,0.0018127762234564186,False,1116,68
h061_late_combined_severe_v1,late_combined,held_out,h061_late_combined_severe_v1,severe,v1,False,grasp_retention_limit,False,9.500000000004398,,,,False,,,,False,,,,,0,False,9.500000000004398,0.015106499064433542,0.023414768361563924,0.0024985161822985444,False,1141,64
h061_late_combined_severe_v1,late_combined,held_out,h061_late_combined_severe_v1,severe,v2,False,grasp_retention_limit,False,9.500000000004398,,,,False,,,,False,,,,,0,True,9.500000000004398,0.0,0.0,0.0,True,1141,0
h062_late_combined_severe_v2,late_combined,held_out,h062_late_combined_severe_v2,severe,v1,False,grasp_retention_limit,False,9.758333333457585,,9.70000000012351,normal,True,0.05833333333407609,,,False,,9.70000000012351,normal,0.05833333333407609,1,True,9.70000000012351,0.0,0.0,0.0,True,1165,0
h062_late_combined_severe_v2,late_combined,held_out,h062_late_combined_severe_v2,severe,v2,False,grasp_retention_limit,False,9.758333333457585,,9.70000000012351,normal,True,0.05833333333407609,,,False,,9.70000000012351,normal,0.05833333333407609,1,False,9.70000000012351,0.018927090168542198,0.03233783936650763,0.0022151347355907156,False,1165,64
h063_late_combined_severe_v3,late_combined,held_out,h063_late_combined_severe_v3,severe,v1,False,grasp_retention_limit,True,9.924999999855572,9.808333333190603,9.899999999855936,normal,True,0.024999999999636202,-0.09166666666533274,,False,,9.899999999855936,normal,0.024999999999636202,1,False,9.899999999855936,0.008027749142080808,0.015292967634223017,0.0009555124382467604,False,1189,69
h063_late_combined_severe_v3,late_combined,held_out,h063_late_combined_severe_v3,severe,v2,False,grasp_retention_limit,True,9.924999999855572,9.808333333190603,9.799999999857391,urgent,True,0.12499999999818101,0.008333333333212067,,False,,9.799999999857391,urgent,0.12499999999818101,1,False,9.799999999857391,0.013711126337816203,0.009136532214452335,0.0005465349669489761,False,1177,57
