trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm
slot004_try00,4,0,tilt_only,0.0,0.0,5.0,0.0,8.0,slot004_try00,complete,False,4.304914951324463,0.04656987637281418,6.0399250984191895,0.029268168873386458,13.472420722246172,True,False,False,True,True,True,0.023248221623362042,0.07912936237050427,4.236758232116699,0.08046390116214752
