intervention,trigger_time_s,trigger_depth_mm,trigger_eta_raw,commanded_retract_mm,hand_target_retract_mm,actual_retract_mm,max_actual_retract_mm,safe_target_crossed,time_to_0_5_mm_s,sustained_0_5_mm_at_recovery_end,online_verified,recovery_status,recovery_end_time_s,recovery_end_depth_mm,recovery_safety_stop,before_samples,after_samples,after_window_duration_s,rejoin_started,rejoin_start_time_s,retry_started,retry_start_time_s,retry_observed_s,retry_evaluable,stall_observed_after_retry,stall_after_retry,first_stall_before_trigger,trigger_wrist_force_n,after_wrist_force_n,before_mean_wrist_force_n,after_mean_wrist_force_n,trigger_wrist_torque_nm,after_wrist_torque_nm,before_mean_wrist_torque_nm,after_mean_wrist_torque_nm,trigger_normal_load_n,after_normal_load_n,before_mean_normal_load_n,after_mean_normal_load_n,trigger_force_norm_n,after_force_norm_n,before_mean_force_norm_n,after_mean_force_norm_n,trigger_torque_norm_nm,after_torque_norm_nm,before_mean_torque_norm_nm,after_mean_torque_norm_nm,trigger_fx,after_fx,before_mean_fx,after_mean_fx,trigger_fy,after_fy,before_mean_fy,after_mean_fy,trigger_fz,after_fz,before_mean_fz,after_mean_fz,trigger_taux,after_taux,before_mean_taux,after_mean_taux,trigger_tauy,after_tauy,before_mean_tauy,after_mean_tauy,trigger_tauz,after_tauz,before_mean_tauz,after_mean_tauz,normal_load_drop_n,contact_load_decreased,load_decreased_after_verified_unloading,case_id,repeat,policy,run_id
1,9.3,17.278773337602615,0.03839138244944087,5.0,5.000002682209015,0.2680383622646332,0.2683475613594055,False,,False,False,budget_exhausted,14.549999999999267,17.010734975337982,False,13,13,0.09999999999999432,False,,False,,0.0,False,False,,True,2.029621124267578,2.7275514602661133,1.7449971345754771,2.767587056526771,0.041821371763944626,0.09386990964412689,0.08423580888372201,0.09234134680949725,13.962629318237305,9.705376625061035,13.351592504061186,9.818673574007475,2.18161940574646,2.7256600856781006,1.97685530094,2.767972469329834,0.12012437731027603,0.05981643497943878,0.11104249209165573,0.06152248783753468,0.22112226486206055,-0.15485793352127075,0.03293595634973966,-0.11083201376291421,-0.5220466256141663,0.09390202164649963,-0.5102704935348951,0.013312355830119206,2.1066646575927734,-2.7196366786956787,1.1443161460069509,-2.765259871116051,0.12004337459802628,0.059784844517707825,0.1109904795885086,0.06149791553616524,0.004379221238195896,-0.0019357326673343778,0.002472349466048539,0.001025513351823275,-0.0005249327514320612,-0.00017654993280302733,-0.00028071600312474544,-0.0004525893611851363,3.532918930053711,True,,y_negative_tilt,0,verified,y_negative_tilt/repeat0/verified
1,9.3,17.278773337602615,0.03839138244944087,1.0,1.0000020265579224,0.04863366484642029,0.048704445362091064,False,,False,False,fixed_completed,10.049999999999432,17.230139672756195,False,13,13,0.09999999999999432,True,10.058333333332765,True,10.558333333332737,0.6416666666666302,True,True,True,True,2.029621124267578,0.2933347225189209,1.7449971345754771,0.5861469289431205,0.041821371763944626,0.08336377888917923,0.08423580888372201,0.08742072318608944,13.962629318237305,10.437881469726562,13.351592504061186,10.107028887822079,2.18161940574646,0.4595491886138916,1.97685530094,0.6527401587137809,0.12012437731027603,0.08456787467002869,0.11104249209165573,0.0768255006808501,0.22112226486206055,-0.003832772374153137,0.03293595634973966,-0.02568363742186473,-0.5220466256141663,-0.350081205368042,-0.5102704935348951,0.005929902195930481,2.1066646575927734,0.29768088459968567,1.1443161460069509,-0.45674282770890456,0.12004337459802628,0.08456505089998245,0.1109904795885086,0.07680917932437016,0.004379221238195896,0.0002940879203379154,0.002472349466048539,0.0006031126238387794,-0.0005249327514320612,0.0006254268228076398,-0.00028071600312474544,0.0004958218263569646,3.244563616239107,True,,y_negative_tilt,0,fixed,y_negative_tilt/repeat0/fixed
2,11.2,17.15250089764595,-0.06619867967689973,1.0,1.0000020265579224,0.0241696834564209,0.024478882551193237,False,,False,False,fixed_completed,11.949999999999324,17.12833121418953,False,13,13,0.09999999999999432,True,11.958333333332657,True,12.458333333332629,9.541666666666124,True,True,True,True,1.648810625076294,0.43716371059417725,1.6863753382976239,0.8081015073336087,0.040845759212970734,0.10436709225177765,0.05211474560201168,0.10213772379435025,15.517541885375977,11.283163070678711,15.597225189208984,11.304130260760967,1.6519488096237183,0.6839784979820251,1.7339209960057185,0.9223965819065387,0.11643688380718231,0.07993611693382263,0.12191204440135223,0.08570269781809586,0.06985801458358765,0.15790098905563354,0.048909808007570416,-0.03856866634809054,-0.3930060565471649,0.20680400729179382,-0.4606272463615124,0.015216547565964552,1.6029974222183228,0.6325551271438599,1.5634418084071233,-0.4931008586516747,0.11642422527074814,0.07992861419916153,0.12187171784731057,0.08565821097447322,0.0016777048585936427,-0.0008906860603019595,-0.0005850093349671134,-0.0016850453729812915,0.00036475545493885875,-0.0006373452488332987,0.0001999679170694435,-2.8227596395971395e-05,4.293094928448017,True,,y_negative_tilt,0,fixed,y_negative_tilt/repeat0/fixed
1,8.8,16.363611072301865,0.13853715611924391,5.0,5.000002682209015,0.02851337194442749,0.02954527735710144,False,,False,False,budget_exhausted,14.049999999987222,16.335097700357437,False,13,13,0.09999999999990905,False,,False,,0.0,False,False,,False,0.5537571310997009,2.972757577896118,1.2800959738401265,2.9050558713766246,0.09101869910955429,0.08240072429180145,0.10443205615648857,0.08853042354950538,12.28359603881836,7.029731750488281,11.459236585176908,7.072257041931152,0.4590231478214264,2.989638328552246,1.4078006056638865,2.9069021390034604,0.09846263378858566,0.0538749061524868,0.09623043239116669,0.05483686064298336,-0.02928781509399414,-0.12722896039485931,0.060083093551489025,-0.11524177973087017,0.08933819830417633,0.023123841732740402,0.010577021883084224,-0.005491245967837481,0.449291855096817,-2.98684024810791,1.0092435020666857,-2.9036208116091213,-0.09831909835338593,-0.05386677011847496,-0.09607989341020584,-0.05482214660598682,-0.004171036183834076,0.0006062359316274524,-0.004413890670268581,0.00040652712162297504,-0.0032935705967247486,-0.0007136070635169744,-0.002714418125553773,-0.0007758551510050893,4.386979543245756,True,,y_positive_combined,0,verified,y_positive_combined/repeat0/verified
1,8.8,16.349250078201294,0.13766723160504052,1.0,1.0000020265579224,0.008303672075271606,0.00996515154838562,False,,False,False,fixed_completed,9.549999999991314,16.340946406126022,False,13,13,0.09999999999990905,True,9.55833333332464,True,10.058333333324185,0.6416666666660831,True,True,True,False,0.9191665053367615,0.7741529941558838,1.210247916670946,0.8593825812523181,0.12071854621171951,0.10044534504413605,0.09763026008239159,0.08719405073385972,12.381815910339355,9.332677841186523,11.47310051551232,9.269724405728853,1.2786616086959839,1.07017183303833,1.3436183000986393,0.9847252953511018,0.10131257027387619,0.06732657551765442,0.09060303121805191,0.06811003702191207,-0.18099409341812134,0.23744887113571167,0.057606784197000355,-0.01880329388838548,0.35581883788108826,-0.013745136559009552,0.03709491313650058,0.0018045035405800892,-1.2147467136383057,1.043406367301941,0.898781038247622,-0.524024017728292,-0.1010388433933258,-0.06724090129137039,-0.09047221678953904,-0.06795525092345017,-0.006462337914854288,0.0017457101494073868,-0.003501203108149079,-0.0023310965804669717,-0.0036916560493409634,-0.0029122878331691027,-0.002665010692838293,-0.003423543467831153,2.2033761097834663,True,,y_positive_combined,0,fixed,y_positive_combined/repeat0/fixed
2,10.7,16.353429853916168,0.006096181242512041,1.0,1.0000020265579224,0.006604939699172974,0.011071562767028809,False,,False,False,fixed_completed,11.449999999989586,16.346824914216995,False,13,13,0.09999999999990905,True,11.458333333322912,True,11.958333333322457,10.041666666657534,True,True,True,True,0.625598132610321,0.24220170080661774,1.8076580212666438,0.7565659078267905,0.13325448334217072,0.10399068146944046,0.11176583228202966,0.10187757187164746,15.3507080078125,11.6703462600708,15.184125606830303,11.542028353764461,0.38708528876304626,0.43664664030075073,1.8100036107576811,0.858777523613893,0.1224958673119545,0.09063243865966797,0.11462643226751915,0.08706966844888833,0.024743854999542236,0.12118571996688843,0.11422440638908973,-0.013722630647512583,0.24782049655914307,0.13158760964870453,-0.00598067045211792,0.010277529605306111,0.2963237464427948,0.3983202278614044,1.7915560924089873,-0.5458628581120417,-0.12224258482456207,-0.09045648574829102,-0.11431399446267348,-0.08678073550646122,-0.006668517366051674,-0.004034970887005329,-0.006685654256636133,-0.005598638188810303,-0.004185712896287441,-0.0039474498480558395,-0.004324128725924171,-0.0039011894976003813,3.6420972530658418,True,,y_positive_combined,0,fixed,y_positive_combined/repeat0/fixed
1,9.4,17.178142070770264,0.22630301380877108,5.0,5.000002682209015,0.08394196629524231,0.08436664938926697,False,,False,False,budget_exhausted,14.649999999986676,17.09420010447502,False,13,13,0.09999999999990905,False,,False,,0.0,False,False,,False,2.231318235397339,2.8280811309814453,1.6523875364890466,2.8617241015801063,0.07639401406049728,0.04950537532567978,0.05090626916633202,0.051619253192956634,10.286270141601562,4.75164794921875,9.763379023625301,4.723901711977446,2.301567316055298,2.8250370025634766,1.6631656334950373,2.861252491290753,0.10487284511327744,0.035259608179330826,0.10268616275145458,0.03463917254255368,-0.7689828872680664,-0.10653296858072281,-0.935112898166363,-0.078676554446037,0.0011144429445266724,-0.0038033127784729004,-0.005181270150037913,0.004763402044773102,2.1693029403686523,-2.8230249881744385,1.3526407388540416,-2.860029202241164,-0.00431688129901886,0.0013459043111652136,-0.004830092012595672,0.00122902262955904,-0.10476533323526382,-0.0352335162460804,-0.10255440381857064,-0.03461675087992962,0.0019757316913455725,-0.00016687536844983697,0.0018173972538744027,-0.00012885716848988802,5.039477311647856,True,,x_positive_combined,0,verified,x_positive_combined/repeat0/verified
1,9.4,17.178142070770264,0.22630301380877108,1.0,1.0000020265579224,0.0013187527656555176,0.0034086406230926514,False,,False,False,fixed_completed,10.149999999990769,17.176823318004608,False,13,13,0.09999999999990905,True,10.158333333324094,True,10.65833333332364,0.6416666666660831,True,True,True,False,2.231318235397339,0.3122829496860504,1.6523875364890466,0.6653875247217141,0.07639401406049728,0.018043261021375656,0.05090626916633202,0.06133922218130185,10.286270141601562,7.026789665222168,9.763379023625301,7.225587624769944,2.301567316055298,0.5132668018341064,1.6631656334950373,0.7616869116631838,0.10487284511327744,0.053142011165618896,0.10268616275145458,0.05790573071974974,-0.7689828872680664,0.1837165504693985,-0.935112898166363,-0.00044447384201563324,0.0011144429445266724,0.013115212321281433,-0.005181270150037913,0.006623591368014996,2.1693029403686523,0.4790814220905304,1.3526407388540416,-0.5238755333882111,-0.00431688129901886,-0.0010229389881715178,-0.004830092012595672,-0.001567117959404221,-0.10476533323526382,-0.05312664806842804,-0.10255440381857064,-0.05787154516348472,0.0019757316913455725,0.0007656428497284651,0.0018173972538744027,0.0008567984466655896,2.537791398855357,True,,x_positive_combined,0,fixed,x_positive_combined/repeat0/fixed
2,11.3,17.18006059527397,0.0015355593170319419,0.0,0.0,0.0032819807529449463,0.0032819807529449463,False,,False,False,fixed_interrupted,11.308333333323048,17.176778614521027,True,13,1,0.0,False,,False,,0.0,False,False,,True,2.0244863033294678,0.7120213508605957,1.754897374373216,0.7120213508605957,0.04800529032945633,0.0483207143843174,0.030595688077692803,0.0483207143843174,12.410858154296875,12.050594329833984,12.327920987055851,12.050594329833984,2.040538787841797,0.878251314163208,1.7853527252490704,0.878251314163208,0.13739921152591705,0.13446751236915588,0.13685590831133035,0.13446751236915588,-0.8426451683044434,-0.8189539313316345,-0.8898642063140869,-0.8189539313316345,-0.037319913506507874,-0.04521678388118744,-0.005207146589572613,-0.04521678388118744,1.8580513000488281,-0.31399884819984436,1.4808160754350514,-0.31399884819984436,-0.0047075217589735985,-0.005502637475728989,-0.005229234373053679,-0.005502637475728989,-0.1372835487127304,-0.1343161165714264,-0.13671883482199448,-0.1343161165714264,0.0030999265145510435,0.0032270061783492565,0.003055446960318547,0.0032270061783492565,0.27732665722186667,True,,x_positive_combined,0,fixed,x_positive_combined/repeat0/fixed
1,8.8,16.363611072301865,0.13853715611924391,5.0,5.000002682209015,0.02851337194442749,0.02954527735710144,False,,False,False,budget_exhausted,14.049999999987222,16.335097700357437,False,13,13,0.09999999999990905,False,,False,,0.0,False,False,,False,0.5537571310997009,2.972757577896118,1.2800959738401265,2.9050558713766246,0.09101869910955429,0.08240072429180145,0.10443205615648857,0.08853042354950538,12.28359603881836,7.029731750488281,11.459236585176908,7.072257041931152,0.4590231478214264,2.989638328552246,1.4078006056638865,2.9069021390034604,0.09846263378858566,0.0538749061524868,0.09623043239116669,0.05483686064298336,-0.02928781509399414,-0.12722896039485931,0.060083093551489025,-0.11524177973087017,0.08933819830417633,0.023123841732740402,0.010577021883084224,-0.005491245967837481,0.449291855096817,-2.98684024810791,1.0092435020666857,-2.9036208116091213,-0.09831909835338593,-0.05386677011847496,-0.09607989341020584,-0.05482214660598682,-0.004171036183834076,0.0006062359316274524,-0.004413890670268581,0.00040652712162297504,-0.0032935705967247486,-0.0007136070635169744,-0.002714418125553773,-0.0007758551510050893,4.386979543245756,True,,y_positive_combined,1,verified,y_positive_combined/repeat1/verified
