trajectory_id,slot,family,insertion_duration_s,case_id,radial_clearance_mm,hole_diameter_mm,peg_diameter_mm,tilt_onset_fraction,tilt_onset_mm,tilt_amplitude_deg,tilt_sign,tilt_axis,tilt_ramp_duration_s
g0200_d30_pitch_pos20_try00,0,tilt_only,8.0,g0200_d30_pitch_pos20,0.2,8.386,7.986,0.3,6.0,2.0,1,pitch,1.0
