trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,sample_role,split_group_id,path_group_id,final_pitch_deg,case_id,radial_clearance_mm,effective_radial_clearance_mm,hole_diameter_mm,peg_diameter_mm,tilt_onset_fraction,tilt_onset_mm,tilt_amplitude_deg,tilt_sign,tilt_axis,tilt_ramp_duration_s,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm,tilt_applicable,tilt_triggered,tilt_ramp_completed,max_actual_tilt_deg,max_command_tilt_deg,terminal_actual_tilt_deg,terminal_command_tilt_deg,tilt_trigger_time_s,tilt_trigger_actual_depth_mm,tilt_trigger_actual_tilt_deg,tilt_trigger_command_tilt_deg,tilt_completion_time_s,tilt_completion_actual_depth_mm,tilt_completion_actual_tilt_deg,tilt_completion_command_tilt_deg
g0400_aligned_try00,0,0,centered,0.0,0.0,0.0,0.0,8.0,g0400_aligned_try00,complete,aligned_control,g0400_aligned,g0400_aligned,0.0,g0400_aligned,0.4,0.3989465010146471,8.786,7.986,,,0.0,1,pitch,1.0,True,0.0,0.0,0.0,0.0,20.10694295167923,False,False,False,True,True,True,0.02508083707652986,0.08846931922527276,0.022692296653985977,0.013689580373466015,False,False,False,0.06561060592844098,0.0,0.05595291190411357,0.0,,,,,,,,
