study,cohort,trajectory_id,folder,reference,record_id,split_group_id,family,insertion_success,stalled,numerically_valid,max_depth_mm,outcome_group,exact_csv_duplicate_of,same_command_configuration_as,analysis_eligible,reason,windows,band_windows,whole_full_sensitivity,whole_translation_sensitivity,whole_lateral_tilt_sensitivity,whole_force_norm,whole_torque_norm,whole_normal_load,whole_progress_rate,whole_abs_dforce_dt,whole_rms_dforce_dt,whole_abs_dforce_ddepth,band10_15_full_sensitivity,band10_15_translation_sensitivity,band10_15_lateral_tilt_sensitivity,band10_15_force_norm,band10_15_torque_norm,band10_15_normal_load,band10_15_progress_rate,band10_15_abs_dforce_dt,band10_15_rms_dforce_dt,band10_15_abs_dforce_ddepth,full_accepted_windows,full_fully_excited_windows,full_median_rank,translation_accepted_windows,translation_fully_excited_windows,translation_median_rank,lateral_tilt_accepted_windows,lateral_tilt_fully_excited_windows,lateral_tilt_median_rank
Forge-Phase2-100,Phase2A,slot010_try00,slot010_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot010_try00/insertion.csv,Forge-Phase2-100/slot010_try00,A:slot010,tilt_only,False,False,True,19.29496005177498,other_unsuccessful,,,True,,46,9,68431.59891923172,36439.38236417989,159639.80094706602,0.43218918991511973,0.007281707457599675,0.34578266739845276,0.004644938804630771,0.4811006201619089,32.12269848947546,809.771677153177,8131.046690191972,5017.19841958388,94202.90394360726,0.2248050815566175,0.00298451598499359,0.17984406352043153,0.004799816456952814,0.3596945195561743,20.01433288451365,128.38641059886623,46,0,2.5,46,23,2.5,43,0,2.0
Forge-Phase2-100,Phase2A,slot011_try00,slot011_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot011_try00/insertion.csv,Forge-Phase2-100/slot011_try00,A:slot011,offset_tilt,True,False,True,19.930706918239594,successful_nonstalled,,,True,,46,7,19255.168395339104,18485.88658752127,76881.65656503908,0.2645309116517809,0.000738265971617634,0.21166545152664185,0.0044226787623296085,0.3589483245026305,42.00961607132771,4207.900735929671,8409.570543700946,8200.210478249532,84649.44759110641,0.26624823816342025,0.0007452736194428415,0.2129985898733139,0.004996998475860989,0.29361965914881066,41.76467347997821,836.7186612592776,46,0,3.0,46,41,3.0,46,0,2.0
Forge-Phase2-100,Phase2A,slot012_try00,slot012_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot012_try00/insertion.csv,Forge-Phase2-100/slot012_try00,all_centered_controls,centered,True,False,True,20.109952986240387,successful_nonstalled,,Forge-Phase2-100/slot000_try00,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0049159656608632404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962983811511405,0.0,0.0,0.0,46,0,2.0,46,6,2.0,41,0,1.0
Forge-Phase2-100,Phase2A,slot013_try00,slot013_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot013_try00/insertion.csv,Forge-Phase2-100/slot013_try00,A:slot013,x_offset,True,False,True,20.091870427131653,successful_nonstalled,,,True,,46,8,24633.663377243487,15015.957241908345,88926.39570080227,0.10868798037904717,0.00033955822908740893,0.08695067092776299,0.0046583459742014464,0.9073229230336792,39.87576311819062,983.8575560650693,9231.758528811246,5946.181100550054,57869.459440032886,0.0,0.0,0.0,0.004909797301152995,0.31701171744366474,28.963662401174723,606.0634943380383,46,0,3.0,46,44,3.0,46,0,2.0
Forge-Phase2-100,Phase2A,slot014_try00,slot014_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot014_try00/insertion.csv,Forge-Phase2-100/slot014_try00,A:slot014,y_offset,True,False,True,19.761701673269272,successful_nonstalled,,,True,,46,8,37202.92575685481,31278.049777864864,130404.85478604748,0.5830419367185127,0.003983493600957407,0.466433584690094,0.0038442850833449484,2.6022973437538197,44.67399579319655,3492.211243646208,7138.766688958292,4454.423529280898,85430.30579575784,0.34961738942081044,0.0010497129869340613,0.2796939104795456,0.004856503808869161,0.14125457071029232,21.81363317218953,265.5238699852675,46,0,2.0,46,11,2.0,45,0,1.0
Forge-Phase2-100,Phase2A,slot015_try00,slot015_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot015_try00/insertion.csv,Forge-Phase2-100/slot015_try00,A:slot015,diagonal_offset,True,False,True,20.1108880341053,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004916147088509305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004964397288795679,0.0,0.0,0.0,46,0,2.0,46,5,2.0,39,0,1.0
Forge-Phase2-100,Phase2A,slot016_try00,slot016_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot016_try00/insertion.csv,Forge-Phase2-100/slot016_try00,A:slot016,tilt_only,True,False,True,19.801271706819534,successful_nonstalled,,,True,,46,8,70925.42626967844,36000.64924920832,160426.45913978489,0.23280118477470788,0.0035785836357695934,0.18624094128608704,0.004792145844017822,0.35231557966628263,67.51677016298164,1559.9706703355232,9711.334218944137,6056.371464810862,40026.446664246236,3.7846474071780235e-05,1.6292812545866397e-07,0.0,0.0049303311614977054,0.2907512471554489,27.56166176158548,468.3304215287162,46,0,3.0,46,28,3.0,44,0,2.0
Forge-Phase2-100,Phase2A,slot017_try00,slot017_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot017_try00/insertion.csv,Forge-Phase2-100/slot017_try00,A:slot017,offset_tilt,True,False,True,20.11202797293663,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004917747401253291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004963622819103669,0.0,0.0,0.0,46,0,2.0,46,4,2.0,34,0,1.0
Forge-Phase2-100,Phase2A,slot018_try00,slot018_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot018_try00/insertion.csv,Forge-Phase2-100/slot018_try00,all_centered_controls,centered,True,False,True,20.109952986240387,successful_nonstalled,,Forge-Phase2-100/slot000_try00,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004915965660997371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962983811646818,0.0,0.0,0.0,46,0,2.0,46,6,2.0,41,0,1.0
Forge-Phase2-100,Phase2A,slot019_try00,slot019_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot019_try00/insertion.csv,Forge-Phase2-100/slot019_try00,A:slot019,x_offset,True,False,True,20.044458657503128,successful_nonstalled,,,True,,46,8,4402.488667533965,4261.597765752462,15129.86948449244,0.0,0.0,0.0,0.004940764738258611,0.22603688319069992,12.894183977587371,467.45361721403316,2540.787381655425,2463.197701271648,11987.743652439927,6.096469771329715e-06,2.446138276936998e-08,0.0,0.004951257258725691,0.12396465843853247,12.472827741766944,229.1825821714381,46,0,3.0,46,41,3.0,46,0,2.0
Forge-Phase2-100,Phase2A,slot020_try00,slot020_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot020_try00/insertion.csv,Forge-Phase2-100/slot020_try00,A:slot020,y_offset,True,False,True,20.068326592445374,successful_nonstalled,,,True,,46,8,29843.56156767445,18038.995378077143,77013.39379623445,0.34225096863630694,0.002070174921795979,0.27380234003067017,0.004148159356427567,2.519882752513169,30.370427981238784,1036.6069906091102,3402.8403565900944,2892.993358287846,16313.897669754188,0.278480295454024,0.0008280492051701222,0.22278636395931245,0.004843700947610907,0.2343218104197508,14.529821066646774,176.75057091918833,46,0,2.0,46,14,2.0,46,0,1.0
Forge-Phase2-100,Phase2A,slot021_try00,slot021_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot021_try00/insertion.csv,Forge-Phase2-100/slot021_try00,A:slot021,diagonal_offset,True,False,True,20.109975337982178,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004918935468431881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004963949533071381,0.0,0.0,0.0,46,0,2.0,46,8,2.0,34,0,1.0
Forge-Phase2-100,Phase2A,slot022_try00,slot022_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot022_try00/insertion.csv,Forge-Phase2-100/slot022_try00,A:slot022,tilt_only,True,False,True,20.088141411542892,successful_nonstalled,,,True,,46,8,828.1141029154933,441.1329791891617,2803.4673314663373,0.0,0.0,0.0,0.004872379944760715,0.0018480338908440923,0.7662638129147767,55.633140019513355,0.0,0.0,0.0,0.0,0.0,0.0,0.004934924083923812,0.0,0.0,0.0,46,0,2.0,46,11,2.0,36,0,1.0
Forge-Phase2-100,Phase2A,slot023_try00,slot023_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot023_try00/insertion.csv,Forge-Phase2-100/slot023_try00,A:slot023,offset_tilt,True,False,True,20.111431926488876,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004920122454074577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004969922315041123,0.0,0.0,0.0,46,0,2.0,46,3,2.0,36,0,1.0
Forge-Phase2-100,Phase2A,slot024_try00,slot024_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot024_try00/insertion.csv,Forge-Phase2-100/slot024_try00,all_centered_controls,centered,True,False,True,20.109952986240387,successful_nonstalled,Forge-Phase2-100/slot018_try00,Forge-Phase2-100/slot000_try00,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004915965660997371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962983811646818,0.0,0.0,0.0,46,0,2.0,46,6,2.0,41,0,1.0
Forge-Phase2-100,Phase2A,slot025_try00,slot025_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot025_try00/insertion.csv,Forge-Phase2-100/slot025_try00,A:slot025,x_offset,True,False,True,20.13159692287445,successful_nonstalled,,,True,,46,8,29953.207603298346,17977.994979116935,95114.17460174988,0.0002464802053922259,1.0354432129371845e-06,0.0,0.004640089918836697,0.9101305350857656,47.699036050835566,1668.006035944899,10819.6151306405,6723.301726144128,58356.43752267247,0.0,0.0,0.0,0.004898764733897247,0.4998827361662611,32.033701359836584,351.5865793980592,46,0,3.0,46,45,3.0,46,0,2.0
Forge-Phase2-100,Phase2A,slot026_try00,slot026_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot026_try00/insertion.csv,Forge-Phase2-100/slot026_try00,A:slot026,y_offset,True,False,True,19.789455085992813,successful_nonstalled,,,True,,46,8,31693.41661499875,21532.74742925672,122471.38027282959,0.36994807418952935,0.00352776211522056,0.2959584593772888,0.004129681315693653,2.344349058523196,38.356528858740546,4261.389183463716,6689.873730842152,4512.659700652909,72999.17237586188,0.29499974301973036,0.0009037728891260316,0.23599995523691178,0.004914447725371381,0.09721251963002048,21.885178930055304,310.30149380755296,46,0,2.0,46,12,2.0,46,0,1.0
Forge-Phase2-100,Phase2A,slot027_try00,slot027_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot027_try00/insertion.csv,Forge-Phase2-100/slot027_try00,A:slot027,diagonal_offset,True,False,True,20.110560208559036,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004918675449177576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004964404859682384,0.0,0.0,0.0,46,0,2.0,46,7,2.0,37,0,1.0
Forge-Phase2-100,Phase2A,slot028_try00,slot028_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot028_try00/insertion.csv,Forge-Phase2-100/slot028_try00,A:slot028,tilt_only,True,False,True,20.11139467358589,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004916996544959494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00496123604964354,0.0,0.0,0.0,46,0,2.0,46,6,2.0,38,0,1.0
Forge-Phase2-100,Phase2A,slot029_try00,slot029_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot029_try00/insertion.csv,Forge-Phase2-100/slot029_try00,A:slot029,offset_tilt,False,False,True,19.504839181900024,other_unsuccessful,,,True,,46,9,71035.6177357069,36618.292927952745,173349.9706699342,0.6391272650975273,0.010461742336424579,0.5113124251365662,0.0042075238701928894,1.6960164218680696,101.16787145609598,5978.97481958454,36846.079675811634,23022.098858915077,143181.06102958453,0.577755361854398,0.007583036227457563,0.46220431923866273,0.004632966653060651,0.42107472032269216,101.52122471452175,430.57682845341316,46,0,3.0,46,45,3.0,46,0,2.0
Forge-Phase2-100,Phase2A,slot030_try00,slot030_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot030_try00/insertion.csv,Forge-Phase2-100/slot030_try00,all_centered_controls,centered,True,False,True,20.109952986240387,successful_nonstalled,Forge-Phase2-100/slot018_try00,Forge-Phase2-100/slot000_try00,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004915965660997371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962983811646818,0.0,0.0,0.0,46,0,2.0,46,6,2.0,41,0,1.0
Forge-Phase2-100,Phase2A,slot031_try00,slot031_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot031_try00/insertion.csv,Forge-Phase2-100/slot031_try00,A:slot031,x_offset,True,False,True,20.11030688881874,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.00491241290571647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004956271619638148,0.0,0.0,0.0,46,0,2.0,46,5,2.0,40,0,1.0
Forge-Phase2-100,Phase2A,slot032_try00,slot032_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot032_try00/insertion.csv,Forge-Phase2-100/slot032_try00,A:slot032,y_offset,True,False,True,20.110932737588882,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004916049480029087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049623819369222985,0.0,0.0,0.0,46,0,2.0,46,8,2.0,38,0,1.0
Forge-Phase2-100,Phase2A,slot033_try00,slot033_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot033_try00/insertion.csv,Forge-Phase2-100/slot033_try00,A:slot033,diagonal_offset,True,False,True,19.90652233362198,successful_nonstalled,,,True,,46,7,23318.10997030796,22185.614883671617,100753.19068627743,0.2873858675994291,0.0008297438791879427,0.22991136461496353,0.004365849639202399,0.7729637551852641,43.12901659103697,4762.130197215085,8000.835008184533,7786.292414319468,94328.00931047353,0.29418314977720933,0.000815756072771084,0.23534682393074036,0.0049523990001168585,0.16577404148810895,37.763848348762515,847.0948123561994,46,0,3.0,46,45,3.0,46,0,2.0
Forge-Phase2-100,Phase2A,slot034_try00,slot034_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot034_try00/insertion.csv,Forge-Phase2-100/slot034_try00,A:slot034,tilt_only,True,False,True,20.04735693335533,successful_nonstalled,,,True,,46,8,26652.270909665753,13727.470299175018,100549.73446776824,0.0,0.0,0.0,0.004737244828883396,0.28954072226819494,23.59693542310286,238.90288413949975,0.0,0.0,0.0,0.0,0.0,0.0,0.0048899560746877594,0.0,0.0,0.0,46,0,3.0,46,27,3.0,45,0,2.0
Forge-Phase2-100,Phase2A,slot035_try00,slot035_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot035_try00/insertion.csv,Forge-Phase2-100/slot035_try00,A:slot035,offset_tilt,False,False,True,18.970628827810287,other_unsuccessful,,,True,,46,8,50991.39063921923,30041.43437051795,319524.7878780367,0.6474189132731059,0.0063591098011789296,0.7860983312129974,0.004400668966257391,0.8826008663124825,81.73295108834334,2354.5310957594797,2897.193739217085,2824.7076919489496,86610.44411854105,0.2449333333838931,0.0010870885088180686,0.19819291532039643,0.0048666629460296955,0.09947915414205757,13.165465983107861,105.52154916484457,46,0,2.0,46,9,2.0,46,0,1.0
Forge-Phase2-100,Phase2A,slot036_try00,slot036_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot036_try00/insertion.csv,Forge-Phase2-100/slot036_try00,all_centered_controls,centered,True,False,True,20.109952986240387,successful_nonstalled,Forge-Phase2-100/slot018_try00,Forge-Phase2-100/slot000_try00,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004915965660997371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962983811646818,0.0,0.0,0.0,46,0,2.0,46,6,2.0,41,0,1.0
Forge-Phase2-100,Phase2A,slot037_try00,slot037_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot037_try00/insertion.csv,Forge-Phase2-100/slot037_try00,A:slot037,x_offset,True,False,True,20.11084333062172,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0049203600314591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004967482550322233,0.0,0.0,0.0,46,0,2.0,46,3,2.0,34,0,1.0
Forge-Phase2-100,Phase2A,slot038_try00,slot038_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot038_try00/insertion.csv,Forge-Phase2-100/slot038_try00,A:slot038,y_offset,True,False,True,20.1096810400486,successful_nonstalled,,,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004914805713752003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004964464614540479,0.0,0.0,0.0,46,0,2.0,46,3,2.0,38,0,1.0
Forge-Phase2-100,Phase2A,slot039_try00,slot039_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot039_try00/insertion.csv,Forge-Phase2-100/slot039_try00,A:slot039,diagonal_offset,True,False,True,19.95318904519081,successful_nonstalled,,,True,,46,8,16128.61634123238,15483.932262623413,59157.305842646005,0.3145490660212073,0.0008899490252513703,0.2516394257545471,0.004348011687461228,0.9188218238532468,33.85371282776641,2956.902813415234,4280.7046019627205,4160.360186619339,35927.130951747284,0.30469500705439245,0.0008569452948997233,0.24375635385513306,0.004955919309320965,0.28509833047582644,20.701954839860708,573.6500849028831,46,0,3.0,46,26,3.0,46,0,2.0
Forge-Phase2-100,Phase2A,slot040_try00,slot040_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot040_try00/insertion.csv,Forge-Phase2-100/slot040_try00,A:slot040,tilt_only,True,False,True,19.810976088047028,successful_nonstalled,,,True,,46,8,49496.18611613543,24140.136986187063,136048.85580312696,0.3079079440235919,0.005050335763567441,0.24632637947797775,0.004708195946458143,0.37430362762440234,53.497329133821154,2128.148379499363,12603.695610924224,7890.6546545655265,53475.034685823346,0.009768107736823631,0.00012628205379765974,0.0076821371912956194,0.004824112169514762,0.26585032586601753,36.04856721355464,994.9598149457851,46,0,3.0,46,30,3.0,43,0,2.0
Forge-Phase2-100,Phase2A,slot041_try00,slot041_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot041_try00/insertion.csv,Forge-Phase2-100/slot041_try00,A:slot041,offset_tilt,True,False,True,19.894307106733322,successful_nonstalled,,,True,,46,7,30160.15625291938,19876.15610330442,134784.40502244205,0.2540608986510614,0.0010527171781115536,0.2033354416489601,0.004435160587936768,0.747208633644169,26.760889048020466,1418.9777648865302,3481.238438672079,3207.840791857699,53782.77445520863,0.20152331977291355,0.0007324953952824145,0.16121866106986998,0.005029570551722406,0.08368241561028729,15.617939269423411,193.67047406340916,46,0,2.0,46,6,2.0,46,0,1.0
Forge-Phase2-100,Phase2A,slot042_try00,slot042_try00,/home/ibrahim/Documents/Franka-Safe-Recovery/outputs/Forge-Phase2-100/slot042_try00/insertion.csv,Forge-Phase2-100/slot042_try00,all_centered_controls,centered,True,False,True,20.109952986240387,successful_nonstalled,Forge-Phase2-100/slot018_try00,Forge-Phase2-100/slot000_try00,True,,46,8,0.0,0.0,0.0,0.0,0.0,0.0,0.004915965660997371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004962983811646818,0.0,0.0,0.0,46,0,2.0,46,6,2.0,41,0,1.0
