trajectory_id,folder,family,policy,depth_mm,replay_matched,label_eligible,safe_recovery,numerically_valid,status,max_force,max_torque,max_normal_load,max_penetration,time_to_clear_s,duration_s,resisting_work_j,retreat_peak_resistance_n,replay_error_position_mm,replay_error_orientation_deg,replay_error_joint_rad,replay_error_joint_velocity_rad_s,replay_error_linear_velocity_m_s,replay_error_angular_velocity_rad_s,replay_error_force_n,replay_error_torque_nm
slot000_try00,slot000_try00,centered,straight,10,True,True,True,True,cleared_within_limits,0.0,0.0,0.0,0.0,2.875,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot000_try00,slot000_try00,centered,realign,10,True,True,True,True,cleared_within_limits,0.0,0.0,0.0,0.0,4.86875,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot001_try00,slot001_try00,x_offset,straight,10,True,True,True,True,cleared_within_limits,2.5900838375091553,0.07148317247629166,2.4808504581451416,0.027175537979928777,2.86875,6.75,2.3223821093173076e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot001_try00,slot001_try00,x_offset,realign,10,True,True,True,True,cleared_within_limits,2.5900838375091553,0.07148317247629166,2.4808504581451416,0.027175537979928777,4.86875,8.75,2.3223821093173076e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot004_try00,slot004_try00,tilt_only,straight,10,True,True,True,True,cleared_within_limits,0.0,0.0,0.0,0.0,2.8854166666666665,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot004_try00,slot004_try00,tilt_only,realign,10,True,True,True,True,cleared_within_limits,0.0,0.0,0.0,0.0,4.86875,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
