trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy
slot000_try00,0,0,centered,0.0,0.0,0.0,0.0,6.376472775231715,slot000_try00,complete,True,0.0,0.0,0.0,0.0,20.105471611022942,False,False,False,True,True
slot001_try00,1,0,x_offset,0.3039486539059133,0.0,0.0,0.0,5.926994743547945,slot001_try00,complete,True,0.0,0.0,0.0,0.0,20.098319053649895,False,False,False,True,True
slot002_try00,2,0,y_offset,0.0,0.6605899687582676,0.0,0.0,6.446312757672068,slot002_try00,complete,False,234.09170532226562,6.26765775680542,310.76611328125,1.2566603254526854,1.0903978347778231,False,True,True,False,False
slot003_try00,3,0,diagonal_offset,0.27273013231602994,0.27273013231602994,0.0,0.0,6.769635487866183,slot003_try00,complete,True,60.36025619506836,1.6472183465957642,61.899864196777344,0.40812877705320716,20.101060867309563,False,True,True,False,False
slot004_try00,4,0,tilt_only,0.0,0.0,1.8569474624764788,0.0,6.533153423861289,slot004_try00,complete,True,23.636131286621094,0.17433792352676392,22.639312744140625,0.2530902565922588,20.03257513046264,False,True,False,False,False
slot005_try00,5,0,offset_tilt,0.4964073235143819,0.4964073235143819,1.1025624757802235,0.0,5.389790454705545,slot005_try00,complete,False,90.9754409790039,2.5542731285095215,90.08847045898438,1.017680042423308,1.0540986061096103,False,True,True,False,False
