trajectory_id,folder,family,slot,parent_numerically_valid,parent_complete,checkpoint_depth_mm,reached,reference_time_s,prefix_numerically_valid,Y_R_tested,label_reason,depth_mm,force_n,torque_nm,normal_load_n,tilt_deg,tip_x_mm,tip_y_mm,prefix_max_force_n,prefix_max_torque_nm,prefix_max_normal_load_n,prefix_max_penetration_mm,fx,fy,fz,taux,tauy,tauz,vx,vy,vz,omegax,omegay,omegaz,qw,qx,qy,qz,joint1_rad,joint_velocity1_rad_s,joint2_rad,joint_velocity2_rad_s,joint3_rad,joint_velocity3_rad_s,joint4_rad,joint_velocity4_rad_s,joint5_rad,joint_velocity5_rad_s,joint6_rad,joint_velocity6_rad_s,joint7_rad,joint_velocity7_rad_s
slot000_try00,slot000_try00,centered,0,True,True,10,True,4.991666666666666,True,1,safe_policy_witness,10.003557205200186,0.0,0.0,0.0,0.0,0.08165836334228516,-0.0006793083571210445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012178269680589437,1.2230462971274392e-06,-0.009970982559025288,1.967815842363052e-05,0.001100249937735498,-5.11570688104257e-05,2.3816205612092745e-06,1.0,2.8662827844527783e-06,4.576038918457925e-05,4.901331976725487e-06,-4.3127683966304176e-06,0.2110535353422165,0.021680239588022232,-5.6687090363993775e-06,4.128388354729395e-06,-2.4009363651275635,-0.003547063795849681,-8.458491720375605e-06,3.711400131578557e-05,2.612081289291382,0.024127012118697166,0.7853996157646179,1.896589128591586e-05
slot001_try00,slot001_try00,x_offset,1,True,True,10,True,4.679166666666666,True,1,safe_policy_witness,10.01410722732543,0.0,0.0,0.0,0.03956468264845247,0.38123130798339844,-0.00037698771393479547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011969803599640727,-2.5514782464597374e-07,-0.010632729157805443,-3.4667198178794933e-06,0.00116724893450737,-0.00016186780703719705,6.274407269302174e-07,0.9999999403953552,8.428887667832896e-06,3.9885719161247835e-05,8.927673661673907e-06,2.702215624594828e-06,0.21174636483192444,0.023324375972151756,-9.734996638144366e-06,-2.6283571514795767e-06,-2.399897575378418,-0.003437656443566084,-6.701399115627282e-07,-5.4178080972633325e-06,2.6117231845855713,0.025594737380743027,0.785381555557251,0.00016671395860612392
slot002_try00,slot002_try00,y_offset,2,False,True,10,False,,False,,checkpoint_not_reached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slot003_try00,slot003_try00,diagonal_offset,3,False,True,10,True,5.258333333333333,False,,numerically_invalid_prefix,10.005524158477774,0.0,0.0,0.0,0.0,0.3349184989929199,0.2695566217880696,60.36025619506836,1.6472183465957642,61.899864196777344,0.40812877705320716,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005607420462183654,-5.384815722209169e-07,-0.00879113469272852,9.704114199848846e-05,0.0025606558192521334,-0.0006057655555196106,1.209304446092574e-05,1.0,3.061283496208489e-05,0.00012317107757553458,0.00038984318962320685,-1.0600968380458653e-05,0.21156881749629974,0.020646266639232635,0.00014724388893228024,-3.3438329865020933e-06,-2.4001948833465576,-0.0002025891881203279,-0.00011097353853983805,0.00018652281141839921,2.6120095252990723,0.018288224935531616,0.7859670519828796,0.0004313968529459089
slot004_try00,slot004_try00,tilt_only,4,False,True,10,True,5.102083333333333,True,1,safe_policy_witness,10.010411739349356,0.0,0.0,0.0,1.8575156967825273,0.10025501251220703,0.00019185245037078857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001409922493621707,1.4897686924086884e-06,-0.009846329689025879,-4.149111646256642e-06,0.002012873301282525,-0.00030824984423816204,-0.016207942739129066,0.999868631362915,1.7575941456016153e-05,8.906633593142033e-05,-0.017189996317029,-0.0019871939439326525,0.2113514393568039,0.021186238154768944,0.010794686153531075,0.0022899420000612736,-2.4004030227661133,-0.0035290943924337626,0.05960364267230034,0.0008820371003821492,2.610929250717163,0.022709790617227554,0.7273057699203491,-0.0009285892592743039
slot005_try00,slot005_try00,offset_tilt,5,False,True,10,False,,False,,checkpoint_not_reached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
