repeat,order,axis,sign,amplitude_si,probe_id,log,reason,prefix_matched,paused_matched,prefix_safe,return_matched,completed,eligible,numerically_valid,grasp_retained,force_budget_exceeded,torque_budget_exceeded,max_normal_load_n,max_penetration_mm,max_grasp_slip_mm,max_grasp_slip_deg,case_id,local_success,local_stalled,max_force_n,max_torque_nm,max_wrist_force_n,max_wrist_torque_nm,dx_m,dy_m,dz_m,droll_rad,dpitch_rad,dyaw_rad,delta_fx,delta_fy,delta_fz,delta_taux,delta_tauy,delta_tauz,after_delta_fx,after_delta_fy,after_delta_fz,after_delta_taux,after_delta_tauy,after_delta_tauz,response_n_equiv,force_response_n,torque_response_nm,variability_n_equiv,force_variability_n,torque_variability_nm,whole_trace_variability_n_equiv,actual_translation_mm,actual_rotation_deg,return_position_error_mm,return_orientation_error_deg,before_depth_mm,before_normal_load_n,after_normal_load_n,during_normal_load_n,normal_load_change_n,after_response_n_equiv,baseline_valid_repeats,baseline_n_equiv,force_baseline_n,torque_baseline_nm,above_baseline,response_to_baseline
0,0,hold,0,0.0,r0_hold_+0,successful_contact/r0_hold_+0/probe.csv,completed,True,True,True,False,True,True,True,True,False,False,2.494898557662964,0.02930962909886148,0.019688503016368486,0.07912936237050427,successful_contact,True,False,2.655224323272705,0.0514148473739624,2.0728540420532227,0.1739361733198166,3.0418237050300334e-05,1.080909278243779e-05,-4.0323038895923036e-05,9.99360638907685e-05,4.694223052601804e-05,6.58912022798226e-05,0.09192493330710931,0.06756747304875715,0.007890753995161509,-0.0011451201787626136,0.0013859250553198102,-0.0005846567520513676,0.11398622006333123,0.05362170908798969,0.0030870086760842325,-0.0009138185308726282,0.0020522462177258406,-0.0003953989356441339,0.220945560673305,0.11435829998877728,0.001890479304433612,1.527465406493585,0.7071152651129881,0.013539344776904095,0.8497328341316076,0.051653200267067045,0.00736700755810443,0.09678290600221771,0.006679263205584283,19.808887938658398,0.3641704653700193,0.3091842770576477,0.2895104472835859,-0.07466001808643341,0.26059329866835945,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,0.1446484874446372
0,1,roll,-1,0.003490658503988659,r0_roll_-1,successful_contact/r0_roll_-1/probe.csv,preparation_rejected,False,False,True,,False,False,True,True,False,False,0.0,0.0,0.003847364041575929,0.03956468118525214,successful_contact,True,False,0.0,0.0,0.05490407720208168,0.002605648711323738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,
0,2,y,1,0.0001,r0_y_+1,successful_contact/r0_y_+1/probe.csv,completed,True,True,True,False,True,True,True,True,False,False,2.494898557662964,0.02930962909886148,0.019688503016368486,0.07912936237050427,successful_contact,True,False,2.655224323272705,0.0514148473739624,2.0728540420532227,0.1739361733198166,3.1089782714821546e-05,5.912218087663224e-06,-1.354292035102983e-05,0.00010069952494084559,-6.808050334118178e-05,-6.72797994610424e-05,0.10278166685473783,0.07604247795807167,-0.037262808097390604,-0.0014367983679094629,0.0017168872351115234,-0.0003760291244743599,0.10088100101953994,0.06379235758334595,0.01796291538194056,-0.0008402070537004685,0.0014734963521849838,-0.0006536053623472466,0.26319182865058044,0.13317299411947262,0.0022701297827589376,1.527465406493585,0.7071152651129881,0.013539344776904095,0.9717282947271834,0.03442295169803494,0.007960180133394697,0.03562183539985776,0.010731928492754873,19.808887938658398,0.3641704653700193,0.29057256182034813,0.2885751823584239,-0.0755952830115954,0.21820289000964252,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,0.17230624505909933
0,3,x,-1,0.0001,r0_x_-1,successful_contact/r0_x_-1/probe.csv,completed,True,True,True,False,True,True,True,True,False,False,2.494898557662964,0.02930962909886148,0.019688503016368486,0.07912936237050427,successful_contact,True,False,2.655224323272705,0.0514148473739624,2.0728540420532227,0.1739361733198166,-3.822644551565446e-06,1.2392352800816298e-05,-3.22803854942294e-05,8.736629056857123e-05,-8.896155643253533e-05,3.0009342616899766e-05,0.1438565622161453,0.11165024314274585,-0.020066677847353276,-0.0020906393711271586,0.0026489857670338457,-0.00029484704196077594,0.05851213308803078,0.07523313877821541,-0.020646671226616786,-0.0014403921010674517,0.0009590454011724409,-0.00043514005486304524,0.38511231136954077,0.18320250775115335,0.0033874523394739997,1.527465406493585,0.7071152651129881,0.013539344776904095,1.070475172592076,0.0347880195895594,0.007348077706705731,0.04833924005559244,0.009157605908485151,19.808887938658398,0.3641704653700193,0.30153965192536514,0.2582714507977168,-0.1058990145723025,0.20334311755850246,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,0.25212506269035306
0,4,y,-1,0.0001,r0_y_-1,successful_contact/r0_y_-1/probe.csv,preparation_rejected,False,False,True,,False,False,True,True,False,False,0.0,0.0,0.003847364041575929,0.03956468118525214,successful_contact,True,False,0.0,0.0,0.05490407720208168,0.002605648711323738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,
0,5,pitch,-1,0.003490658503988659,r0_pitch_-1,successful_contact/r0_pitch_-1/probe.csv,completed,True,True,True,False,True,True,True,True,False,False,2.1260151863098145,0.0225476615014486,0.02838566797436215,0.08846931922527276,successful_contact,True,False,2.305239200592041,0.04482095316052437,1.779343843460083,0.12002687156200409,4.3014685312869894e-05,-1.6463765253623254e-06,-4.3258319298425385e-05,0.00010499040180749553,-0.002139303554122926,-2.9508253945782076e-05,0.02539200909486681,0.04067507607942389,-0.029936782566558878,-0.0009928133644612602,0.0005467696344710632,-8.417594242887203e-05,0.009461596319912738,0.08558378711420955,0.023733983715646903,-0.0015116852771621453,-7.979904368933012e-06,-0.00029572009506146274,0.12693556192628253,0.05652810708292065,0.0011365390442550998,1.3120024005670967,0.6038351899900082,0.01164788977636531,0.9466507956661927,0.06102668184288747,0.12273223287465877,0.06961137978044218,0.033004721755270534,19.839594264825184,0.34604471574227014,0.23861518005530039,0.3059608263274034,-0.040083889414866736,0.17805749833018217,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,0.08310208623164365
0,6,roll,1,0.003490658503988659,r0_roll_+1,successful_contact/r0_roll_+1/probe.csv,completed,True,True,True,False,True,True,True,True,False,False,1.8735073804855347,0.021653408111887984,0.02192650208598934,0.07912936237050427,successful_contact,True,False,1.9803780317306519,0.03842097893357277,1.558390498161316,0.11497735232114792,5.38786252339829e-05,2.643296805520854e-05,1.0391821463902329e-05,0.0020460359448783443,-9.81744813291729e-05,9.902476246012788e-06,-0.048932558148436556,0.08368260298635108,-0.03868704395857776,-0.0018451758649871584,-0.001217169446284024,-4.910418766575396e-05,-0.03510951565876894,0.053325695617847224,-0.03079840481223073,-0.0011854508634107598,-0.0007890937774723991,2.2885277350065625e-05,0.2444989308958673,0.10437365884060167,0.0022110148472917995,0.9316748300280577,0.46508903862159784,0.008072856836720495,0.8897876342460251,0.06090646936614596,0.11736546934560813,0.026814518573898705,0.03891365451311725,19.839594264825184,0.34604471574227014,0.2781694879134496,0.24142632385094961,-0.10461839189132052,0.1590902712084002,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,0.16006839163522105
0,7,x,1,0.0001,r0_x_+1,successful_contact/r0_x_+1/probe.csv,preparation_rejected,False,False,True,,False,False,True,True,False,False,0.0,0.0,0.003847364041575929,0.03956468118525214,successful_contact,True,False,0.0,0.0,0.05490407720208168,0.002605648711323738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,
0,8,pitch,1,0.003490658503988659,r0_pitch_+1,successful_contact/r0_pitch_+1/probe.csv,completed,True,True,True,False,True,True,True,True,False,False,1.8735073804855347,0.021653408111887984,0.01921829789353069,0.08846931922527276,successful_contact,True,False,1.9803780317306519,0.03842097893357277,1.558390498161316,0.11932023614645004,2.4688243865922388e-05,-3.3416707689563506e-06,-3.6771347125375e-05,6.653311487349561e-05,0.0020804809886728784,0.00013508713192889716,-0.10331450767492545,-0.002839131828295649,-0.03844422464511202,-0.00021653324978776478,-0.002080800607793327,9.595565620141702e-06,-0.04345312669574923,0.06020203869932933,-0.04294342261564452,-0.0013896633660654724,-0.0010496618091956674,-4.905361049951049e-05,0.23648891200133992,0.11027196640222985,0.002092058768901175,0.9316748300280577,0.46508903862159784,0.008072856836720495,0.9559691117325676,0.04441630464284682,0.11951460586370555,0.04149070544417584,0.02638505362645206,19.839594264825184,0.34604471574227014,0.2700777397956699,0.3388051837682724,-0.007239531973997737,0.19419114717940159,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,0.15482439798372816
1,0,x,1,0.0001,r1_x_+1,successful_contact/r1_x_+1/probe.csv,completed,True,True,True,False,True,True,True,True,False,False,2.494898557662964,0.02930962909886148,0.019688503016368486,0.07912936237050427,successful_contact,True,False,2.655224323272705,0.0514148473739624,2.0728540420532227,0.1739361733198166,5.318323771152933e-05,5.34450324873127e-06,-2.7954081694286925e-05,0.00014271031570071898,-2.6462015149843756e-05,7.257093623738778e-05,0.07181231880094856,0.07012563619961537,0.020794951102288906,-0.0012488491910867781,0.0008194033222794007,-0.0005928744451513717,0.05569414907605885,0.07056973183975213,-0.06621388627439348,-0.0014649097745733615,0.0008242053946135408,-0.0003163231779884202,0.19061087618196954,0.1025038729771537,0.001607030246869724,1.527465406493585,0.7071152651129881,0.013539344776904095,0.9599883705675651,0.06031957536179778,0.009297643953054577,0.0553913433474405,0.01553420646546766,19.808887938658398,0.3641704653700193,0.30122471451759336,0.2829511354366938,-0.08121932993332548,0.2042536642501976,2,1.527465406493585,0.7071152651129881,0.013539344776904095,False,0.12478899710045253
