trajectory_id,folder,family,policy,depth_mm,replay_matched,checkpoint_kind,checkpoint_id,label_eligible,safe_recovery,reason,numerically_valid,grasp_retained,cleared,force_budget_exceeded,torque_budget_exceeded,max_force,max_torque,max_wrist_force_n,max_wrist_torque_nm,max_normal_load,max_penetration,recovery_work_j,clear_time_s,duration_s,force_axis_frame,wrist_axial_signal,retreat_contact_resistance_definition,moving_average_support_s,stop_observed,stop_sample_count,stop_duration_s,stop_peak_wrist_force_n,stop_peak_wrist_torque_nm,stop_peak_wrist_world_z_abs_n,stop_peak_contact_force_n,stop_peak_contact_downward_resistance_n,stop_peak_wrist_force_mean100ms_n,stop_peak_wrist_world_z_abs_mean100ms_n,stop_peak_contact_downward_resistance_mean100ms_n,stop_contact_resistive_work_j,realign_observed,realign_sample_count,realign_duration_s,realign_peak_wrist_force_n,realign_peak_wrist_torque_nm,realign_peak_wrist_world_z_abs_n,realign_peak_contact_force_n,realign_peak_contact_downward_resistance_n,realign_peak_wrist_force_mean100ms_n,realign_peak_wrist_world_z_abs_mean100ms_n,realign_peak_contact_downward_resistance_mean100ms_n,realign_contact_resistive_work_j,retreat_observed,retreat_sample_count,retreat_duration_s,retreat_peak_wrist_force_n,retreat_peak_wrist_torque_nm,retreat_peak_wrist_world_z_abs_n,retreat_peak_contact_force_n,retreat_peak_contact_downward_resistance_n,retreat_peak_wrist_force_mean100ms_n,retreat_peak_wrist_world_z_abs_mean100ms_n,retreat_peak_contact_downward_resistance_mean100ms_n,retreat_contact_resistive_work_j,clear_hold_observed,clear_hold_sample_count,clear_hold_duration_s,clear_hold_peak_wrist_force_n,clear_hold_peak_wrist_torque_nm,clear_hold_peak_wrist_world_z_abs_n,clear_hold_peak_contact_force_n,clear_hold_peak_contact_downward_resistance_n,clear_hold_peak_wrist_force_mean100ms_n,clear_hold_peak_wrist_world_z_abs_mean100ms_n,clear_hold_peak_contact_downward_resistance_mean100ms_n,clear_hold_contact_resistive_work_j,retreat_start_depth_mm,retreat_end_depth_mm,retreat_actual_withdrawal_mm,retreat_commanded_withdrawal_mm,retreat_max_depth_tracking_error_mm,termination_reason,recovery_censored,termination_phase,replay_error_position_mm,replay_error_orientation_deg,replay_error_joint_rad,replay_error_joint_velocity_rad_s,replay_error_linear_velocity_m_s,replay_error_angular_velocity_rad_s,replay_error_force_n,replay_error_torque_nm,replay_error_normal_load_n,replay_error_min_separation_mm,replay_error_wrist_torque_nm,replay_error_finger_position,replay_error_finger_velocity,replay_error_grasp_position,replay_error_hand_pose,replay_error_wrist_raw_child,replay_error_grasp_quat_angle_deg,replay_error_hand_pose_angle_deg,sample_role,split_group_id,path_group_id,final_pitch_deg,case_id,radial_clearance_mm,effective_radial_clearance_mm,hole_diameter_mm,peg_diameter_mm,tilt_onset_fraction,tilt_onset_mm,tilt_amplitude_deg,tilt_sign,tilt_axis,tilt_ramp_duration_s
g0507_aligned_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_aligned_try00,centered,straight,20.048116892576218,True,terminal,terminal,True,True,cleared,True,True,True,False,False,0.0,0.0,0.03510893136262894,0.018659496679902077,0.0,0.0,0.0,4.483333333333333,4.483333333333333,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.03510893136262894,0.018659496679902077,0.014447825029492378,0.0,0.0,0.005248848678699384,0.003245159653791537,0.0,0.0,False,0,0.0,,,,,,,,,,True,508,4.233333333333333,0.012153217568993568,0.0013048074906691909,0.00759438332170248,0.0,0.0,0.007350053871050477,0.005232005302483837,0.0,0.0,False,0,0.0,,,,,,,,,,20.06406858563423,-3.31180766224861,23.375876247882843,23.76693726424271,0.5751275659140482,cleared,False,retreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aligned_control,g0507_aligned,g0507_aligned,0.0,g0507_aligned,0.507,0.5059210604307709,9.0,7.986,,,0.0,1,pitch,1.0
g0507_aligned_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_aligned_try00,centered,realign,20.048116892576218,True,terminal,terminal,True,True,cleared,True,True,True,False,False,0.0,0.0,0.03510893136262894,0.018659496679902077,0.0,0.0,0.0,6.483333333333333,6.483333333333333,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.03510893136262894,0.018659496679902077,0.014447825029492378,0.0,0.0,0.005248848678699384,0.003245159653791537,0.0,0.0,True,240,2.0,0.017188744619488716,0.013948813080787659,0.005701396614313126,0.0,0.0,0.002318858852959238,0.0006884100536505381,0.0,0.0,True,508,4.233333333333333,0.011582767590880394,0.00276769045740366,0.008548427373170853,0.0,0.0,0.008152961226490637,0.006338335922919214,0.0,0.0,False,0,0.0,,,,,,,,,,20.081711560487747,-3.3113680779933916,23.39307963848114,23.76693726424271,0.5742802974504038,cleared,False,retreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aligned_control,g0507_aligned,g0507_aligned,0.0,g0507_aligned,0.507,0.5059210604307709,9.0,7.986,,,0.0,1,pitch,1.0
g0507_d30_pitch_pos05_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_d30_pitch_pos05_try00,tilt_only,straight,20.047710835933685,True,terminal,terminal,True,True,cleared,True,True,True,False,False,0.0,0.0,0.03651593625545502,0.019109034910798073,0.0,0.0,0.0,4.491666666666666,4.491666666666666,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.03651593625545502,0.019109034910798073,0.014568325132131577,0.0,0.0,0.005383492476539686,0.003254358763418471,0.0,0.0,False,0,0.0,,,,,,,,,,True,509,4.241666666666666,0.011871036142110825,0.0013199052773416042,0.007601311430335045,0.0,0.0,0.007247123071768631,0.00527608619692425,0.0,0.0,False,0,0.0,,,,,,,,,,20.06368860602379,-3.3652581274509417,23.42894673347473,23.818563767196444,0.576530245630833,cleared,False,retreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gap_tilt_characterization,g0507_d30_pitch,g0507_d30_pitch_pos05,0.5,g0507_d30_pitch_pos05,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,0.5,1,pitch,1.0
g0507_d30_pitch_pos05_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_d30_pitch_pos05_try00,tilt_only,realign,20.047710835933685,True,terminal,terminal,True,True,cleared,True,True,True,False,False,0.0,0.0,0.03651593625545502,0.019109034910798073,0.0,0.0,0.0,6.483333333333333,6.483333333333333,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.03651593625545502,0.019109034910798073,0.014568325132131577,0.0,0.0,0.005383492476539686,0.003254358763418471,0.0,0.0,True,240,2.0,0.012955036014318466,0.001305753830820322,0.005865545943379402,0.0,0.0,0.007147145923227072,0.004428025955955188,0.0,0.0,True,508,4.233333333333333,0.014161241240799427,0.0014866874553263187,0.007021437399089336,0.0,0.0,0.009972888937530419,0.005537353456020355,0.0,0.0,False,0,0.0,,,,,,,,,,20.000537484884262,-3.3113978803157793,23.311935365200043,23.766616088616853,0.5778849509895458,cleared,False,retreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gap_tilt_characterization,g0507_d30_pitch,g0507_d30_pitch_pos05,0.5,g0507_d30_pitch_pos05,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,0.5,1,pitch,1.0
g0507_d30_pitch_pos20_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_d30_pitch_pos20_try00,tilt_only,straight,19.987722486257553,True,terminal,terminal,True,True,cleared,True,True,True,False,False,0.43176114559173584,0.005521642044186592,0.30876535177230835,0.03861391544342041,0.3453828990459442,0.0027085065994469915,3.888694448459575e-05,4.5,4.5,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.0850432887673378,0.010301152244210243,0.02413303405046463,0.08494625240564346,6.270284939091653e-05,0.0169248225914392,0.0058710914436233,1.1497379091451876e-05,6.788210880441052e-09,False,0,0.0,,,,,,,,,,True,510,4.25,0.30876535177230835,0.03861391544342041,0.19098831713199615,0.43176114559173584,0.24601727724075317,0.06807798442120354,0.04134036639394859,0.038728917888268675,3.888015627371531e-05,False,0,0.0,,,,,,,,,,19.98628079891205,-3.4046940505504595,23.39097484946251,23.822711830445634,0.597371999137108,cleared,False,retreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gap_tilt_characterization,g0507_d30_pitch,g0507_d30_pitch_pos20,2.0,g0507_d30_pitch_pos20,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,2.0,1,pitch,1.0
g0507_d30_pitch_pos20_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_d30_pitch_pos20_try00,tilt_only,realign,19.987722486257553,False,terminal,terminal,False,,replay_mismatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015072091515778163,0.005021342954163319,7.334351539611816e-05,0.0019709065527422354,0.00041944792659973274,0.05065460738238817,0.08494568595594118,0.0016466932190220005,0.08380598574876785,0.0003053844750411372,0.00149339041672647,1.5535391867160797e-05,2.3777829483151436e-08,2.2837675714981742e-06,2.5331974029541016e-06,0.0545846875756979,0.005880448530406239,0.0019821755885239523,gap_tilt_characterization,g0507_d30_pitch,g0507_d30_pitch_pos20,2.0,g0507_d30_pitch_pos20,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,2.0,1,pitch,1.0
g0507_d50_pitch_pos05_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_d50_pitch_pos05_try00,tilt_only,straight,20.051033794879913,True,terminal,terminal,True,True,cleared,True,True,True,False,False,0.0,0.0,0.037068773061037064,0.019578073173761368,0.0,0.0,0.0,4.491666666666666,4.491666666666666,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.037068773061037064,0.019578073173761368,0.0149456188082695,0.0,0.0,0.005668213503668085,0.0034574233868625015,0.0,0.0,False,0,0.0,,,,,,,,,,True,509,4.241666666666666,0.012058285064995289,0.0013094359310343862,0.007966171950101852,0.0,0.0,0.0073775952332653105,0.00532587431371212,0.0,0.0,False,0,0.0,,,,,,,,,,20.06102129817009,-3.3663459122180925,23.427367210388184,23.821197848374496,0.5769869997611892,cleared,False,retreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gap_tilt_characterization,g0507_d50_pitch,g0507_d50_pitch_pos05,0.5,g0507_d50_pitch_pos05,0.507,0.5059210604307709,9.0,7.986,0.5,10.0,0.5,1,pitch,1.0
g0507_d50_pitch_pos05_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_d50_pitch_pos05_try00,tilt_only,realign,20.051033794879913,True,terminal,terminal,True,True,cleared,True,True,True,False,False,0.0,0.0,0.037068773061037064,0.019578073173761368,0.0,0.0,0.0,6.483333333333333,6.483333333333333,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.037068773061037064,0.019578073173761368,0.0149456188082695,0.0,0.0,0.005668213503668085,0.0034574233868625015,0.0,0.0,True,240,2.0,0.013613089919090271,0.0012575217988342047,0.005917652044445276,0.0,0.0,0.007184387339899938,0.004475411008267353,0.0,0.0,True,508,4.233333333333333,0.015176843851804733,0.0014922452392056584,0.0065791308879852295,0.0,0.0,0.009359566766458252,0.005610699066892266,0.0,0.0,False,0,0.0,,,,,,,,,,20.015785098075867,-3.3101238310337053,23.325908929109573,23.769244424931205,0.5729562356582534,cleared,False,retreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gap_tilt_characterization,g0507_d50_pitch,g0507_d50_pitch_pos05,0.5,g0507_d50_pitch_pos05,0.507,0.5059210604307709,9.0,7.986,0.5,10.0,0.5,1,pitch,1.0
g0507_d50_pitch_pos20_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_d50_pitch_pos20_try00,tilt_only,straight,19.953136891126633,True,terminal,terminal,True,True,cleared,True,True,True,False,False,0.7214294672012329,0.009215195663273335,0.5094607472419739,0.06495348364114761,0.5770068764686584,0.007458648724423256,4.0515243430115415e-05,4.5,4.5,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.052443139255046844,0.007137042935937643,0.030959295108914375,0.05605150759220123,7.6955512895438e-07,0.0029891717325275144,0.0014451315741249953,6.412959407953167e-08,2.0798985913191477e-11,False,0,0.0,,,,,,,,,,True,510,4.25,0.5094607472419739,0.06495348364114761,0.312019407749176,0.7214294672012329,0.4110393226146698,0.08054762516015519,0.04818266769871116,0.046145476522118166,4.05152226311295e-05,False,0,0.0,,,,,,,,,,19.95382234454155,-3.421055525541304,23.374877870082855,23.795236497276672,0.5987920149444292,cleared,False,retreat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gap_tilt_characterization,g0507_d50_pitch,g0507_d50_pitch_pos20,2.0,g0507_d50_pitch_pos20,0.507,0.5059210604307709,9.0,7.986,0.5,10.0,2.0,1,pitch,1.0
g0507_d50_pitch_pos20_try00,../Forge-GapTilt-Pilot-20260915/gap_0507/g0507_d50_pitch_pos20_try00,tilt_only,realign,19.953136891126633,False,terminal,terminal,False,,replay_mismatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005492962548899614,0.0012246471565129174,3.0994415283203125e-05,0.0014546167221851647,0.0005682423767038649,0.11015646125588285,0.22447873291538092,0.0039726457346052095,0.17853381484746933,0.001955940660991473,0.0088404769776389,7.539056241512299e-07,1.0372605174779892e-07,4.829722456634045e-06,4.353100621301564e-06,0.14273101463913918,0.0026338838113582953,0.0018394239653730833,gap_tilt_characterization,g0507_d50_pitch,g0507_d50_pitch_pos20,2.0,g0507_d50_pitch_pos20,0.507,0.5059210604307709,9.0,7.986,0.5,10.0,2.0,1,pitch,1.0
