case_id,radial_clearance_mm,effective_radial_clearance_mm,hole_diameter_mm,peg_diameter_mm,tilt_onset_fraction,tilt_onset_mm,tilt_amplitude_deg,tilt_sign,tilt_axis,source_study,trajectory_id,attempt_status,reference_complete,insertion_success,stalled,numerically_valid,grasp_retained,max_depth,max_penetration,max_wrist_force_n,max_wrist_torque_nm,tilt_applicable,tilt_triggered,tilt_ramp_completed,max_actual_tilt_deg,max_command_tilt_deg,terminal_actual_tilt_deg,terminal_command_tilt_deg,tilt_trigger_actual_depth_mm,tilt_completion_actual_tilt_deg,tilt_completion_actual_depth_mm,continuation_straight_present,continuation_straight_origin,continuation_straight_safe_recovery,continuation_straight_numerically_valid,continuation_straight_grasp_retained,continuation_straight_cleared,continuation_straight_reason,continuation_straight_termination_reason,continuation_straight_termination_phase,continuation_straight_recovery_censored,continuation_straight_max_wrist_force_n,continuation_straight_max_wrist_torque_nm,continuation_straight_stop_peak_wrist_force_n,continuation_straight_realign_peak_wrist_force_n,continuation_straight_retreat_peak_wrist_force_n,continuation_straight_retreat_peak_wrist_force_mean100ms_n,continuation_straight_retreat_peak_wrist_world_z_abs_n,continuation_straight_retreat_peak_contact_downward_resistance_n,continuation_straight_retreat_actual_withdrawal_mm,continuation_straight_retreat_commanded_withdrawal_mm,continuation_straight_retreat_contact_resistive_work_j,continuation_straight_duration_s,terminal_actual_fraction_of_target,checkpoint_id,checkpoint_kind,reached,event_status,parent_complete,parent_numerically_valid,prefix_numerically_valid,probe_requested,checkpoint_depth_mm,checkpoint_actual_tilt_deg,checkpoint_command_tilt_deg,checkpoint_wrist_force_n,Y_R_tested,label_reason,straight_probe_present,straight_label_eligible,straight_replay_matched,straight_safe_recovery,straight_numerically_valid,straight_grasp_retained,straight_cleared,straight_reason,straight_termination_reason,straight_termination_phase,straight_recovery_censored,straight_max_wrist_force_n,straight_max_wrist_torque_nm,straight_stop_peak_wrist_force_n,straight_realign_peak_wrist_force_n,straight_retreat_peak_wrist_force_n,straight_retreat_peak_wrist_force_mean100ms_n,straight_retreat_peak_wrist_world_z_abs_n,straight_retreat_peak_contact_downward_resistance_n,straight_retreat_actual_withdrawal_mm,straight_retreat_commanded_withdrawal_mm,straight_retreat_contact_resistive_work_j,straight_duration_s,realign_probe_present,realign_label_eligible,realign_replay_matched,realign_safe_recovery,realign_numerically_valid,realign_grasp_retained,realign_cleared,realign_reason,realign_termination_reason,realign_termination_phase,realign_recovery_censored,realign_max_wrist_force_n,realign_max_wrist_torque_nm,realign_stop_peak_wrist_force_n,realign_realign_peak_wrist_force_n,realign_retreat_peak_wrist_force_n,realign_retreat_peak_wrist_force_mean100ms_n,realign_retreat_peak_wrist_world_z_abs_n,realign_retreat_peak_contact_downward_resistance_n,realign_retreat_actual_withdrawal_mm,realign_retreat_commanded_withdrawal_mm,realign_retreat_contact_resistive_work_j,realign_duration_s
g0507_aligned,0.507,0.5059210604307709,9.0,7.986,,,0.0,1,pitch,gap_0507,g0507_aligned_try00,complete,True,True,False,True,True,20.11261284351349,0.0,0.014032978564500809,0.00927137490361929,False,False,False,0.0625572578997782,0.0,0.05595291190411357,0.0,,,,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.03510893136262894,0.018659496679902077,0.03510893136262894,,0.012153217568993568,0.007350053871050477,0.00759438332170248,0.0,23.375876247882843,23.76693726424271,0.0,4.483333333333333,,pre_tilt,pre_tilt,False,not_applicable_aligned_control,True,True,False,False,,,,,,event_recorded_without_recovery_probe,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
g0507_aligned,0.507,0.5059210604307709,9.0,7.986,,,0.0,1,pitch,gap_0507,g0507_aligned_try00,complete,True,True,False,True,True,20.11261284351349,0.0,0.014032978564500809,0.00927137490361929,False,False,False,0.0625572578997782,0.0,0.05595291190411357,0.0,,,,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.03510893136262894,0.018659496679902077,0.03510893136262894,,0.012153217568993568,0.007350053871050477,0.00759438332170248,0.0,23.375876247882843,23.76693726424271,0.0,4.483333333333333,,ramp_complete,ramp_complete,False,not_applicable_aligned_control,True,True,False,False,,,,,,event_recorded_without_recovery_probe,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
g0507_aligned,0.507,0.5059210604307709,9.0,7.986,,,0.0,1,pitch,gap_0507,g0507_aligned_try00,complete,True,True,False,True,True,20.11261284351349,0.0,0.014032978564500809,0.00927137490361929,False,False,False,0.0625572578997782,0.0,0.05595291190411357,0.0,,,,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.03510893136262894,0.018659496679902077,0.03510893136262894,,0.012153217568993568,0.007350053871050477,0.00759438332170248,0.0,23.375876247882843,23.76693726424271,0.0,4.483333333333333,,first_stall,first_stall,False,event_not_observed,True,True,False,True,,,,,,checkpoint_not_reached,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
g0507_aligned,0.507,0.5059210604307709,9.0,7.986,,,0.0,1,pitch,gap_0507,g0507_aligned_try00,complete,True,True,False,True,True,20.11261284351349,0.0,0.014032978564500809,0.00927137490361929,False,False,False,0.0625572578997782,0.0,0.05595291190411357,0.0,,,,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.03510893136262894,0.018659496679902077,0.03510893136262894,,0.012153217568993568,0.007350053871050477,0.00759438332170248,0.0,23.375876247882843,23.76693726424271,0.0,4.483333333333333,,terminal,terminal,True,safe_policy_observed,True,True,True,True,20.048116892576218,0.05595291190411357,0.0,0.00011049897875636816,1,safe_policy_witness,True,True,True,True,True,True,True,cleared,cleared,retreat,False,0.03510893136262894,0.018659496679902077,0.03510893136262894,,0.012153217568993568,0.007350053871050477,0.00759438332170248,0.0,23.375876247882843,23.76693726424271,0.0,4.483333333333333,True,True,True,True,True,True,True,cleared,cleared,retreat,False,0.03510893136262894,0.018659496679902077,0.03510893136262894,0.017188744619488716,0.011582767590880394,0.008152961226490637,0.008548427373170853,0.0,23.39307963848114,23.76693726424271,0.0,6.483333333333333
g0507_d30_pitch_pos05,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,0.5,1,pitch,gap_0507,g0507_d30_pitch_pos05_try00,complete,True,True,False,True,True,20.114076882600784,0.0,0.015208594501018524,0.00927137490361929,True,True,True,0.5640592282477285,0.5,0.557077972858563,0.5,6.026206165552141,0.35110227107990044,11.48710921406746,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.03651593625545502,0.019109034910798073,0.03651593625545502,,0.011871036142110825,0.007247123071768631,0.007601311430335045,0.0,23.42894673347473,23.818563767196444,0.0,4.491666666666666,1.114155945717126,pre_tilt,pre_tilt,True,event_only_no_probe_requested,True,True,True,False,6.026206165552141,0.027976455118293345,0.0,0.0011226331116631627,,event_recorded_without_recovery_probe,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
g0507_d30_pitch_pos05,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,0.5,1,pitch,gap_0507,g0507_d30_pitch_pos05_try00,complete,True,True,False,True,True,20.114076882600784,0.0,0.015208594501018524,0.00927137490361929,True,True,True,0.5640592282477285,0.5,0.557077972858563,0.5,6.026206165552141,0.35110227107990044,11.48710921406746,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.03651593625545502,0.019109034910798073,0.03651593625545502,,0.011871036142110825,0.007247123071768631,0.007601311430335045,0.0,23.42894673347473,23.818563767196444,0.0,4.491666666666666,1.114155945717126,ramp_complete,ramp_complete,True,event_only_no_probe_requested,True,True,True,False,11.48710921406746,0.35110227107990044,0.5,0.002511780010536313,,event_recorded_without_recovery_probe,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
g0507_d30_pitch_pos05,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,0.5,1,pitch,gap_0507,g0507_d30_pitch_pos05_try00,complete,True,True,False,True,True,20.114076882600784,0.0,0.015208594501018524,0.00927137490361929,True,True,True,0.5640592282477285,0.5,0.557077972858563,0.5,6.026206165552141,0.35110227107990044,11.48710921406746,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.03651593625545502,0.019109034910798073,0.03651593625545502,,0.011871036142110825,0.007247123071768631,0.007601311430335045,0.0,23.42894673347473,23.818563767196444,0.0,4.491666666666666,1.114155945717126,first_stall,first_stall,False,event_not_observed,True,True,False,True,,,,,,checkpoint_not_reached,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
g0507_d30_pitch_pos05,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,0.5,1,pitch,gap_0507,g0507_d30_pitch_pos05_try00,complete,True,True,False,True,True,20.114076882600784,0.0,0.015208594501018524,0.00927137490361929,True,True,True,0.5640592282477285,0.5,0.557077972858563,0.5,6.026206165552141,0.35110227107990044,11.48710921406746,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.03651593625545502,0.019109034910798073,0.03651593625545502,,0.011871036142110825,0.007247123071768631,0.007601311430335045,0.0,23.42894673347473,23.818563767196444,0.0,4.491666666666666,1.114155945717126,terminal,terminal,True,safe_policy_observed,True,True,True,True,20.047710835933685,0.557077972858563,0.5,0.00011702933988999575,1,safe_policy_witness,True,True,True,True,True,True,True,cleared,cleared,retreat,False,0.03651593625545502,0.019109034910798073,0.03651593625545502,,0.011871036142110825,0.007247123071768631,0.007601311430335045,0.0,23.42894673347473,23.818563767196444,0.0,4.491666666666666,True,True,True,True,True,True,True,cleared,cleared,retreat,False,0.03651593625545502,0.019109034910798073,0.03651593625545502,0.012955036014318466,0.014161241240799427,0.009972888937530419,0.007021437399089336,0.0,23.311935365200043,23.766616088616853,0.0,6.483333333333333
g0507_d30_pitch_pos20,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,2.0,1,pitch,gap_0507,g0507_d30_pitch_pos20_try00,complete,True,True,False,True,True,19.98877301812172,0.028583137464011088,1.7889628410339355,0.15496282279491425,True,True,True,2.029990289727524,2.0,2.008765578181404,2.0,6.026206165552141,1.3883258953714561,11.279774457216265,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.30876535177230835,0.03861391544342041,0.0850432887673378,,0.30876535177230835,0.06807798442120354,0.19098831713199615,0.24601727724075317,23.39097484946251,23.822711830445634,3.888015627371531e-05,4.5,1.004382789090702,pre_tilt,pre_tilt,True,event_only_no_probe_requested,True,True,True,False,6.026206165552141,0.027976455118293345,0.0,0.0011226331116631627,,event_recorded_without_recovery_probe,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
g0507_d30_pitch_pos20,0.507,0.5059210604307709,9.0,7.986,0.3,6.0,2.0,1,pitch,gap_0507,g0507_d30_pitch_pos20_try00,complete,True,True,False,True,True,19.98877301812172,0.028583137464011088,1.7889628410339355,0.15496282279491425,True,True,True,2.029990289727524,2.0,2.008765578181404,2.0,6.026206165552141,1.3883258953714561,11.279774457216265,True,original_reference_continuation_without_replay,True,True,True,True,cleared,cleared,retreat,False,0.30876535177230835,0.03861391544342041,0.0850432887673378,,0.30876535177230835,0.06807798442120354,0.19098831713199615,0.24601727724075317,23.39097484946251,23.822711830445634,3.888015627371531e-05,4.5,1.004382789090702,ramp_complete,ramp_complete,True,event_only_no_probe_requested,True,True,True,False,11.279774457216265,1.3883258953714561,2.0,0.09643840789794922,,event_recorded_without_recovery_probe,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
