trajectory_id,folder,family,policy,depth_mm,replay_matched,checkpoint_kind,label_eligible,safe_recovery,reason,numerically_valid,grasp_retained,cleared,force_budget_exceeded,torque_budget_exceeded,max_force,max_torque,max_wrist_force_n,max_wrist_torque_nm,max_normal_load,max_penetration,recovery_work_j,clear_time_s,duration_s,replay_error_position_mm,replay_error_orientation_deg,replay_error_joint_rad,replay_error_joint_velocity_rad_s,replay_error_linear_velocity_m_s,replay_error_angular_velocity_rad_s,replay_error_force_n,replay_error_torque_nm,replay_error_normal_load_n,replay_error_min_separation_mm,replay_error_wrist_torque_nm,replay_error_finger_position,replay_error_finger_velocity,replay_error_grasp_position,replay_error_hand_pose,replay_error_wrist_raw_child,replay_error_grasp_quat_angle_deg,replay_error_hand_pose_angle_deg,sample_role,split_group_id,path_group_id,severity_deg,ramp_onset_mm,ramp_full_depth_mm,final_offset_x_mm,final_offset_y_mm,final_roll_deg,final_pitch_deg
b000_try00,b000_try00,offset_tilt,straight,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.005236217752099037,0.0,0.0,0.0,3.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0
b000_try00,b000_try00,offset_tilt,realign,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.0062720454297959805,0.0,0.0,0.0,5.375,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0
b000_try00,b000_try00,offset_tilt,straight,10.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.0274876169860363,0.0047729527577757835,0.0,0.0,0.0,3.908333333333333,3.908333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0
b000_try00,b000_try00,offset_tilt,realign,10.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.0274876169860363,0.005958985071629286,0.0,0.0,0.0,5.916666666666667,5.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0
b000_try00,b000_try00,offset_tilt,straight,15.0,False,fixed_depth,False,,replay_mismatch,,,,,,,,,,,,,,,0.006285488141430274,0.0032205527964055906,0.00010991096496582031,0.0015942119061946869,0.0005945771774307412,0.10929302147830373,0.13560078171633683,0.0018641536689552277,0.10835029184818268,0.0002794200781863765,0.010531678795814514,5.918554961681366e-07,4.4121406972408295e-08,4.402885679155588e-06,5.97536563873291e-06,0.0888761356472969,0.0021159074187327175,0.00476898486402501,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0
b000_try00,b000_try00,offset_tilt,realign,15.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,2.5340230464935303,0.03492255136370659,2.268491506576538,0.24185553193092346,2.027219295501709,0.00606154799243086,0.00024424747057443885,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0
b000_try00,b000_try00,offset_tilt,straight,18.875544518232346,True,terminal,True,True,cleared,True,True,True,False,False,2.1325972080230713,0.08316634595394135,1.8589812517166138,0.1641109734773636,5.596250534057617,0.02730188316490967,0.01352504823027373,4.466666666666667,4.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0
b000_try00,b000_try00,offset_tilt,realign,18.875544518232346,False,terminal,False,,replay_mismatch,,,,,,,,,,,,,,,0.0140905037577399,0.007094931535913976,5.412101745605469e-05,0.005031175911426544,0.0005863427999883047,0.08550115689422143,0.3138029328122177,0.0015752385359532686,0.38933563232421875,0.0025561712391208857,0.008869453333318233,1.5189405530691147e-05,1.126027200371027e-07,4.312954843044281e-06,9.24617052078247e-06,0.2207261323928833,0.008154253673897735,0.002746410274906193,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0
b001_try00,b001_try00,x_offset,straight,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.005236217752099037,0.0,0.0,0.0,3.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,realign,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.0062720454297959805,0.0,0.0,0.0,5.375,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,0.0
