trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,sample_role,split_group_id,path_group_id,severity_deg,ramp_onset_mm,ramp_full_depth_mm,final_offset_x_mm,final_offset_y_mm,final_roll_deg,final_pitch_deg,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm
b000_try00,0,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b000_try00,complete,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,4.0,False,7.051995277404785,0.17171610891819,12.99140739440918,0.06138761091278866,18.904177099466324,False,False,False,True,True,True,0.02877295992220752,0.08846931922527276,6.342046737670898,0.3210791349411011
b001_try00,1,0,x_offset,0.0,0.0,0.0,0.0,8.0,b001_try00,complete,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,4.0,10.0,20.0,0.6666666666666666,0.0,0.0,0.0,True,1.1384050846099854,0.019879788160324097,0.9137702584266663,0.002657419827301055,20.095763355493546,False,False,False,True,True,True,0.024774277335382067,0.07912936237050427,0.9880644083023071,0.06705395132303238
b002_try00,2,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b002_try00,complete,boundary_characterization,b_d10_x_pitch_+1_tilt,b_d10_x_pitch_+1_tilt,4.0,10.0,20.0,0.0,0.0,0.0,4.0,False,3.4099409580230713,0.11164428293704987,9.715456008911133,0.04020723281428218,19.025569409132004,False,False,False,True,True,True,0.05901318945689127,0.12511451142200766,3.0031309127807617,0.20291948318481445
b003_try00,3,0,x_offset,0.0,0.0,0.0,0.0,8.0,b003_try00,complete,boundary_characterization,b_d10_x_pitch_-1_drift,b_d10_x_pitch_-1_drift,4.0,10.0,20.0,-0.6666666666666666,0.0,0.0,0.0,True,0.7941138744354248,0.012613932602107525,0.635317862033844,0.0032473049031978007,19.938921183347702,False,False,False,True,True,True,0.02284097354277037,0.07912936237050427,0.5542903542518616,0.06941714882850647
b004_try00,4,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b004_try00,complete,boundary_characterization,b_d10_x_pitch_-1_tilt,b_d10_x_pitch_-1_tilt,4.0,10.0,20.0,0.0,0.0,0.0,-4.0,False,3.4518070220947266,0.08443118631839752,8.03304386138916,0.04344850094639696,19.042374193668365,False,False,False,True,True,True,0.04720375363831408,0.09691328065893987,2.7774600982666016,0.2671055495738983
b005_try00,5,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b005_try00,complete,boundary_characterization,b_d10_y_roll_+1_combined,b_d10_y_roll_+1_combined,4.0,10.0,20.0,0.0,0.6666666666666666,4.0,0.0,False,3.0904011726379395,0.11440303176641464,10.601653099060059,0.05220852472120896,19.183484464883804,True,False,False,True,True,True,0.05201332169235684,0.11190581936148891,2.666058301925659,0.18098409473896027
b006_try00,6,0,y_offset,0.0,0.0,0.0,0.0,8.0,b006_try00,complete,boundary_characterization,b_d10_y_roll_+1_drift,b_d10_y_roll_+1_drift,4.0,10.0,20.0,0.0,0.6666666666666666,0.0,0.0,True,0.35879141092300415,0.005518648773431778,0.3399028182029724,0.0018709064306676737,19.98603120446205,False,False,False,True,True,True,0.02177998612751253,0.07912936237050427,0.3033471703529358,0.025697339326143265
b007_try00,7,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b007_try00,complete,boundary_characterization,b_d10_y_roll_-1_combined,b_d10_y_roll_-1_combined,4.0,10.0,20.0,0.0,-0.6666666666666666,-4.0,0.0,False,2.7020931243896484,0.11266394704580307,10.341836929321289,0.05496131780091673,19.16789785027504,True,False,False,True,True,True,0.04914457167615183,0.10467831195095843,2.370173215866089,0.14901460707187653
b008_try00,8,0,y_offset,0.0,0.0,0.0,0.0,8.0,b008_try00,complete,boundary_characterization,b_d10_y_roll_-1_drift,b_d10_y_roll_-1_drift,4.0,10.0,20.0,0.0,-0.6666666666666666,0.0,0.0,True,0.44603341817855835,0.007783505134284496,0.3568410575389862,0.004720331617136253,20.017018169164658,False,False,False,True,True,True,0.02404402766842395,0.07912936237050427,0.36341214179992676,0.02939966693520546
b009_try00,9,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b009_try00,complete,boundary_characterization,b_d10_y_roll_-1_tilt,b_d10_y_roll_-1_tilt,4.0,10.0,20.0,0.0,0.0,-4.0,0.0,False,3.103696346282959,0.09761786460876465,9.382707595825195,0.041786963265622035,19.06203255057335,False,False,False,True,True,True,0.03358583489898592,0.09691328065893987,2.7092037200927734,0.12820321321487427
