trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,sample_role,split_group_id,path_group_id,severity_deg,ramp_onset_mm,ramp_full_depth_mm,final_offset_x_mm,final_offset_y_mm,final_roll_deg,final_pitch_deg,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm
b010_try00,10,0,x_offset,0.0,0.0,0.0,0.0,8.0,b010_try00,complete,boundary_characterization,b_d5_x_pitch_+1_drift,b_d5_x_pitch_+1_drift,4.0,5.0,20.0,0.6666666666666666,0.0,0.0,0.0,True,1.256703495979309,0.021142417564988136,1.0053633451461792,0.001739821186674817,20.106637477874756,False,False,False,True,True,True,0.02345168286410626,0.07912936237050427,1.1083401441574097,0.0745774358510971
b011_try00,11,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b011_try00,complete,boundary_characterization,b_d5_x_pitch_+1_tilt,b_d5_x_pitch_+1_tilt,4.0,5.0,20.0,0.0,0.0,0.0,4.0,False,2.090676784515381,0.06363318860530853,6.522717475891113,0.030185767172952183,18.693184107542038,True,False,False,True,True,True,0.04995838025934063,0.10467831195095843,1.9216493368148804,0.12526960670948029
b012_try00,12,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b012_try00,complete,boundary_characterization,b_d5_x_pitch_-1_combined,b_d5_x_pitch_-1_combined,4.0,5.0,20.0,-0.6666666666666666,0.0,0.0,-4.0,False,2.4247100353240967,0.05554525926709175,4.721670627593994,0.020926916477037594,18.61647665500641,False,False,False,True,True,True,0.02177998612751253,0.07912936237050427,1.9714088439941406,0.19595511257648468
b013_try00,13,0,x_offset,0.0,0.0,0.0,0.0,8.0,b013_try00,complete,boundary_characterization,b_d5_x_pitch_-1_drift,b_d5_x_pitch_-1_drift,4.0,5.0,20.0,-0.6666666666666666,0.0,0.0,0.0,True,0.9849653840065002,0.01730392873287201,0.7879865765571594,0.002919590997407795,19.93394047021866,False,False,False,True,True,True,0.021904541426920332,0.07912936237050427,0.7097190022468567,0.08563146740198135
b014_try00,14,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b014_try00,complete,boundary_characterization,b_d5_y_roll_+1_combined,b_d5_y_roll_+1_combined,4.0,5.0,20.0,0.0,0.6666666666666666,4.0,0.0,False,2.8334848880767822,0.08036515861749649,7.876302719116211,0.04021393760922365,18.72943863272667,True,False,False,True,True,True,0.036312645534053445,0.09691328065893987,2.4600961208343506,0.11359090358018875
b015_try00,15,0,y_offset,0.0,0.0,0.0,0.0,8.0,b015_try00,complete,boundary_characterization,b_d5_y_roll_+1_drift,b_d5_y_roll_+1_drift,4.0,5.0,20.0,0.0,0.6666666666666666,0.0,0.0,True,0.3838958442211151,0.004784264136105776,0.30712151527404785,0.002329706148884725,19.979511946439743,False,False,False,True,True,True,0.02235432475572452,0.07912936237050427,0.3071160614490509,0.026844367384910583
b016_try00,16,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b016_try00,complete,boundary_characterization,b_d5_y_roll_+1_tilt,b_d5_y_roll_+1_tilt,4.0,5.0,20.0,0.0,0.0,4.0,0.0,False,2.610306978225708,0.07310989499092102,7.288765907287598,0.03529823152348399,18.697933852672577,True,False,False,True,True,True,0.024542343453504145,0.08846931922527276,2.3298776149749756,0.10901191085577011
b017_try00,17,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b017_try00,complete,boundary_characterization,b_d5_y_roll_-1_combined,b_d5_y_roll_-1_combined,4.0,5.0,20.0,0.0,-0.6666666666666666,-4.0,0.0,False,3.1586711406707764,0.0658070519566536,7.083099842071533,0.0343150895787403,18.701759725809097,True,False,False,True,True,True,0.03413623562664725,0.11190581936148891,2.7662391662597656,0.12050788849592209
b018_try00,18,0,y_offset,0.0,0.0,0.0,0.0,8.0,b018_try00,complete,boundary_characterization,b_d5_y_roll_-1_drift,b_d5_y_roll_-1_drift,4.0,5.0,20.0,0.0,-0.6666666666666666,0.0,0.0,True,0.6522058844566345,0.011279754340648651,0.5217646956443787,0.0071233444032259285,20.08565291762352,False,False,False,True,True,True,0.02177998612751253,0.07912936237050427,0.49364539980888367,0.041354771703481674
b019_try00,19,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b019_try00,complete,boundary_characterization,b_d5_y_roll_-1_tilt,b_d5_y_roll_-1_tilt,4.0,5.0,20.0,0.0,0.0,-4.0,0.0,False,3.272489309310913,0.06992415338754654,7.075092792510986,0.034642805985640734,18.680045008659363,True,False,False,True,True,True,0.02762752592389006,0.08846931922527276,2.9021124839782715,0.11068937182426453
