trajectory_id,folder,family,policy,depth_mm,replay_matched,checkpoint_kind,label_eligible,safe_recovery,reason,numerically_valid,grasp_retained,cleared,force_budget_exceeded,torque_budget_exceeded,max_force,max_torque,max_wrist_force_n,max_wrist_torque_nm,max_normal_load,max_penetration,recovery_work_j,clear_time_s,duration_s,replay_error_position_mm,replay_error_orientation_deg,replay_error_joint_rad,replay_error_joint_velocity_rad_s,replay_error_linear_velocity_m_s,replay_error_angular_velocity_rad_s,replay_error_force_n,replay_error_torque_nm,replay_error_normal_load_n,replay_error_min_separation_mm,replay_error_wrist_torque_nm,replay_error_finger_position,replay_error_finger_velocity,replay_error_grasp_position,replay_error_hand_pose,replay_error_wrist_raw_child,replay_error_grasp_quat_angle_deg,replay_error_hand_pose_angle_deg,sample_role,split_group_id,path_group_id,severity_deg,ramp_onset_mm,ramp_full_depth_mm,final_offset_x_mm,final_offset_y_mm,final_roll_deg,final_pitch_deg
b000_try00,b000_try00,offset_tilt,straight,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.005236217752099037,0.0,0.0,0.0,3.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,5.0
b000_try00,b000_try00,offset_tilt,realign,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.0062720454297959805,0.0,0.0,0.0,5.375,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,5.0
b000_try00,b000_try00,offset_tilt,straight,10.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.0274876169860363,0.0047729527577757835,0.0,0.0,0.0,3.908333333333333,3.908333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,5.0
b000_try00,b000_try00,offset_tilt,realign,10.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.0274876169860363,0.005958985071629286,0.0,0.0,0.0,5.916666666666667,5.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,5.0
b000_try00,b000_try00,offset_tilt,straight,15.0,False,fixed_depth,False,,replay_mismatch,,,,,,,,,,,,,,,0.0033687944480743424,0.0014442751553033009,5.0902366638183594e-05,0.005084570497274399,0.0004791410293522928,0.05461632815454331,0.4205588871171565,0.005766446721368422,0.33552949130535126,0.0010619056070027,0.03076646849513054,7.580965757369995e-07,2.416200004518032e-07,3.795023076236248e-06,2.842238245648332e-06,0.29158955812454224,0.0031051882494163583,0.0024795538765401528,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,5.0
b000_try00,b000_try00,offset_tilt,realign,15.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,3.106416702270508,0.04270484670996666,2.7913436889648438,0.26165571808815,2.485133647918701,0.006620388376177289,0.0002982234895147439,6.258333333333333,6.258333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,5.0
b000_try00,b000_try00,offset_tilt,straight,17.92338266968727,True,terminal,True,True,cleared,True,True,True,False,False,3.585070848464966,0.08864334970712662,3.5340607166290283,0.19861668348312378,9.8063325881958,0.042180221498711035,0.06885633745887837,4.433333333333334,4.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,5.0
b000_try00,b000_try00,offset_tilt,realign,17.92338266968727,False,terminal,False,,replay_mismatch,,,,,,,,,,,,,,,0.008823345171112707,0.009317760302625494,5.161762237548828e-05,0.001309529528953135,0.0015025613971567417,0.09929683102304117,0.11701152162249033,0.0038193507741486224,0.5476417541503906,0.00144193836604245,0.01501891016960144,3.296881914138794e-07,6.647314876317978e-08,2.3695174604654312e-06,4.958252247888595e-06,0.06513381004333496,0.008128631060898162,0.002384850069207053,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,5.0
b001_try00,b001_try00,x_offset,straight,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.005236217752099037,0.0,0.0,0.0,3.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,realign,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.0062720454297959805,0.0,0.0,0.0,5.375,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,5.0,10.0,20.0,0.8333333333333334,0.0,0.0,0.0
