trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,sample_role,split_group_id,path_group_id,severity_deg,ramp_onset_mm,ramp_full_depth_mm,final_offset_x_mm,final_offset_y_mm,final_roll_deg,final_pitch_deg,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm
b000_try00,0,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b000_try00,complete,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0,False,2.7998125553131104,0.14425575733184814,12.722184181213379,0.05902497287024744,17.186371237039566,True,False,False,True,True,True,0.09595482697477564,0.17245846124184028,2.686657428741455,0.16668827831745148
b001_try00,1,0,x_offset,0.0,0.0,0.0,0.0,8.0,b001_try00,complete,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0,True,1.4705727100372314,0.024312106892466545,1.1764591932296753,0.006393358034983976,20.023224502801895,False,False,False,True,True,True,0.02177998612751253,0.07912936237050427,1.3150354623794556,0.11593201756477356
b002_try00,2,0,y_offset,0.0,0.0,0.0,0.0,8.0,b002_try00,complete,boundary_characterization,b_d10_y_roll_-1_drift,b_d10_y_roll_-1_drift,6.0,10.0,20.0,0.0,-1.0,0.0,0.0,True,0.5219322443008423,0.00784073956310749,0.417995423078537,0.003312847638881067,19.842469692230225,False,False,False,True,True,True,0.028456181098590605,0.07912936237050427,0.4653517007827759,0.04785007983446121
b003_try00,3,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b003_try00,complete,boundary_characterization,b_d10_y_roll_-1_tilt,b_d10_y_roll_-1_tilt,6.0,10.0,20.0,0.0,0.0,-6.0,0.0,False,4.046149730682373,0.13589836657047272,16.655590057373047,0.08360389620065689,17.304041981697083,True,False,False,True,True,True,0.05008052903576754,0.11869404022070311,3.650312900543213,0.14165931940078735
b004_try00,4,0,x_offset,0.0,0.0,0.0,0.0,8.0,b004_try00,complete,boundary_characterization,b_d5_x_pitch_+1_drift,b_d5_x_pitch_+1_drift,6.0,5.0,20.0,1.0,0.0,0.0,0.0,True,1.3992387056350708,0.02222449705004692,1.119444489479065,0.005410216544987634,20.028551667928696,False,False,False,True,True,True,0.02318738006579224,0.07912936237050427,1.2463079690933228,0.10870278626680374
b005_try00,5,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b005_try00,complete,boundary_characterization,b_d5_x_pitch_+1_tilt,b_d5_x_pitch_+1_tilt,6.0,5.0,20.0,0.0,0.0,0.0,6.0,False,3.3976266384124756,0.13277272880077362,13.034795761108398,0.06308875163085759,16.27889797091484,True,False,False,True,True,False,0.10256907262373716,0.17245846124184028,3.2095751762390137,0.1261921525001526
b006_try00,6,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b006_try00,complete,boundary_characterization,b_d5_x_pitch_-1_combined,b_d5_x_pitch_-1_combined,6.0,5.0,20.0,-1.0,0.0,0.0,-6.0,False,3.2356865406036377,0.09619789570569992,11.261260032653809,0.051880808314308524,16.2756085395813,True,False,False,True,True,True,0.05109418634674512,0.11190581936148891,3.080051898956299,0.14179803431034088
b007_try00,7,0,x_offset,0.0,0.0,0.0,0.0,8.0,b007_try00,complete,boundary_characterization,b_d5_x_pitch_-1_drift,b_d5_x_pitch_-1_drift,6.0,5.0,20.0,-1.0,0.0,0.0,0.0,True,1.0729187726974487,0.013624481856822968,0.8586768507957458,0.005869015694770496,19.818363338708878,False,False,False,True,True,True,0.022233989511732943,0.07912936237050427,0.8332769870758057,0.10308177769184113
b008_try00,8,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b008_try00,complete,boundary_characterization,b_d5_y_roll_+1_combined,b_d5_y_roll_+1_combined,6.0,5.0,20.0,0.0,1.0,6.0,0.0,False,3.969597816467285,0.1302308589220047,16.62394905090332,0.08471825276501477,16.374026983976364,True,False,False,True,True,True,0.05369548671296798,0.16312936999074168,3.6684679985046387,0.15729056298732758
b009_try00,9,0,y_offset,0.0,0.0,0.0,0.0,8.0,b009_try00,complete,boundary_characterization,b_d5_y_roll_+1_drift,b_d5_y_roll_+1_drift,6.0,5.0,20.0,0.0,1.0,0.0,0.0,True,0.801694393157959,0.01410356629639864,0.6414123177528381,0.008129256457323208,19.740162044763565,False,False,False,True,True,True,0.024205341105698608,0.07912936237050427,0.692685067653656,0.04955305904150009
b010_try00,10,0,tilt_only,0.0,0.0,0.0,0.0,8.0,b010_try00,complete,boundary_characterization,b_d5_y_roll_+1_tilt,b_d5_y_roll_+1_tilt,6.0,5.0,20.0,0.0,0.0,6.0,0.0,False,4.249358177185059,0.12615905702114105,15.668066024780273,0.07875372830312699,16.296742111444473,True,False,False,True,True,True,0.04317855564295314,0.11869404022070311,3.793851613998413,0.14433524012565613
b011_try00,11,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b011_try00,complete,boundary_characterization,b_d5_y_roll_-1_combined,b_d5_y_roll_-1_combined,6.0,5.0,20.0,0.0,-1.0,-6.0,0.0,False,4.183630466461182,0.11020389944314957,14.486711502075195,0.0745588622521609,16.375014185905457,True,False,False,True,True,True,0.04876249295193702,0.11869404022070311,3.8187694549560547,0.16701491177082062
b012_try00,12,0,y_offset,0.0,0.0,0.0,0.0,8.0,b012_try00,complete,boundary_characterization,b_d5_y_roll_-1_drift,b_d5_y_roll_-1_drift,6.0,5.0,20.0,0.0,-1.0,0.0,0.0,True,0.8285927176475525,0.014219418168067932,0.6628763675689697,0.008855858141032513,19.987566024065018,False,False,False,True,True,True,0.023243150280904956,0.07912936237050427,0.7106253504753113,0.061994895339012146
