trajectory_id,folder,family,policy,depth_mm,replay_matched,checkpoint_kind,label_eligible,safe_recovery,reason,numerically_valid,grasp_retained,cleared,force_budget_exceeded,torque_budget_exceeded,max_force,max_torque,max_wrist_force_n,max_wrist_torque_nm,max_normal_load,max_penetration,recovery_work_j,clear_time_s,duration_s,replay_error_position_mm,replay_error_orientation_deg,replay_error_joint_rad,replay_error_joint_velocity_rad_s,replay_error_linear_velocity_m_s,replay_error_angular_velocity_rad_s,replay_error_force_n,replay_error_torque_nm,replay_error_normal_load_n,replay_error_min_separation_mm,replay_error_wrist_torque_nm,replay_error_finger_position,replay_error_finger_velocity,replay_error_grasp_position,replay_error_hand_pose,replay_error_wrist_raw_child,replay_error_grasp_quat_angle_deg,replay_error_hand_pose_angle_deg,sample_role,split_group_id,path_group_id,severity_deg,ramp_onset_mm,ramp_full_depth_mm,final_offset_x_mm,final_offset_y_mm,final_roll_deg,final_pitch_deg
b000_try00,b000_try00,offset_tilt,straight,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.005236217752099037,0.0,0.0,0.0,3.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0
b000_try00,b000_try00,offset_tilt,realign,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.0062720454297959805,0.0,0.0,0.0,5.375,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0
b000_try00,b000_try00,offset_tilt,straight,10.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.0274876169860363,0.0047729527577757835,0.0,0.0,0.0,3.908333333333333,3.908333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0
b000_try00,b000_try00,offset_tilt,realign,10.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.0274876169860363,0.005958985071629286,0.0,0.0,0.0,5.916666666666667,5.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0
b000_try00,b000_try00,offset_tilt,straight,15.0,False,fixed_depth,False,,replay_mismatch,,,,,,,,,,,,,,,0.013019341370810941,0.002340587712380316,2.872943878173828e-05,0.0007262863218784332,0.002927386640571016,0.1357866469891714,0.09489885738856345,0.001295705293208184,0.07591843605041504,5.5883901950437576e-05,0.00656852126121521,5.527399480342865e-07,1.0898551408899948e-05,1.635984517633915e-06,1.3023614883422852e-05,0.06592929363250732,0.0010938169975190121,0.0015244371721297712,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0
b000_try00,b000_try00,offset_tilt,realign,15.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,3.331932544708252,0.046761464327573776,2.9937732219696045,0.2939131259918213,2.7732250690460205,0.008464669917884748,0.0003514043414063176,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0
b000_try00,b000_try00,offset_tilt,straight,17.17924475669861,True,terminal,True,False,grasp_retention_limit,True,False,False,False,False,1.8349500894546509,0.13916321098804474,1.8372334241867065,0.049950286746025085,12.413809776306152,0.057976285461336374,0.0010809047632695486,,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0
b000_try00,b000_try00,offset_tilt,realign,17.17924475669861,False,terminal,False,,replay_mismatch,,,,,,,,,,,,,,,0.006213655031870204,0.031414248751466575,0.0003898143768310547,0.0005081570707261562,0.0006875729425156207,0.1175154849315303,0.04145363200998686,0.0065700345955070965,1.0335664749145508,0.005571266228798777,0.0029524003621190786,2.561137080192566e-08,2.1624146029353142e-08,4.46150079369545e-06,7.510185241699219e-06,0.026373605243861675,0.025383529553900688,0.01503380872527179,boundary_characterization,b_d10_x_pitch_+1_combined,b_d10_x_pitch_+1_combined,6.0,10.0,20.0,1.0,0.0,0.0,6.0
b001_try00,b001_try00,x_offset,straight,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.005236217752099037,0.0,0.0,0.0,3.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,realign,5.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.02762346714735031,0.0062720454297959805,0.0,0.0,0.0,5.375,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,straight,10.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.0274876169860363,0.0047729527577757835,0.0,0.0,0.0,3.908333333333333,3.908333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,realign,10.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.0,0.0,0.0274876169860363,0.005958985071629286,0.0,0.0,0.0,5.916666666666667,5.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,straight,15.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.6919823288917542,0.009500490501523018,0.6002166867256165,0.04290168732404709,0.5535858273506165,0.0015349421573773725,0.0001357431219936034,4.25,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,realign,15.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.6924459338188171,0.009506858885288239,0.6006229519844055,0.04292651638388634,0.5539567470550537,0.0015349421573773725,1.4021622843944184e-05,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,straight,20.0,True,fixed_depth,True,True,cleared,True,True,True,False,False,0.4452382028102875,0.004905282985419035,0.37568503618240356,0.043892160058021545,0.368075966835022,0.0037716470160376048,0.0007491084359581758,4.483333333333333,4.483333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,realign,20.0,False,fixed_depth,False,,replay_mismatch,,,,,,,,,,,,,,,0.024952335524720048,0.008975202375384914,9.1552734375e-05,0.0004380315513117239,0.0005372043065143568,0.15476226330344345,0.048792045041994615,0.0005414528747480899,0.007246822118759155,0.000524342112839804,0.010880187153816223,1.1203810572624207e-06,9.569339454174042e-08,1.953922037500888e-06,2.193450927734375e-05,0.028347504674457014,0.008365305034463963,0.0044884370645888886,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,straight,20.022453367710114,True,terminal,True,True,cleared,True,True,True,False,False,0.41693881154060364,0.004548788536339998,0.3708907663822174,0.03997484967112541,0.3337787091732025,0.001739821186674817,0.0007691441828957116,4.483333333333333,4.483333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
b001_try00,b001_try00,x_offset,realign,20.022453367710114,True,terminal,True,True,cleared,True,True,True,False,False,0.41693881154060364,0.0011744912480935454,0.3708907663822174,0.03919047489762306,0.3337787091732025,0.001739821186674817,1.6504117111885524e-06,6.483333333333333,6.483333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boundary_characterization,b_d10_x_pitch_+1_drift,b_d10_x_pitch_+1_drift,6.0,10.0,20.0,1.0,0.0,0.0,0.0
