case_id,split,policy,detector_id,stage,threshold_n,run_id,log,family,severity,group_id,force_threshold_n,insertion_success,stalled,stall_episodes,stalled_time_s,first_stall_s,max_wrist_force_n,max_wrist_torque_nm,max_normal_load_n,max_contact_force_n,max_penetration_mm,max_grasp_slip_mm,max_grasp_slip_deg,force_budget_exceeded,torque_budget_exceeded,grasp_retained,numerically_valid,intervention_count,insertion_time_s,time_to_success_s,final_depth_mm,max_depth_mm,active_insertion_time_s,intervention_time_s,outcome,rows,safety_stop,grasp_retention_failure,terminal_timeout,terminal_phase,safety_before_any_recovery,safety_during_recovery,verified_unloadings,ready_unloadings,retries,retry_successes,repeated_stalls,first_trigger_time_s,first_trigger_depth_mm
ft038_oblique_tilt_severe_v2,held_out,nominal,nominal,held_out,,held_out/ft038_oblique_tilt_severe_v2/nominal,held_out/ft038_oblique_tilt_severe_v2/nominal/trajectory.csv,oblique_tilt,severe,ft038_oblique_tilt_severe_v2,,False,True,1,0.025,9.533333333194605,5.390403747558594,0.4099709391593933,19.503936767578125,5.960297107696533,0.07691853534197435,0.10475585440872237,0.2306997777792299,False,False,False,True,0,7.549999999861029,,18.96718665957451,19.169238954782486,7.55,0.0,grasp_retention_limit,1147,True,True,False,insert,True,False,0,0,0,0,0,,
ft039_oblique_tilt_severe_v3,held_out,nominal,nominal,held_out,,held_out/ft039_oblique_tilt_severe_v3/nominal,held_out/ft039_oblique_tilt_severe_v3/nominal/trajectory.csv,oblique_tilt,severe,ft039_oblique_tilt_severe_v3,,False,True,1,1.0,8.874999999870852,3.3825080394744873,0.13022468984127045,19.963478088378906,3.534320592880249,0.1053644809871912,0.09392491483595222,0.18130817193078183,False,False,True,True,0,19.999999999679858,,15.74738845229149,15.74801802635193,8.0,0.0,time_budget_exhausted,2641,False,False,True,hold,False,False,0,0,0,0,0,,
ft040_combined_moderate_v0,held_out,nominal,nominal,held_out,,held_out/ft040_combined_moderate_v0/nominal,held_out/ft040_combined_moderate_v0/nominal/trajectory.csv,combined,moderate,ft040_combined_moderate_v0,,False,True,1,0.008333333333333333,9.866666666523088,2.3162567615509033,0.1978297233581543,9.681046485900879,2.702777624130249,0.050111018936149776,0.08140924910549074,0.15825873808122176,False,False,True,True,0,19.999999999679858,,19.342762976884842,19.34608593583107,8.0,0.0,time_budget_exhausted,2641,False,False,True,hold,False,False,0,0,0,0,0,,
ft043_combined_moderate_v3,held_out,nominal,nominal,held_out,,held_out/ft043_combined_moderate_v3/nominal,held_out/ft043_combined_moderate_v3/nominal/trajectory.csv,combined,moderate,ft043_combined_moderate_v3,,False,True,1,0.175,9.699999999858846,5.916224956512451,0.3035321533679962,15.329556465148926,6.9803056716918945,0.07876775634940714,0.07764813199173659,0.15825873808122176,False,False,True,True,0,19.999999999679858,,18.868965655565262,19.067970663309097,8.0,0.0,time_budget_exhausted,2641,False,False,True,hold,False,False,0,0,0,0,0,,
ft044_combined_severe_v0,held_out,nominal,nominal,held_out,,held_out/ft044_combined_severe_v0/nominal,held_out/ft044_combined_severe_v0/nominal/trajectory.csv,combined,severe,ft044_combined_severe_v0,,False,False,0,0.0,,2.4138786792755127,0.16089500486850739,13.517622947692871,2.6519274711608887,0.06715240306220949,0.10290608770446852,0.2093566372421301,False,False,False,True,0,7.124999999867214,,18.516813963651657,18.52334812283516,7.125,0.0,grasp_retention_limit,1096,True,True,False,insert,True,False,0,0,0,0,0,,
ft044_combined_severe_v0,held_out,force,force,held_out,,held_out/ft044_combined_severe_v0/force,held_out/ft044_combined_severe_v0/force/trajectory.csv,combined,severe,ft044_combined_severe_v0,1.0,False,False,0,0.0,,2.4138786792755127,0.16089500486850739,13.517622947692871,2.6519274711608887,0.06715240306220949,0.10290608770446852,0.2093566372421301,False,False,False,True,0,7.124999999867214,,18.516813963651657,18.52334812283516,7.125,0.0,grasp_retention_limit,1096,True,True,False,insert,True,False,0,0,0,0,0,,
ft044_combined_severe_v0,held_out,productivity,productivity,held_out,,held_out/ft044_combined_severe_v0/productivity,held_out/ft044_combined_severe_v0/productivity/trajectory.csv,combined,severe,ft044_combined_severe_v0,,False,False,0,0.0,,2.2855536937713623,0.16089048981666565,13.254773139953613,2.539367198944092,0.06321983528323472,0.11245797213632613,0.20558414500467487,False,False,False,True,0,7.133333333200426,,18.545759469270706,18.546485900878906,7.133333333333333,0.0,grasp_retention_limit,1097,True,True,False,insert,True,False,0,0,0,0,0,,
ft045_combined_severe_v1,held_out,nominal,nominal,held_out,,held_out/ft045_combined_severe_v1/nominal,held_out/ft045_combined_severe_v1/nominal/trajectory.csv,combined,severe,ft045_combined_severe_v1,,False,False,0,0.0,,2.5413591861724854,0.10949652642011642,13.037577629089355,2.8236396312713623,0.05594445246970281,0.10056137398350984,0.18130817193078183,False,False,False,True,0,7.649999999859574,,19.099941104650497,19.102858006954193,7.6499999999999995,0.0,grasp_retention_limit,1159,True,True,False,insert,True,False,0,0,0,0,0,,
ft045_combined_severe_v1,held_out,force,force,held_out,,held_out/ft045_combined_severe_v1/force,held_out/ft045_combined_severe_v1/force/trajectory.csv,combined,severe,ft045_combined_severe_v1,1.0,False,False,0,0.0,,2.5413591861724854,0.10949652642011642,13.037577629089355,2.8236396312713623,0.05594445246970281,0.10056137398350984,0.18130817193078183,False,False,False,True,0,7.649999999859574,,19.099941104650497,19.102858006954193,7.6499999999999995,0.0,grasp_retention_limit,1159,True,True,False,insert,True,False,0,0,0,0,0,,
ft045_combined_severe_v1,held_out,productivity,productivity,held_out,,held_out/ft045_combined_severe_v1/productivity,held_out/ft045_combined_severe_v1/productivity/trajectory.csv,combined,severe,ft045_combined_severe_v1,,False,False,0,0.0,,2.1843085289001465,0.12071314454078674,12.899663925170898,2.3882813453674316,0.06767687591491267,0.10377453872933984,0.19782343594174043,False,False,False,True,0,7.649999999859574,,19.112178683280945,19.120460003614426,7.6499999999999995,0.0,grasp_retention_limit,1159,True,True,False,insert,True,False,0,0,0,0,0,,
ft046_combined_severe_v2,held_out,nominal,nominal,held_out,,held_out/ft046_combined_severe_v2/nominal,held_out/ft046_combined_severe_v2/nominal/trajectory.csv,combined,severe,ft046_combined_severe_v2,,False,True,1,0.24166666666666667,8.691666666540186,2.8918416500091553,0.19519706070423126,18.517940521240234,3.284846782684326,0.09304229752160609,0.10338173160562292,0.19382658799830615,False,False,False,True,0,6.924999999870124,,15.851841866970064,15.882445126771929,6.925,0.0,grasp_retention_limit,1072,True,True,False,insert,True,False,0,0,0,0,0,,
