intervention,trigger_time_s,trigger_depth_mm,trigger_eta_raw,commanded_retract_mm,hand_target_retract_mm,actual_retract_mm,max_actual_retract_mm,safe_target_crossed,time_to_0_5_mm_s,sustained_0_5_mm_at_recovery_end,online_verified,recovery_status,recovery_end_time_s,recovery_end_depth_mm,recovery_safety_stop,before_samples,after_samples,after_window_duration_s,rejoin_started,rejoin_start_time_s,retry_started,retry_start_time_s,retry_observed_s,retry_evaluable,stall_observed_after_retry,stall_after_retry,first_stall_before_trigger,trigger_wrist_force_n,after_wrist_force_n,before_mean_wrist_force_n,after_mean_wrist_force_n,trigger_wrist_torque_nm,after_wrist_torque_nm,before_mean_wrist_torque_nm,after_mean_wrist_torque_nm,trigger_normal_load_n,after_normal_load_n,before_mean_normal_load_n,after_mean_normal_load_n,trigger_force_norm_n,after_force_norm_n,before_mean_force_norm_n,after_mean_force_norm_n,trigger_torque_norm_nm,after_torque_norm_nm,before_mean_torque_norm_nm,after_mean_torque_norm_nm,trigger_fx,after_fx,before_mean_fx,after_mean_fx,trigger_fy,after_fy,before_mean_fy,after_mean_fy,trigger_fz,after_fz,before_mean_fz,after_mean_fz,trigger_taux,after_taux,before_mean_taux,after_mean_taux,trigger_tauy,after_tauy,before_mean_tauy,after_mean_tauy,trigger_tauz,after_tauz,before_mean_tauz,after_mean_tauz,normal_load_drop_n,contact_load_decreased,load_decreased_after_verified_unloading,actual_dx_mm,actual_dy_mm,actual_droll_deg,actual_dpitch_deg,trigger_x_mm,trigger_y_mm,trigger_roll_deg,trigger_pitch_deg,after_x_mm,after_y_mm,after_roll_deg,after_pitch_deg,lateral_error_before_mm,lateral_error_after_mm,tilt_error_before_deg,tilt_error_after_deg,verification_time_s,retry_ready_time_s,ready_to_retry,time_to_verified_unloading_s,commanded_relax_fraction,commanded_relax_x_mm,commanded_relax_y_mm,commanded_relax_roll_deg,commanded_relax_pitch_deg,relax_end_actual_retreat_mm,relax_end_normal_load_n,relax_end_x_mm,relax_end_y_mm,relax_end_roll_deg,relax_end_pitch_deg,verified_mean_normal_load_n,verified_mean_wrist_force_n,verified_mean_wrist_torque_nm,retry_success,repeated_stall,case_id,family,severity,split,policy,detector_id,run_id,trigger_branch,trigger_phase,trigger_actual_progress_rate_mm_s,trigger_command_progress_rate_mm_s,trigger_diagnostic_normal_load_n
1,10.79999999984284,19.48547139763832,,0.5918830475983796,0.5918517708778381,0.6051361560821533,0.6855875253677368,True,1.6083333331527676,True,True,verified,12.908333333145492,18.880335241556168,False,13,13,0.09999999999854481,True,12.916666666478704,True,13.416666666471428,0.19166666666387755,False,False,,False,0.5755181908607483,0.004710489884018898,0.5796379722081698,0.002738356267890105,0.06674723327159882,0.0004205392033327371,0.068633211346773,0.0002613871631463273,0.45693883299827576,0.0,0.48932570219039917,0.0,0.5709609389305115,0.0,0.5800082500164325,0.0,0.0015549104427918792,0.0,0.0021456593844609764,0.0,0.39155271649360657,0.0,0.40139177900094253,0.0,-0.2376156896352768,0.0,-0.2801021555295357,0.0,0.34091293811798096,0.0,0.3070289504069548,0.0,0.0005560214631259441,0.0,0.0012380299292719709,0.0,0.001447470742277801,0.0,0.0017431192010497819,0.0,-0.00011582331353565678,0.0,-4.0960540340725296e-05,0.0,0.48932570219039917,True,True,0.35703182220458984,-0.2905451065089437,0.01550464142275132,0.003051364534513823,-0.4100203514099121,0.3013000823557377,-0.011585501316473946,0.0136050000991524,-0.052988529205322266,0.010754975846793968,0.003919140106278494,0.016656364633673346,0.5088206247764354,0.0540689719969634,0.017869523453409617,0.01711122853516149,12.658333333333333,12.908333333333333,True,1.8583333333333325,1.0,0.4100203514099121,-0.3013000823557377,0.011585501316460523,-0.013605000099147446,0.019516795873641968,0.0,-0.02586841583251953,0.027714957468560897,0.00104534921321076,0.004187319061620333,0.0,0.0058524268858421305,0.0006670128249634916,True,,ft023_oblique_offset_severe_v3,oblique_offset,severe,held_out,productivity,productivity,held_out/ft023_oblique_offset_severe_v3/productivity,terminal,hold,0.005587935447692871,0.0,0.45693883299827576
1,9.799999999857391,18.97086724638939,0.5199360823938816,0.5709652596932848,0.6287246942520142,0.6222426891326904,0.6946511566638947,True,1.5916666665008954,True,True,verified,11.89166666649362,18.3486245572567,False,13,13,0.09999999999854481,True,11.899999999826832,True,12.399999999819556,0.3083333333288465,False,False,,False,1.2626128196716309,0.0028299009427428246,1.4000161336018488,0.0015613014581434142,0.06010156869888306,0.00023444951511919498,0.07165159757893819,0.0002753802232641297,2.066828966140747,0.0,4.661465268868667,0.0,2.1742985248565674,0.0,1.847856613305899,0.0,0.0014082326088100672,0.0,0.046012627659365535,0.0,0.015007279813289642,0.0,0.01433173194527626,0.0,2.068033456802368,0.0,-0.355669392989232,0.0,-0.6712573766708374,0.0,0.5502467728578128,0.0,0.0010326614137738943,0.0,0.04447739419097511,0.0,-0.0008962423307821155,0.0,-0.0013133218811932378,0.0,-0.0003368668840266764,0.0,-0.00027904126797623647,0.0,4.661465268868667,True,True,0.07581710815429688,0.47075342445168644,3.341562470619266,-0.04402479007055149,0.0,-0.5521614220924675,-3.43292753430448,0.0142629558689766,0.07581710815429688,-0.0814079976407811,-0.09136506368521893,-0.029761834201588372,0.5521614220924675,0.1112452064979061,3.4329571636849705,0.09609027857825654,11.641666666666666,11.891666666666666,True,1.841666666666665,1.0,0.0,0.5521614220924675,3.4329275343044685,-0.014262955868986182,0.022493302822113037,0.5264231562614441,0.0171661376953125,-0.5281560006551445,-1.8848387253869172,0.01830827904286964,0.0,0.006515132603593743,0.0007598006542628774,True,,ft025_axis_tilt_moderate_v1,axis_tilt,moderate,held_out,force,force,held_out/ft025_axis_tilt_moderate_v1/force,force,insert,0.6172209978103638,1.1871093749996433,2.066828966140747
1,9.99999999985448,18.94717440009117,0.03847868546198087,0.5813867187500001,0.6411746144294739,0.6316155195236206,0.6957128643989563,True,1.5999999998311978,True,True,verified,12.099999999823922,18.31555888056755,False,13,13,0.09999999999854481,True,12.108333333157134,True,12.608333333149858,0.31666666666205856,False,False,,False,2.817857503890991,0.002809197874739766,1.9520543527144651,0.0017722841988031107,0.10684477537870407,0.0002604017499834299,0.1251953335908743,0.00029092871185499604,10.620250701904297,0.0,5.477672879512493,0.0,3.891373872756958,0.0,2.675131930754735,0.0,0.1378893256187439,0.0,0.05749799628392793,0.0,0.49754512310028076,0.0,0.031781734755406015,0.0,-3.749290943145752,0.0,-0.644770778142489,0.0,0.9154540300369263,0.0,0.6681771885890228,0.0,0.13708114624023438,0.0,0.05611921797613972,0.0,0.014804468490183353,0.0,-0.003167257218872412,0.0,-0.0017464915290474892,0.0,0.0004745802568952338,0.0,5.477672879512493,True,True,0.06890296936035156,0.5041318800067529,3.4146360508399027,-0.027543525330116836,-0.0023245811462402344,-0.5792687297798693,-3.4882777684373827,0.009835163737811795,0.06657838821411133,-0.07513684977311641,-0.07364171759747362,-0.017708361592310626,0.5792733939844715,0.10039037788063546,3.488291633481959,0.07574093108082365,11.85,12.1,True,1.8499999999999996,1.0,0.0023245811462402344,0.5792687297798693,3.4882777684373707,-0.009835163737818675,0.12448430061340332,0.3882826268672943,-0.01823902130126953,-0.527495052665472,-1.8940912136487724,0.0206254615639684,0.0,0.006670859928887624,0.0008444152459000739,True,,ft025_axis_tilt_moderate_v1,axis_tilt,moderate,held_out,productivity,productivity,held_out/ft025_axis_tilt_moderate_v1/productivity,normal,insert,0.025928020477294922,0.6738281249995737,10.620250701904297
1,10.79999999984284,19.18015405535698,,0.61309814453125,0.6699636578559875,0.6290152668952942,0.7166191935539246,True,1.6249999998191917,True,True,verified,12.924999999811916,18.551138788461685,False,13,13,0.09999999999854481,True,12.933333333145129,True,13.433333333137853,0.26666666666278616,False,False,,False,0.6260075569152832,0.003393280552700162,0.6340841100766108,0.0032226009419761025,0.0036511814687401056,0.0005206851055845618,0.004698995285882399,0.0005394803682485452,6.157055377960205,0.0,6.208294244912954,0.0,0.6216111183166504,0.0,0.6354062236272372,0.0,0.058703552931547165,0.0,0.05923766642808914,0.0,0.389740914106369,0.0,0.4024975643708156,0.0,0.02787633240222931,0.0,0.01035189743225391,0.0,0.4834514260292053,0.0,0.48866949860866254,0.0,-0.0013334674295037985,0.0,-0.0010843796324199783,0.0,0.05868769437074661,0.0,0.059221021831035614,0.0,0.0002886707952711731,0.0,0.00030912574192580697,0.0,6.208294244912954,True,True,-0.5102753639221191,0.002630871904329979,0.007733097956673873,3.314217706351542,0.5728602409362793,0.0016012652395147597,-0.003286695570670817,-3.411183917602967,0.06258487701416016,0.004232137143844739,0.0044464023860021715,-0.09696621125142027,0.5728624788690033,0.06272780735592359,3.4111855009777607,0.09706810299286428,12.675,12.924999999999999,True,1.875,1.0,-0.5728602409362793,-0.0016012652395147597,0.003286695570665188,3.411183917602955,0.18795952200889587,1.0251288414001465,0.5306005477905273,-0.04005174560006708,0.0011131989171494262,-1.8869191561977674,0.0,0.007032637985853048,0.0006297721679752263,True,,ft026_axis_tilt_moderate_v2,axis_tilt,moderate,held_out,productivity,productivity,held_out/ft026_axis_tilt_moderate_v2/productivity,terminal,hold,0.00030547380447387695,0.0,6.157055377960205
1,10.899999999841384,19.43446844816208,,0.5813867187500001,0.6367191672325134,0.5981624126434326,0.6776005029678345,True,1.5999999998181007,True,True,verified,12.999999999810825,18.836306035518646,False,13,13,0.09999999999854481,True,13.008333333144037,True,13.508333333136761,0.21666666666351375,False,False,,False,0.37263134121894836,0.00611344026401639,0.5785897993124448,0.0046579241304873275,0.030115483328700066,0.0003614276647567749,0.01952529985171098,0.0007745253320675916,5.025369644165039,0.0,5.695231511042668,0.0,0.47391530871391296,0.0,0.6388709109563094,0.0,0.05195411294698715,0.0,0.05567589316230554,0.0,-0.42918679118156433,0.0,-0.3807796469101539,0.0,-0.20039032399654388,0.0,-0.004302683931130629,0.0,0.015431821346282959,0.0,0.326614325436262,0.0,0.0006043083849363029,0.0,-0.0025757624881897266,0.0,-0.05195055902004242,0.0,-0.05542158650664183,0.0,6.298287189565599e-05,0.0,0.0002794550535747056,0.0,5.695231511042668,True,True,0.5242824554443359,-0.008531283583579352,0.007332481366745469,-3.2601085839328903,-0.5715489387512207,0.012846862773585599,-0.0013513917082080462,3.3594626467434585,-0.047266483306884766,0.004315579190006247,0.005981089658524074,0.09935406281057897,0.5716933017543322,0.0474630874253375,3.359462918551731,0.0995339300463504,12.75,13.0,True,1.8499999999999996,1.0,0.5715489387512207,-0.012846862773585599,0.0013513917081979798,-3.3594626467434523,-0.13272464275360107,0.02822997234761715,-0.5232691764831543,0.039575559640070423,0.004857080787109651,1.892395718884677,0.0,0.005833988489869695,0.0009624717310473968,True,,ft027_axis_tilt_moderate_v3,axis_tilt,moderate,held_out,productivity,productivity,held_out/ft027_axis_tilt_moderate_v3/productivity,terminal,hold,-0.0002086162567138672,0.0,5.025369644165039
1,8.499999999876309,15.691643208265306,0.69417201229027,0.6896296296296303,0.7814168930053711,0.6622783839702606,0.7625594735145569,True,1.6833333331851463,True,True,verified,10.68333333317787,15.029364824295046,False,13,13,0.09999999999854481,True,10.691666666511082,True,11.191666666503806,1.1916666666493256,True,False,False,False,1.266196846961975,0.0018130671232938766,1.2902371149796705,0.0031385967830339302,0.03728209063410759,0.0003741089894901961,0.070354141581517,0.0005943102475542289,7.671160697937012,0.0,5.268325989062969,0.0,1.2833391427993774,0.0,1.366426958487584,0.0,0.0700884535908699,0.0,0.053052757221918836,0.0,-0.10715612769126892,0.0,-0.04847792392739883,0.0,0.5292097330093384,0.0,0.6466579047533182,0.0,1.1642224788665771,0.0,0.9007645902725366,0.0,-0.07001525163650513,0.0,-0.05295146041764663,0.0,-0.0031871451064944267,0.0,-0.0014235163622428305,0.0,-0.00031250176834873855,0.0,-0.00012317287473706529,0.0,5.268325989062969,True,True,-0.02288818359375,-0.517230699188076,-4.200107972451491,-0.01892870465417218,-0.0027418136596679688,0.5911417538300157,4.295010579982505,0.023441798127516587,-0.02562999725341797,0.0739110546419397,0.09490260753102096,0.004513093473341318,0.5911481122894424,0.07822877192883708,4.29507455116452,0.09500985700908149,10.433333333333334,10.683333333333334,True,1.9333333333333336,1.0,0.0027418136596679688,-0.5911417538300157,-4.295010579982517,-0.02344179812752145,0.12286379933357239,0.6197499632835388,0.019550323486328125,0.5339613417163491,2.3423273083490335,0.008089603912964377,0.0,0.006150123878167226,0.0009588263884115105,True,False,ft028_axis_tilt_severe_v0,axis_tilt,severe,held_out,force,force,held_out/ft028_axis_tilt_severe_v0/force,force,insert,2.6641562581062317,3.8378906250000284,7.671160697937012
1,8.799999999871943,15.674857050180437,0.1284581078274324,0.7008448169849526,0.803828239440918,0.6570443511009216,0.7579848170280457,True,1.6916666665139921,True,True,verified,10.991666666506717,15.017812699079515,False,13,13,0.09999999999854481,True,10.999999999839929,True,11.499999999832653,1.1833333333161136,True,False,False,False,0.7958292961120605,0.0018215642776340246,1.692422811801617,0.003231103505151203,0.046484533697366714,0.000422531709773466,0.06238980068323704,0.0006180057109584316,16.132246017456055,0.0,14.868248572716347,0.0,0.6788257360458374,0.0,1.8001399773817797,0.0,0.11032537370920181,0.0,0.10624814205444776,0.0,0.00419306755065918,0.0,0.05526246359715095,0.0,0.5509481430053711,0.0,0.5326395905934848,0.0,0.3965386748313904,0.0,1.4080868363380432,0.0,-0.11031950265169144,0.0,-0.10623430632627927,0.0,0.001016932656057179,0.0,0.0009973410722942879,0.0,-0.0005117002874612808,0.0,9.296994036188922e-05,0.0,14.868248572716347,True,True,-0.04649162292480469,-0.5531435745069757,-4.424527342989791,-0.028407542534807817,-0.0023245811462402344,0.6400011479854584,4.550465603915507,0.03907936976856124,-0.04881620407104492,0.08685757347848266,0.12593826092570484,0.010671827233752975,0.6400053695870137,0.09963563544473392,4.550633407511489,0.12638960978457836,10.741666666666667,10.991666666666667,True,1.9416666666666664,1.0,0.0023245811462402344,-0.6400011479854584,-4.550465603915512,-0.03907936976855808,0.1359507441520691,0.5080453753471375,-0.006496906280517578,0.5350761348381639,2.489211037872609,0.019954653817415707,0.0,0.005957434598643046,0.0009490979853301094,True,False,ft028_axis_tilt_severe_v0,axis_tilt,severe,held_out,productivity,productivity,held_out/ft028_axis_tilt_severe_v0/productivity,normal,insert,0.42797625064849854,3.331640624999956,16.132246017456055
1,8.999999999869033,16.738442331552505,0.33320310485639526,0.5813867187500001,0.6696507334709167,0.6373226642608643,0.6965473294258118,True,1.5999999998457497,True,True,verified,11.099999999838474,16.10111966729164,False,13,13,0.09999999999854481,True,11.108333333171686,True,11.60833333316441,0.9249999999865395,True,False,False,False,2.4503583908081055,0.0029304660856723785,1.4462623687890859,0.00219701265450567,0.02206662856042385,0.0003135253500659019,0.04336969235625405,0.0003030258421159278,16.762056350708008,0.0,14.657050206111027,0.0,2.6634819507598877,0.0,1.5448240408530602,0.0,0.13379713892936707,0.0,0.11718043971520203,0.0,0.12660910189151764,0.0,0.01892326084467081,0.0,-0.9082307815551758,0.0,-0.6256489398387762,0.0,2.5006446838378906,0.0,1.1695727683030641,0.0,0.13379642367362976,0.0,0.11712923531348889,0.0,-0.0003311488253530115,0.0,-0.0016312700888822572,0.0,-0.0002861416433006525,0.0,0.00046306964941322803,0.0,14.657050206111027,True,True,0.07426738739013672,0.5254195421002805,4.100214090076321,-0.05334852102578225,-0.0011324882507324219,-0.6343077402561903,-4.229124281354963,0.02032655126840998,0.0731348991394043,-0.10888819815590978,-0.12891019127865455,-0.03302196975736002,0.6343087512233712,0.13116917766675032,4.229173129091856,0.13307249115484127,10.85,11.1,True,1.8499999999999996,1.0,0.0011324882507324219,0.6343077402561903,4.229124281354956,-0.020326551268396997,0.033974647521972656,0.4725099503993988,0.0037550926208496094,-0.5334117449820042,-2.3142913579817153,0.012396735775604902,0.0,0.005856265887044943,0.0009155952989553603,True,False,ft029_axis_tilt_severe_v1,axis_tilt,severe,held_out,force,force,held_out/ft029_axis_tilt_severe_v1/force,force,insert,0.9859427809715271,2.9589843749999005,16.762056350708008
1,9.099999999867578,16.730794310569763,0.1655625008977099,0.5813867187500001,0.6716996431350708,0.6419233977794647,0.708896666765213,True,1.5999999998442949,True,True,verified,11.199999999837019,16.0888709127903,False,13,13,0.09999999999854481,True,11.20833333317023,True,11.708333333162955,0.9666666666525998,True,False,False,False,0.9500654339790344,0.0027353987097740173,1.6156206818727346,0.002419514814391732,0.07112129777669907,0.00031866328208707273,0.07207521953834937,0.0003082393366359891,17.803783416748047,0.0,17.2560421870305,0.0,0.8941121101379395,0.0,1.7654318855359004,0.0,0.1397516429424286,0.0,0.13796779341422594,0.0,-0.1340540647506714,0.0,0.03020860369388874,0.0,-0.6137450933456421,0.0,-0.6109064439168344,0.0,0.6362255215644836,0.0,1.2815079964124239,0.0,0.13973449170589447,0.0,0.13790233547870928,0.0,-0.002181306481361389,0.0,-0.0002916404113280945,0.0,0.00019620370585471392,0.0,-0.00048065606377069623,0.0,17.2560421870305,True,True,0.08428096771240234,0.5250665635685436,4.1294909455793345,-0.051493664654543636,-0.0032186508178710938,-0.6456972332671285,-4.280987966125544,0.021253037906176272,0.08106231689453125,-0.12063066969858482,-0.1514970205462211,-0.03024062674835474,0.6457052553308761,0.14533704858788923,4.281040721335405,0.15448573636590351,10.95,11.2,True,1.8499999999999996,1.0,0.0032186508178710938,0.6456972332671285,4.280987966125537,-0.021253037906177497,0.07009133696556091,0.5720719695091248,0.0022649765014648438,-0.5344569799490273,-2.359021506185441,0.01531599313721301,0.0,0.006499779553940663,0.0009095006389543414,True,False,ft029_axis_tilt_severe_v1,axis_tilt,severe,held_out,productivity,productivity,held_out/ft029_axis_tilt_severe_v1/productivity,normal,insert,0.4573017358779907,2.7621093749998806,17.803783416748047
1,8.899999999870488,17.400582879781723,0.3732615732226903,0.5709652596932884,0.6042271852493286,0.5591847002506256,0.6786733865737915,True,1.5916666665139925,True,True,verified,10.991666666506717,16.841398179531097,False,13,13,0.09999999999854481,True,10.999999999839929,True,11.499999999832653,0.6499999999905413,True,False,False,False,0.2383815199136734,0.003142894245684147,0.5373876289679453,0.0028907942334906412,0.03237631171941757,0.0005538127152249217,0.048582431788627915,0.0003556658036988945,0.09630846977233887,0.0,0.4165274271598229,0.0,0.12038560211658478,0.0,0.5206586282986861,0.0,0.0018859689589589834,0.0,0.008175974371484838,0.0,0.0926150307059288,0.0,0.4025735923877129,0.0,0.005936730187386274,0.0,0.0018403766085751927,0.0,0.07668052613735199,0.0,0.3300485502068813,0.0,-0.00011172358063049614,0.0,-5.469763891596813e-06,0.0,0.0018826256273314357,0.0,0.008174175226416152,0.0,-1.0827014193637297e-05,0.0,-4.737378871001196e-06,0.0,0.4165274271598229,True,True,-0.2281665802001953,0.029388405891950242,0.006040954487247063,2.582220505079391,0.24712085723876953,-0.009041854355018586,-0.0005403129351782085,-2.6181506118927875,0.01895427703857422,0.020346551536931656,0.005500641552071924,-0.03593010681338522,0.2472862171909338,0.027807315179643608,2.618150667645513,0.0363487225787324,10.741666666666667,10.991666666666667,True,1.8416666666666668,1.0,-0.24712085723876953,0.009041854355018586,0.0005403129351861935,2.618150611892787,0.20901858806610107,0.0,0.39637088775634766,-0.0381463578378316,-8.229146427227602e-06,-1.460053947326418,0.0,0.00743840319605974,0.0010057341054422208,True,False,ft030_axis_tilt_severe_v2,axis_tilt,severe,held_out,productivity,productivity,held_out/ft030_axis_tilt_severe_v2/productivity,normal,insert,1.1753365397453308,3.1488281249999375,0.09630846977233887
