case_id,family,severity,policy_a,policy_b,prefix_matched,prefix_time_s,prefix_position_mm,prefix_orientation_deg,prefix_depth_rmse_mm,interventions_a,interventions_b,both_no_intervention,success_a,success_b,success_delta
g040_oblique_combined_moderate_v0,oblique_combined,moderate,nominal,axial,True,9.699999999991178,0.0,0.0,0.0,0,0,True,True,True,0
g040_oblique_combined_moderate_v0,oblique_combined,moderate,nominal,dewedge,False,9.699999999991178,0.03393436987425498,0.008312527179918702,0.0045718228902394634,0,0,True,True,True,0
g040_oblique_combined_moderate_v0,oblique_combined,moderate,force,axial,False,9.699999999991178,0.03393436987425498,0.008312527179918702,0.0045718228902394634,0,0,True,True,True,0
g040_oblique_combined_moderate_v0,oblique_combined,moderate,force,dewedge,True,9.699999999991178,0.0,0.0,0.0,0,0,True,True,True,0
g040_oblique_combined_moderate_v0,oblique_combined,moderate,axial,dewedge,False,9.700000000001069,0.03393436987425498,0.008312527179918702,0.0045718228902394634,0,0,True,True,True,0
g041_oblique_combined_moderate_v1,oblique_combined,moderate,nominal,force,False,21.999999999679858,0.00997628169380368,0.013421781301104873,0.003920916752250867,0,0,True,False,False,0
g041_oblique_combined_moderate_v1,oblique_combined,moderate,nominal,axial,False,9.899999999855936,0.006757058680557882,0.028138658795974124,0.0015419087302444173,0,2,False,False,False,0
g041_oblique_combined_moderate_v1,oblique_combined,moderate,nominal,dewedge,False,9.899999999855936,0.006757058680557882,0.028138658795974124,0.0015419087302444173,0,1,False,False,True,1
g041_oblique_combined_moderate_v1,oblique_combined,moderate,force,axial,True,9.899999999855936,0.0,0.0,0.0,0,2,False,False,False,0
g041_oblique_combined_moderate_v1,oblique_combined,moderate,force,dewedge,True,9.899999999855936,0.0,0.0,0.0,0,1,False,False,True,1
g041_oblique_combined_moderate_v1,oblique_combined,moderate,axial,dewedge,True,9.899999999855936,0.0,0.0,0.0,2,1,False,False,True,1
g042_oblique_combined_moderate_v2,oblique_combined,moderate,nominal,force,False,21.999999999679858,0.003524337081978857,0.003541206906207009,0.015332880966184648,0,0,True,False,False,0
g042_oblique_combined_moderate_v2,oblique_combined,moderate,nominal,axial,True,21.999999999679858,0.0,0.0,0.0,0,0,True,False,False,0
g042_oblique_combined_moderate_v2,oblique_combined,moderate,nominal,dewedge,False,21.999999999679858,0.003524337081978857,0.003541206906207009,0.015332880966184648,0,0,True,False,False,0
g042_oblique_combined_moderate_v2,oblique_combined,moderate,force,axial,False,21.999999999679858,0.003524337081978857,0.003541206906207009,0.015332880966184648,0,0,True,False,False,0
g042_oblique_combined_moderate_v2,oblique_combined,moderate,force,dewedge,True,21.999999999679858,0.0,0.0,0.0,0,0,True,False,False,0
g042_oblique_combined_moderate_v2,oblique_combined,moderate,axial,dewedge,False,21.999999999679858,0.003524337081978857,0.003541206906207009,0.015332880966184648,0,0,True,False,False,0
g043_oblique_combined_moderate_v3,oblique_combined,moderate,nominal,force,True,13.808333333132396,0.0,0.0,0.0,0,0,True,True,True,0
g043_oblique_combined_moderate_v3,oblique_combined,moderate,nominal,axial,True,13.808333333132396,0.0,0.0,0.0,0,0,True,True,True,0
g043_oblique_combined_moderate_v3,oblique_combined,moderate,nominal,dewedge,False,13.566666666469246,0.022305462720265762,0.026075526276347592,0.012377959159501108,0,0,True,True,True,0
g043_oblique_combined_moderate_v3,oblique_combined,moderate,force,axial,True,13.808333333132396,0.0,0.0,0.0,0,0,True,True,True,0
g043_oblique_combined_moderate_v3,oblique_combined,moderate,force,dewedge,False,13.566666666469246,0.022305462720265762,0.026075526276347592,0.012377959159501108,0,0,True,True,True,0
g043_oblique_combined_moderate_v3,oblique_combined,moderate,axial,dewedge,False,13.566666666469246,0.022305462720265762,0.026075526276347592,0.012377959159501108,0,0,True,True,True,0
g044_oblique_combined_severe_v0,oblique_combined,severe,nominal,force,True,8.80000000011205,0.0,0.0,0.0,0,2,False,False,False,0
g044_oblique_combined_severe_v0,oblique_combined,severe,nominal,axial,False,8.700000000110776,0.018321713117343066,0.07386518859696753,0.004025024968171258,0,1,False,False,False,0
g044_oblique_combined_severe_v0,oblique_combined,severe,nominal,dewedge,True,8.700000000110776,0.0,0.0,0.0,0,1,False,False,True,1
g044_oblique_combined_severe_v0,oblique_combined,severe,force,axial,False,8.700000000110776,0.018321713117343066,0.07386518859696753,0.004025024968171258,2,1,False,False,False,0
g044_oblique_combined_severe_v0,oblique_combined,severe,force,dewedge,True,8.700000000110776,0.0,0.0,0.0,2,1,False,False,True,1
g044_oblique_combined_severe_v0,oblique_combined,severe,axial,dewedge,False,8.700000000110776,0.018321713117343066,0.07386518859696753,0.004025024968171258,1,1,False,False,True,1
g045_oblique_combined_severe_v1,oblique_combined,severe,nominal,force,True,9.00833333332514,0.0,0.0,0.0,0,0,True,False,False,0
g045_oblique_combined_severe_v1,oblique_combined,severe,nominal,axial,True,9.00833333332514,0.0,0.0,0.0,0,0,True,False,False,0
g045_oblique_combined_severe_v1,oblique_combined,severe,nominal,dewedge,False,9.00833333332514,0.02007165130868473,0.020698433454637188,0.005999879017085763,0,0,True,False,False,0
g045_oblique_combined_severe_v1,oblique_combined,severe,force,axial,True,9.00833333332514,0.0,0.0,0.0,0,0,True,False,False,0
g045_oblique_combined_severe_v1,oblique_combined,severe,force,dewedge,False,9.00833333332514,0.02007165130868473,0.020698433454637188,0.005999879017085763,0,0,True,False,False,0
g045_oblique_combined_severe_v1,oblique_combined,severe,axial,dewedge,False,9.00833333332514,0.02007165130868473,0.020698433454637188,0.005999879017085763,0,0,True,False,False,0
g046_oblique_combined_severe_v2,oblique_combined,severe,nominal,force,False,9.099999999991724,0.04936168864599952,0.0021298926725906255,0.011258184746343223,0,2,False,False,False,0
g046_oblique_combined_severe_v2,oblique_combined,severe,nominal,axial,True,9.899999999990996,0.0,0.0,0.0,0,1,False,False,False,0
g046_oblique_combined_severe_v2,oblique_combined,severe,nominal,dewedge,False,9.899999999990996,0.007952225937061122,0.023444571200367074,0.012835538737076277,0,1,False,False,True,1
g046_oblique_combined_severe_v2,oblique_combined,severe,force,axial,False,9.099999999991724,0.04936168864599952,0.0021298926725906255,0.011258184746343223,2,1,False,False,False,0
g046_oblique_combined_severe_v2,oblique_combined,severe,force,dewedge,True,9.099999999991724,0.0,0.0,0.0,2,1,False,False,True,1
g046_oblique_combined_severe_v2,oblique_combined,severe,axial,dewedge,False,9.899999999990996,0.007952225937061122,0.023444571200367074,0.012835538737076277,1,1,False,False,True,1
g047_oblique_combined_severe_v3,oblique_combined,severe,nominal,force,False,8.199999999992542,0.004422332452991117,0.0015564309962982235,0.0011052315798810602,0,2,False,False,False,0
g047_oblique_combined_severe_v3,oblique_combined,severe,nominal,axial,True,8.999999999991815,0.0,0.0,0.0,0,1,False,False,False,0
g047_oblique_combined_severe_v3,oblique_combined,severe,nominal,dewedge,True,8.999999999991815,0.0,0.0,0.0,0,1,False,False,True,1
g047_oblique_combined_severe_v3,oblique_combined,severe,force,axial,False,8.199999999992542,0.004422332452991117,0.0015564309962982235,0.0011052315798810602,2,1,False,False,False,0
g047_oblique_combined_severe_v3,oblique_combined,severe,force,dewedge,False,8.199999999992542,0.004422332452991117,0.0015564309962982235,0.0011052315798810602,2,1,False,False,True,1
g047_oblique_combined_severe_v3,oblique_combined,severe,axial,dewedge,True,8.999999999991815,0.0,0.0,0.0,1,1,False,False,True,1
