trajectory_id,folder,family,policy,depth_mm,replay_matched,label_eligible,safe_recovery,reason,numerically_valid,grasp_retained,cleared,force_budget_exceeded,torque_budget_exceeded,max_force,max_torque,max_wrist_force_n,max_wrist_torque_nm,max_normal_load,max_penetration,recovery_work_j,clear_time_s,duration_s,replay_error_position_mm,replay_error_orientation_deg,replay_error_joint_rad,replay_error_joint_velocity_rad_s,replay_error_linear_velocity_m_s,replay_error_angular_velocity_rad_s,replay_error_force_n,replay_error_torque_nm,replay_error_normal_load_n,replay_error_min_separation_mm,replay_error_wrist_torque_nm,replay_error_finger_position,replay_error_finger_velocity,replay_error_grasp_position,replay_error_hand_pose,replay_error_wrist_raw_child,replay_error_grasp_quat_angle_deg,replay_error_hand_pose_angle_deg
slot004_try00,slot004_try00,tilt_only,straight,20.0,True,True,True,cleared,True,True,True,False,False,0.0,0.0,0.026418263092637062,0.014404213055968285,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slot004_try00,slot004_try00,tilt_only,realign,20.0,False,False,,replay_mismatch,,,,,,,,,,,,,,,0.1651453019755077,0.05227057239768552,0.0011289119720458984,0.003613848080931348,0.003952432164537509,0.3638503406179046,0.0,0.0,0.0,0.0,0.0010587571014184505,4.437752068042755e-07,2.530287019908428e-07,1.871023732746835e-05,0.00014093518257141113,0.011318094795569777,0.004953043435329497,0.05705475366931953
