trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,sampling_slot,sample_role,split_group_id,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm
slot037_try00,37,0,x_offset,0.41044764992045735,0.0,0.0,0.0,8.0,slot037_try00,complete,37,characterization,slot037,True,0.0,0.0,0.0,0.0,20.11084333062172,False,False,False,True,True,True,0.02065137778117787,0.07912936237050427,0.012947344221174717,0.009491764940321445
slot038_try00,38,0,y_offset,0.0,0.1037401129469758,0.0,0.0,8.0,slot038_try00,complete,38,characterization,slot038,True,0.0,0.0,0.0,0.0,20.1096810400486,False,False,False,True,True,True,0.020889428924419917,0.07912936237050427,0.014704456552863121,0.009325754828751087
slot039_try00,39,0,diagonal_offset,-0.5545869176486454,-0.5545869176486454,0.0,0.0,8.0,slot039_try00,complete,39,characterization,slot039,True,2.975618362426758,0.012035469524562359,2.3804986476898193,0.009473996215092484,19.95318904519081,False,False,False,True,True,True,0.02327334186702501,0.07912936237050427,2.5425760746002197,0.10321316868066788
slot040_try00,40,0,tilt_only,0.0,0.0,-2.8917407894625375,0.0,8.0,slot040_try00,complete,40,characterization,slot040,True,6.033288955688477,0.10831572115421295,4.827573776245117,0.06580255285371095,19.810976088047028,False,False,False,True,True,True,0.03636087421909906,0.08846931922527276,4.885272979736328,0.26200687885284424
slot041_try00,41,0,offset_tilt,-0.5460242782687923,-0.5460242782687923,0.0,2.496296987074211,8.0,slot041_try00,complete,41,characterization,slot041,True,3.6956090927124023,0.013769208453595638,2.9564943313598633,0.009135278560279403,19.894307106733322,False,False,False,True,True,True,0.02076384589599911,0.07912936237050427,3.132606029510498,0.12173663824796677
slot042_try00,42,0,centered,0.0,0.0,0.0,0.0,8.0,slot042_try00,complete,42,repeatability_control,centered_controls,True,0.0,0.0,0.0,0.0,20.109952986240387,False,False,False,True,True,True,0.02177998612751253,0.07912936237050427,0.015257937833666801,0.009302901104092598
slot043_try00,43,0,x_offset,-0.9633753823147281,0.0,0.0,0.0,8.0,slot043_try00,complete,43,characterization,slot043,True,3.004607677459717,0.015788601711392403,2.4058260917663574,0.012161250197095796,19.821801781654358,False,False,False,True,True,True,0.02398737342446111,0.07912936237050427,2.6508119106292725,0.13856428861618042
slot044_try00,44,0,y_offset,0.0,-0.31704289433961996,0.0,0.0,8.0,slot044_try00,complete,44,characterization,slot044,True,0.0,0.0,0.0,0.0,20.110925287008286,False,False,False,True,True,True,0.020133566067670472,0.07912936237050427,0.01400810293853283,0.009297507815063
slot045_try00,45,0,diagonal_offset,0.6353102155056013,-0.6353102155056013,0.0,0.0,8.0,slot045_try00,complete,45,characterization,slot045,True,6.296152114868164,0.025844363495707512,5.046942710876465,0.0070487853918166365,20.11265754699707,False,False,False,True,True,True,0.022732656361768022,0.08846931922527276,5.585379600524902,0.16349655389785767
slot046_try00,46,0,tilt_only,0.0,0.0,0.0,-1.27621950222687,8.0,slot046_try00,complete,46,characterization,slot046,True,0.0007694669766351581,3.4891554605565034e-06,0.0,0.0,20.098326355218887,False,False,False,True,True,True,0.02198428410338238,0.07912936237050427,0.01709272898733616,0.007988156750798225
slot047_try00,47,0,offset_tilt,0.25560670769822824,-0.25560670769822824,0.0,1.4389780416962616,8.0,slot047_try00,complete,47,characterization,slot047,True,1.428287148475647,0.025162754580378532,1.1426019668579102,0.012711857380054425,20.021838694810867,False,False,False,True,True,True,0.020916642824886367,0.07912936237050427,1.2494581937789917,0.07592818886041641
slot048_try00,48,0,x_offset,0.5367323167498425,0.0,0.0,0.0,8.0,slot048_try00,complete,49,characterization,slot048,True,1.8915989130618982e-05,8.524093431105939e-08,0.0,0.0,20.11018767952919,False,False,False,True,True,True,0.02139515163435135,0.07912936237050427,0.013444962911307812,0.009538744576275349
slot049_try00,49,0,y_offset,0.0,0.4771642268969194,0.0,0.0,8.0,slot049_try00,complete,50,characterization,slot049,True,0.6471665501594543,0.0022746422328054905,0.5177331566810608,0.003050676468774327,20.103824883699417,False,False,False,True,True,True,0.023758992028888315,0.07912936237050427,0.5403605103492737,0.030039669945836067
slot050_try00,50,0,diagonal_offset,0.5516971156315889,0.5516971156315889,0.0,0.0,8.0,slot050_try00,complete,51,characterization,slot050,True,6.231853008270264,0.023790040984749794,5.033565521240234,0.005148045147507219,19.997013360261917,False,False,False,True,True,True,0.022308789993985556,0.08846931922527276,5.540461540222168,0.15567843616008759
slot051_try00,51,0,tilt_only,0.0,0.0,0.5550446918630467,0.0,8.0,slot051_try00,complete,52,characterization,slot051,True,0.0,0.0,0.0,0.0,20.115559548139572,False,False,False,True,True,True,0.021381363694672473,0.07912936237050427,0.015545525588095188,0.007977326400578022
slot052_try00,52,0,offset_tilt,0.08129874896641769,0.08129874896641769,-3.135280371826983,0.0,8.0,slot052_try00,complete,53,characterization,slot052,True,6.813978672027588,0.13036520779132843,6.426990509033203,0.10251889762002975,19.84431743621826,False,False,False,True,True,True,0.06217410555109382,0.10467831195095843,5.321119785308838,0.3835667073726654
slot053_try00,53,0,x_offset,-0.6138493531231427,0.0,0.0,0.0,8.0,slot053_try00,complete,55,characterization,slot053,True,1.966554880142212,0.0077382102608680725,1.5732439756393433,0.003312847638881067,19.95622143149376,False,False,False,True,True,True,0.022382500901585445,0.07912936237050427,1.6687544584274292,0.07159531116485596
slot054_try00,54,0,y_offset,0.0,-0.17519738870331208,0.0,0.0,8.0,slot054_try00,complete,56,characterization,slot054,True,0.0,0.0,0.0,0.0,20.11100724339485,False,False,False,True,True,True,0.02324380329810083,0.08846931922527276,0.014772417955100536,0.00947815366089344
slot055_try00,55,0,diagonal_offset,-0.4274381922989471,0.4274381922989471,0.0,0.0,8.0,slot055_try00,complete,57,characterization,slot055,True,2.3732388019561768,0.00959419272840023,1.8986066579818726,0.005344673354557017,19.972985237836838,False,False,False,True,True,True,0.024357050278922543,0.08846931922527276,2.036573886871338,0.06716111302375793
slot056_try00,56,0,tilt_only,0.0,0.0,0.0,1.075885572800923,8.0,slot056_try00,complete,58,characterization,slot056,True,0.0,0.0,0.0,0.0,20.07877603173256,False,False,False,True,True,True,0.024913799279602244,0.07912936237050427,0.01936272718012333,0.007967302575707436
slot057_try00,57,0,offset_tilt,-0.08898289024451483,0.08898289024451483,-2.0306901981813117,0.0,8.0,slot057_try00,complete,59,characterization,slot057,True,3.1601436138153076,0.05530107766389847,2.528125047683716,0.041269027860835195,19.87421289086342,False,False,False,True,True,True,0.022342235752148554,0.08846931922527276,2.562838077545166,0.13704070448875427
slot058_try00,58,0,x_offset,0.5585542623690949,0.0,0.0,0.0,8.0,slot058_try00,complete,61,characterization,slot058,True,1.1031244993209839,0.017499824985861778,0.882587194442749,0.0035094756185571896,20.118025690317154,False,False,False,True,True,True,0.022519243429997005,0.08846931922527276,0.9816558957099915,0.06611759215593338
slot059_try00,59,0,y_offset,0.0,0.32581467448785395,0.0,0.0,8.0,slot059_try00,complete,62,characterization,slot059,True,0.0,0.0,0.0,0.0,20.11100724339485,False,False,False,True,True,True,0.022790789444115944,0.07912936237050427,0.01515964511781931,0.009427761659026146
slot060_try00,60,0,diagonal_offset,-0.6838130334854768,-0.6838130334854768,0.0,0.0,8.0,slot060_try00,complete,63,characterization,slot060,True,3.107069969177246,0.012110400013625622,2.5131947994232178,0.010063879926747177,19.879100471735,False,False,False,True,True,True,0.023241353119374253,0.07912936237050427,2.778972625732422,0.11846540123224258
slot061_try00,61,0,tilt_only,0.0,0.0,-0.34336061360042724,0.0,8.0,slot061_try00,complete,64,characterization,slot061,True,0.0,0.0,0.0,0.0,20.110739022493362,False,False,False,True,True,True,0.021896679754718207,0.07912936237050427,0.014076191931962967,0.007974284701049328
slot062_try00,62,0,offset_tilt,-0.595925055770142,-0.595925055770142,-1.1880103018918606,0.0,8.0,slot062_try00,complete,65,characterization,slot062,True,3.1656625270843506,0.01179463043808937,2.5325300693511963,0.00934290983423125,19.935613125562668,False,False,False,True,True,True,0.023123468054109253,0.07912936237050427,2.699380397796631,0.10630040615797043
slot063_try00,63,0,x_offset,-0.6114748060660882,0.0,0.0,0.0,8.0,slot063_try00,complete,67,characterization,slot063,True,2.3682961463928223,0.009584070183336735,1.894636631011963,0.004295988674130058,19.98581886291504,False,False,False,True,True,True,0.02281315937580075,0.07912936237050427,2.0018718242645264,0.08502868562936783
slot064_try00,64,0,y_offset,0.0,-0.24748462451742564,0.0,0.0,8.0,slot064_try00,complete,68,characterization,slot064,True,0.0,0.0,0.0,0.0,20.109859853982925,False,False,False,True,True,True,0.02029770621447824,0.08846931922527276,0.013398393988609314,0.009290830232203007
slot065_try00,65,0,diagonal_offset,0.6916929679092041,-0.6916929679092041,0.0,0.0,8.0,slot065_try00,complete,69,characterization,slot065,True,5.3071088790893555,0.026661042124032974,4.245690822601318,0.008163011443684809,20.098818093538284,False,False,False,True,True,True,0.02247860174975358,0.07912936237050427,4.725115776062012,0.13876739144325256
slot066_try00,66,0,tilt_only,0.0,0.0,0.0,-0.4321777303395501,8.0,slot066_try00,complete,70,characterization,slot066,True,0.0,0.0,0.0,0.0,20.11127546429634,False,False,False,True,True,True,0.021159961761441082,0.07912936237050427,0.014601925387978554,0.007979805581271648
slot067_try00,67,0,offset_tilt,0.5944942431572773,-0.5944942431572773,-2.130527900193087,0.0,8.0,slot067_try00,complete,71,characterization,slot067,True,4.261092662811279,0.0171052236109972,3.5637261867523193,0.0076263004302745685,20.065361261367798,False,False,False,True,True,True,0.023164744561654516,0.08846931922527276,3.807574987411499,0.10170014947652817
slot068_try00,68,0,x_offset,0.7645967366942434,0.0,0.0,0.0,8.0,slot068_try00,complete,73,characterization,slot068,True,6.718802452087402,0.026068488135933876,5.406911849975586,0.006655528068222338,20.181523263454437,False,False,False,True,True,True,0.02201860297645908,0.08846931922527276,6.008847236633301,0.16973651945590973
slot069_try00,69,0,y_offset,0.0,0.12517108111822509,0.0,0.0,8.0,slot069_try00,complete,74,characterization,slot069,True,0.0,0.0,0.0,0.0,20.11053040623665,False,False,False,True,True,True,0.023954857169883326,0.07912936237050427,0.013985349796712399,0.009328614920377731
slot070_try00,70,0,diagonal_offset,0.3748384522356429,0.3748384522356429,0.0,0.0,8.0,slot070_try00,complete,75,characterization,slot070,True,0.33440008759498596,0.005320116877555847,0.2677096426486969,0.0013465645452015451,20.10771408677101,False,False,False,True,True,True,0.022709778932039626,0.07912936237050427,0.2848377227783203,0.020871875807642937
slot071_try00,71,0,tilt_only,0.0,0.0,2.073272869308883,0.0,8.0,slot071_try00,complete,76,characterization,slot071,True,1.9323738813400269,0.03438199684023857,1.545920491218567,0.02075926386169158,20.03200873732567,False,False,False,True,True,True,0.022729309421265498,0.07912936237050427,1.4773728847503662,0.1096084713935852
slot072_try00,72,0,offset_tilt,0.12076612441605024,0.12076612441605024,0.0,-0.4259549748795561,8.0,slot072_try00,complete,77,characterization,slot072,True,0.0,0.0,0.0,0.0,20.11153995990753,False,False,False,True,True,True,0.021385500076576136,0.08846931922527276,0.01294778473675251,0.007979883812367916
slot073_try00,73,0,x_offset,-0.20331650128958045,0.0,0.0,0.0,8.0,slot073_try00,complete,79,characterization,slot073,True,0.0,0.0,0.0,0.0,20.110273361206055,False,False,False,True,True,True,0.020918128939229064,0.08846931922527276,0.014450584538280964,0.009263836778700352
slot074_try00,74,0,y_offset,0.0,-0.5108227814808471,0.0,0.0,8.0,slot074_try00,complete,80,characterization,slot074,True,0.2745639681816101,0.0019973141606897116,0.2197691798210144,0.0010878699185923324,20.107483118772507,False,False,False,True,True,True,0.022619979063165374,0.07912936237050427,0.20902584493160248,0.015063389204442501
slot075_try00,75,0,diagonal_offset,-0.5389598057122834,0.5389598057122834,0.0,0.0,8.0,slot075_try00,complete,81,characterization,slot075,True,3.6597583293914795,0.02355249412357807,2.927828788757324,0.006524442596855806,19.912218302488327,False,False,False,True,True,True,0.0252303943852894,0.08846931922527276,3.1340529918670654,0.10587888211011887
slot076_try00,76,0,tilt_only,0.0,0.0,0.0,3.405456945021944,8.0,slot076_try00,complete,82,characterization,slot076,False,1.1932965517044067,0.021972469985485077,1.7612011432647705,0.008073372555372771,18.70655044913292,True,False,False,True,True,True,0.020654082618420944,0.07912936237050427,1.1465281248092651,0.08227674663066864
slot077_try00,77,0,offset_tilt,-0.5298514528896493,0.5298514528896493,0.0,-2.3298679099276756,8.0,slot077_try00,complete,83,characterization,slot077,False,2.206845760345459,0.03092491254210472,1.765509843826294,0.021206336896284483,19.409464299678802,False,False,False,True,True,True,0.0219237626879476,0.07912936237050427,1.929506778717041,0.15198665857315063
slot078_try00,78,0,x_offset,0.3627991377567491,0.0,0.0,0.0,8.0,slot078_try00,complete,85,characterization,slot078,True,0.0,0.0,0.0,0.0,20.11042609810829,False,False,False,True,True,True,0.02391045563854277,0.07912936237050427,0.014661780558526516,0.009475070051848888
slot079_try00,79,0,y_offset,0.0,0.2753005744299152,0.0,0.0,8.0,slot079_try00,complete,86,characterization,slot079,True,0.0,0.0,0.0,0.0,20.11057510972023,False,False,False,True,True,True,0.02314606899744831,0.07912936237050427,0.012963628396391869,0.009362411685287952
slot080_try00,80,0,diagonal_offset,-0.3235009087579844,-0.3235009087579844,0.0,0.0,8.0,slot080_try00,complete,87,characterization,slot080,True,0.16978244483470917,0.0004540171648841351,0.1358259618282318,0.0006255940547816863,20.052587240934372,False,False,False,True,True,True,0.02407181091257371,0.08846931922527276,0.13805018365383148,0.01796303130686283
slot081_try00,81,0,tilt_only,0.0,0.0,-1.9475889515619211,0.0,8.0,slot081_try00,complete,88,characterization,slot081,True,2.6946604251861572,0.04644466191530228,2.155728340148926,0.034115764719899744,19.969502091407776,False,False,False,True,True,True,0.02106317515426781,0.08846931922527276,2.210951566696167,0.11909196525812149
slot082_try00,82,0,offset_tilt,-0.4888774991487742,-0.4888774991487742,0.0,-0.8952396607248154,8.0,slot082_try00,complete,89,characterization,slot082,True,3.0889010429382324,0.02073528803884983,2.471174955368042,0.014388374438567553,19.765907526016235,False,False,False,True,True,True,0.02106585270666983,0.07912936237050427,2.624049663543701,0.12031391263008118
slot083_try00,83,0,x_offset,-0.4503275241119091,0.0,0.0,0.0,8.0,slot083_try00,complete,91,characterization,slot083,True,0.3870319426059723,0.001431554788723588,0.3096255362033844,0.000363294873295672,20.07211521267891,False,False,False,True,True,True,0.023869019059929997,0.07912936237050427,0.2945171594619751,0.02896444872021675
slot084_try00,84,0,y_offset,0.0,-0.9285987973896798,0.0,0.0,8.0,slot084_try00,complete,92,characterization,slot084,True,4.662954807281494,0.01883768104016781,3.7303810119628906,0.007966384146129712,20.063085108995438,False,False,False,True,True,True,0.0218474287976278,0.07912936237050427,4.051878929138184,0.11862073093652725
slot085_try00,85,0,diagonal_offset,0.23724250603189867,-0.23724250603189867,0.0,0.0,8.0,slot085_try00,complete,93,characterization,slot085,True,0.0,0.0,0.0,0.0,20.11028826236725,False,False,False,True,True,True,0.022990681827650405,0.08846931922527276,0.013505910523235798,0.009486493654549122
slot086_try00,86,0,tilt_only,0.0,0.0,0.0,-2.483185874442199,8.0,slot086_try00,complete,94,characterization,slot086,True,1.297118902206421,0.022350048646330833,1.037695288658142,0.01790917849575635,19.788337498903275,False,False,False,True,True,True,0.022067533791414462,0.07912936237050427,0.9943849444389343,0.1049925908446312
slot087_try00,87,0,offset_tilt,0.5041717358936012,-0.5041717358936012,0.0,-3.050696496209753,8.0,slot087_try00,complete,95,characterization,slot087,True,2.88264799118042,0.04086495190858841,3.072314500808716,0.016567963029956445,19.510840624570847,False,False,False,True,True,True,0.023299238819163293,0.07912936237050427,2.592134714126587,0.11748253554105759
slot088_try00,88,0,x_offset,0.6198219746337602,0.0,0.0,0.0,8.0,slot088_try00,complete,97,characterization,slot088,True,1.327848196029663,0.02012012153863907,1.0622786283493042,0.008621812412457075,20.12385204434395,False,False,False,True,True,True,0.022394400730263442,0.07912936237050427,1.2112349271774292,0.08403890579938889
slot089_try00,89,0,y_offset,0.0,0.7823363537906097,0.0,0.0,8.0,slot089_try00,complete,98,characterization,slot089,True,2.6714932918548584,0.010778253898024559,2.137200117111206,0.0070487853918166365,19.868695735931396,False,False,False,True,True,True,0.02297884930158034,0.08846931922527276,2.3543806076049805,0.061367619782686234
