trajectory_id,folder,family,slot,parent_numerically_valid,parent_complete,checkpoint_depth_mm,reached,reference_time_s,prefix_numerically_valid,Y_R_tested,label_reason,depth_mm,force_n,torque_nm,normal_load_n,tilt_deg,tip_x_mm,tip_y_mm,prefix_max_force_n,prefix_max_torque_nm,prefix_max_normal_load_n,prefix_max_penetration_mm,fx,fy,fz,taux,tauy,tauz,vx,vy,vz,omegax,omegay,omegaz,qw,qx,qy,qz,joint1_rad,joint_velocity1_rad_s,joint2_rad,joint_velocity2_rad_s,joint3_rad,joint_velocity3_rad_s,joint4_rad,joint_velocity4_rad_s,joint5_rad,joint_velocity5_rad_s,joint6_rad,joint_velocity6_rad_s,joint7_rad,joint_velocity7_rad_s,sampling_slot,sample_role,split_group_id
slot000_try00,slot000_try00,centered,0,True,True,5.0,True,6.066666666666414,True,1,safe_policy_witness,5.01118376851082,0.0,0.0,0.0,0.027976455118293345,-0.06592273712158203,0.012330969184404239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010834857821464539,-0.006357333157211542,-0.0020643703173846006,0.482879638671875,0.08175741136074066,0.07568857073783875,-2.2144182366901077e-05,0.0002539476554375142,-5.2282110118540004e-05,1.0,-0.4826134145259857,0.0012371904449537396,0.5253198146820068,0.011741834692656994,0.4921179711818695,-0.0023626345209777355,-2.0191471576690674,0.002713233232498169,-0.3826586902141571,-0.010600576177239418,2.4544003009796143,0.00834209006279707,1.0388119220733643,0.006879904773086309,0,repeatability_control,centered_controls
slot000_try00,slot000_try00,centered,0,True,True,10.0,True,6.974999999999696,True,1,safe_policy_witness,10.00880226492882,0.0,0.0,0.0,0.027976455118293345,-0.06216764450073242,0.0038129855965962633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015202803770080209,0.0003150349948555231,-0.0016616052016615868,0.01947171613574028,0.10226915776729584,0.09008274972438812,-5.219615104579134e-06,0.0002452390326652676,-3.101470792898908e-05,0.9999998807907104,-0.48121780157089233,0.0013634545030072331,0.5361219048500061,0.011685175821185112,0.4894348382949829,-0.0024847721215337515,-2.017953634262085,0.002733237110078335,-0.3921038806438446,-0.010596247389912605,2.462200880050659,0.008305859751999378,1.0449581146240234,0.006864994298666716,0,repeatability_control,centered_controls
slot000_try00,slot000_try00,centered,0,True,True,15.0,True,7.991666666666305,True,1,safe_policy_witness,15.006033331155779,0.0,0.0,0.0,0.048456642643301504,-0.08600950241088867,-0.00868337883730419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001864793011918664,0.00022124958923086524,-0.0005869858432561159,0.013451067730784416,0.13342362642288208,0.11487465351819992,-0.00020176274119876325,0.0004116720810998231,7.359175651799887e-05,0.9999998807907104,-0.48009932041168213,0.0002925073786173016,0.5472027063369751,0.009848850779235363,0.48711204528808594,-0.0012841977877542377,-2.0162887573242188,0.00273046363145113,-0.4020664095878601,-0.008922147564589977,2.46923828125,0.007543382700532675,1.0510505437850952,0.006655837409198284,0,repeatability_control,centered_controls
slot000_try00,slot000_try00,centered,0,True,True,20.0,True,9.80833333333287,True,1,safe_policy_witness,20.004016906023026,0.0,0.0,0.0,0.05595291190411357,-0.10651350021362305,0.012237771443324164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00195483909919858,0.00014018436195328832,0.0031906398944556713,0.013462776318192482,0.15865500271320343,0.13437937200069427,-0.00018416487728245556,0.0004928344278596342,5.776685065939091e-05,0.9999998807907104,-0.4801362454891205,-0.0008750928682275116,0.5586511492729187,0.0024177583400160074,0.485925555229187,0.0009165259543806314,-2.0145070552825928,0.0027289525605738163,-0.41289597749710083,-0.002739383140578866,2.4762537479400635,0.001674195984378457,1.058118224143982,0.0024168083909898996,0,repeatability_control,centered_controls
slot001_try00,slot001_try00,x_offset,1,True,True,5.0,True,6.074999999994475,True,1,safe_policy_witness,5.045828968286516,0.0,0.0,0.0,0.019782341029446364,0.32144784927368164,0.026891751986113377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001353493076749146,-3.115160143352114e-05,-0.0017751834820955992,0.01325138472020626,0.09304513037204742,0.0845135822892189,-0.00014681604807265103,0.00020749826217070222,-3.46595115843229e-05,1.0,-0.48241326212882996,0.0017907472793012857,0.5263404250144958,0.011695988476276398,0.49215444922447205,-0.003276572562754154,-2.0176568031311035,0.002725553000345826,-0.3831714689731598,-0.010012309066951275,2.4538445472717285,0.008354142308235168,1.0388222932815552,0.006865629926323891,1,characterization,slot001
slot001_try00,slot001_try00,x_offset,1,True,True,10.0,True,6.974999999993656,True,1,safe_policy_witness,10.007259994745256,0.0,0.0,0.0,0.027976455118293345,0.3275275230407715,0.01140418589784531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007192722987383604,6.872581434436142e-05,-0.0017737406305968761,0.012896992266178131,0.053730279207229614,0.05597347393631935,-0.00010198066593147814,0.00020935700740665197,-3.876692790072411e-05,1.0,-0.4810082018375397,0.0016182012623175979,0.5370569825172424,0.01169006060808897,0.48944902420043945,-0.002992505207657814,-2.0164575576782227,0.0027376695070415735,-0.3924182653427124,-0.0101998969912529,2.461581230163574,0.00823166873306036,1.0448797941207886,0.006880689412355423,1,characterization,slot001
slot001_try00,slot001_try00,x_offset,1,True,True,15.0,True,7.991666666659398,True,1,safe_policy_witness,15.006748586893083,0.0,0.0,0.0,0.048456642643301504,0.29712915420532227,-0.017280342945014127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001756962388753891,0.0002998937270604074,-0.0005779867060482502,0.013895046897232533,0.12701629102230072,0.11017373949289322,-0.00019157782662659883,0.00040879679727368057,8.311151032103226e-05,0.9999998211860657,-0.4799359440803528,0.00023134936054702848,0.5481589436531067,0.009872964583337307,0.4871695935726166,-0.001104449387639761,-2.014742374420166,0.002730198437348008,-0.4024182856082916,-0.008923958986997604,2.468496322631836,0.007501707877963781,1.051188349723816,0.0066752382554113865,1,characterization,slot001
slot001_try00,slot001_try00,x_offset,1,True,True,20.0,True,9.808333333324413,True,1,safe_policy_witness,20.003852993249893,0.0,0.0,0.0,0.05595291190411357,0.27638673782348633,0.012751182111969683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019020931795239449,0.0001361026952508837,0.0031822053715586662,0.013448902405798435,0.15544189512729645,0.13126367330551147,-0.0001855254522524774,0.0004903762019239366,5.761830470873974e-05,0.9999998211860657,-0.47996169328689575,-0.0008727686363272369,0.5595958232879639,0.0024136428255587816,0.4859866499900818,0.0009115755674429238,-2.0129637718200684,0.002728148130699992,-0.4131937325000763,-0.0027231110725551844,2.475510597229004,0.0016581808449700475,1.0581847429275513,0.002431437373161316,1,characterization,slot001
slot002_try00,slot002_try00,y_offset,2,True,True,5.0,True,6.108333333327778,True,1,safe_policy_witness,5.0186939537525195,0.2793212831020355,0.0008416280033998191,0.22345706820487976,0.0,-0.014066696166992188,0.5087177269160748,2.57635235786438,0.010390574112534523,2.0610899925231934,0.0068521562752721366,0.009857537224888802,-0.22343334555625916,0.16733422875404358,0.0008385964902117848,5.4408701544161886e-05,4.618831371772103e-05,0.002132612047716975,0.0006360978004522622,-0.008598312735557556,0.020754292607307434,-0.03424152731895447,-0.012840522453188896,-2.4505894543835893e-05,-4.107888162252493e-05,-6.811546336393803e-05,0.9999999403953552,-0.48012658953666687,0.01244711596518755,0.5247069001197815,0.02590751089155674,0.4902569651603699,-0.013422450050711632,-2.019604206085205,0.009342470206320286,-0.38113269209861755,-0.01811225898563862,2.4556519985198975,0.014869057573378086,1.0386152267456055,0.01283944584429264,2,characterization,slot002
slot002_try00,slot002_try00,y_offset,2,True,True,10.0,True,7.0333333333269366,True,1,safe_policy_witness,10.036719590425493,0.22263523936271667,0.0005966676981188357,0.1781083196401596,0.0,0.0,0.5084739532321692,2.57635235786438,0.010390574112534523,2.0610899925231934,0.0068521562752721366,0.005767444148659706,-0.17802377045154572,0.1335691511631012,0.0005963315488770604,1.829436769185122e-05,8.143179002217948e-06,0.0003636301844380796,7.474477024516091e-05,-0.0028725811280310154,-0.00015486650227103382,-0.01767035573720932,-0.007663327734917402,-5.0181195547338575e-05,5.796071036456851e-06,-2.50533094003913e-06,1.0,-0.48073330521583557,0.002356411423534155,0.5362166166305542,0.012307697907090187,0.48973119258880615,-0.0034210123121738434,-2.0181474685668945,0.0030465424060821533,-0.3926844000816345,-0.011013965122401714,2.462834596633911,0.00721995672211051,1.0461379289627075,0.007491234689950943,2,characterization,slot002
slot002_try00,slot002_try00,y_offset,2,True,True,15.0,True,8.06666666665933,True,1,safe_policy_witness,15.022268146276476,0.2755221724510193,0.0007780933519825339,0.22041785717010498,0.048456642643301504,-0.04965066909790039,0.5036108195781708,2.57635235786438,0.010390574112534523,2.0610899925231934,0.0068521562752721366,0.018290704116225243,-0.21966086328029633,0.165308877825737,0.0007759936270304024,5.698578752344474e-05,3.973997991124634e-06,0.0008431487949565053,-9.566318476572633e-05,-0.0010249894112348557,0.025395214557647705,-0.017525767907500267,0.000531524361576885,-0.00010807166836457327,0.00041893409797921777,0.00011285924847470596,0.9999999403953552,-0.47973692417144775,0.0006784977740608156,0.5474751591682434,0.009447356685996056,0.48764410614967346,-0.002045238623395562,-2.016123056411743,0.0028346392791718245,-0.4025980234146118,-0.009507181122899055,2.469118356704712,0.00710859103128314,1.052473545074463,0.006226819474250078,2,characterization,slot002
slot002_try00,slot002_try00,y_offset,2,True,True,20.0,False,,False,,checkpoint_not_reached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,characterization,slot002
slot003_try00,slot003_try00,diagonal_offset,3,True,True,5.0,True,6.066666666661149,True,1,safe_policy_witness,5.000045150518419,0.0,0.0,0.0,0.027976455118293345,0.2905130386352539,0.3749966563191265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010368120856583118,6.929118171683513e-06,-0.0017494447529315948,0.013483005575835705,0.0746559426188469,0.0721576064825058,-0.00013654172653332353,0.00020971507183276117,-3.628955892054364e-05,0.9999999403953552,-0.482168972492218,0.0017514758510515094,0.5262531638145447,0.011698543094098568,0.49249616265296936,-0.0032138011883944273,-2.0177693367004395,0.0027264421805739403,-0.3833243250846863,-0.0100533626973629,2.453765392303467,0.0083199767395854,1.0395236015319824,0.00685491506010294,3,characterization,slot003
slot003_try00,slot003_try00,diagonal_offset,3,True,True,10.0,True,6.974999999993656,True,1,safe_policy_witness,10.002409666776659,0.0,0.0,0.0,0.027976455118293345,0.29164552688598633,0.3661679511424154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001488021109253168,0.0001132442121161148,-0.0017195816617459059,0.014874965883791447,0.09838045388460159,0.08954586088657379,-7.696284592384472e-05,0.0002159431460313499,-4.812307815882377e-05,1.0,-0.48080119490623474,0.0017138065304607153,0.5370686650276184,0.01168898120522499,0.4898281395435333,-0.0030748459976166487,-2.0165627002716064,0.002735044341534376,-0.392669141292572,-0.010319603607058525,2.461549758911133,0.008344982750713825,1.0456794500350952,0.006894842721521854,3,characterization,slot003
slot003_try00,slot003_try00,diagonal_offset,3,True,True,15.0,True,7.991666666659398,True,1,safe_policy_witness,15.006972104310991,0.0,0.0,0.0,0.048456642643301504,0.26667118072509766,0.34236066858284175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00153212936129421,0.0002634921984281391,-0.0005753471050411463,0.016248419880867004,0.11361086368560791,0.0993393063545227,-0.00018690702563617378,0.00040891204844228923,7.195816579042003e-05,0.9999999403953552,-0.47965121269226074,0.00026640624855645,0.5481677651405334,0.009848189540207386,0.48747149109840393,-0.0012730725575238466,-2.0148520469665527,0.0027288550045341253,-0.4026300311088562,-0.008924673311412334,2.4685065746307373,0.007502180524170399,1.0519390106201172,0.006525371689349413,3,characterization,slot003
slot003_try00,slot003_try00,diagonal_offset,3,True,True,20.0,True,9.808333333324413,True,1,safe_policy_witness,20.00352144241333,0.0,0.0,0.0,0.05595291190411357,0.24837255477905273,0.3599128976929933,0.06062667816877365,0.0009629838750697672,0.04850141331553459,0.000363294873295672,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015697820344939828,0.00015648172120563686,0.003143578302115202,0.012527994811534882,0.13579241931438446,0.11736490577459335,-0.00018050400831270963,0.0004831067635677755,6.281420064624399e-05,0.9999997615814209,-0.4796876311302185,-0.0009152591810561717,0.5596051812171936,0.0024550147354602814,0.48628488183021545,0.0009795561200007796,-2.013075351715088,0.002726844511926174,-0.41347071528434753,-0.0027307819109410048,2.4755258560180664,0.0016063234070315957,1.0589723587036133,0.002408405067399144,3,characterization,slot003
slot004_try00,slot004_try00,tilt_only,4,True,True,5.0,True,6.074999999994475,True,1,safe_policy_witness,5.036709457635881,0.0,0.0,0.0,2.4498443654392226,-0.059604644775390625,0.03558897878974676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001280086929909885,-0.00018878014816436917,-0.001744056586176157,0.012146586552262306,0.08408036828041077,0.08478765189647675,-7.15728456270881e-05,0.0001691081706667319,-0.021376466378569603,0.9997714757919312,-0.4865524172782898,0.0019401818281039596,0.5230880379676819,0.011686502024531364,0.4845677316188812,-0.003309861524030566,-2.0232558250427246,0.0026996734086424112,-0.3113284707069397,-0.009609059430658817,2.4683191776275635,0.00843078177422285,0.9736269116401672,0.005991853773593903,4,characterization,slot004
slot004_try00,slot004_try00,tilt_only,4,True,True,10.0,True,6.974999999993656,True,1,safe_policy_witness,10.005769878625872,0.0,0.0,0.0,2.4464064727561654,-0.05632638931274414,0.006166170351207256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010711662471294403,7.040885247988626e-05,-0.0016664888244122267,0.014801166951656342,0.07094975560903549,0.07415855675935745,-2.919890539487824e-05,0.00018642583745531738,-0.02134648896753788,0.9997721314430237,-0.4850457012653351,0.0015529190422967076,0.5337910652160645,0.011679626069962978,0.48182758688926697,-0.002606034278869629,-2.0221643447875977,0.002726963022723794,-0.32004037499427795,-0.009793865494430065,2.4763998985290527,0.008315074257552624,0.9790550470352173,0.006172895431518555,4,characterization,slot004
slot004_try00,slot004_try00,tilt_only,4,True,True,15.0,True,8.00833333332605,True,1,safe_policy_witness,15.025136619806291,0.10883720964193344,0.0015046035405248404,0.08706975728273392,2.4392754509161607,-0.0947117805480957,0.09977811714634299,0.3632911443710327,0.004689651541411877,0.29063650965690613,0.0024290864075737773,0.018942784518003464,0.0830267146229744,0.06777369230985641,-0.0014715712750330567,0.00031221567769534886,2.8822614694945514e-05,0.0008413830073550344,4.613811324816197e-05,-0.0009241586085408926,0.005004053935408592,-0.018181081861257553,-0.03703855723142624,-7.696889952057973e-05,0.0003772553172893822,-0.02128172665834427,0.9997735023498535,-0.4838556945323944,0.0010046144016087055,0.5448854565620422,0.009600872173905373,0.47964760661125183,-0.001993039855733514,-2.02070689201355,0.002495037391781807,-0.3295246958732605,-0.00737544521689415,2.4839470386505127,0.008379562757909298,0.9850926995277405,0.0045287455432116985,4,characterization,slot004
slot004_try00,slot004_try00,tilt_only,4,True,True,20.0,False,,False,,checkpoint_not_reached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,characterization,slot004
slot005_try00,slot005_try00,offset_tilt,5,True,True,5.0,True,6.091666666661126,True,,unresolved_probe_or_replay,5.049591511487963,0.17611584067344666,0.0004845703952014446,0.14089271426200867,1.418859065310979,0.38927793502807617,0.3386086318641901,2.706774950027466,0.010327452793717384,2.230252742767334,0.00888411159394309,-0.1098099797964096,-0.08833393454551697,0.10562041401863098,0.0003062158066313714,-0.0003753902274183929,1.1069830179621931e-05,0.0017777911853045225,-0.002630603266879916,-0.005792041774839163,-0.05076867714524269,-0.05926548317074776,-0.002933459123596549,-0.00010272119106957689,2.9856397304683924e-05,-0.012381368316709995,0.9999232888221741,-0.48236513137817383,0.007899262942373753,0.5243712663650513,0.019167091697454453,0.48573222756385803,-0.011589082889258862,-2.020434617996216,0.007272535469383001,-0.34052929282188416,-0.00914232712239027,2.4632160663604736,0.011576218530535698,1.001050353050232,0.003174547338858247,5,characterization,slot005
slot005_try00,slot005_try00,offset_tilt,5,True,True,10.0,True,7.0333333333269366,True,1,safe_policy_witness,10.019136220216753,0.1629822850227356,0.00044615590013563633,0.1303860992193222,1.415821551891447,0.33664703369140625,0.3930284292437136,2.706774950027466,0.010327452793717384,2.230252742767334,0.00888411159394309,-0.08561628311872482,-0.09839120507240295,0.09773559868335724,0.00033178343437612057,-0.0002979261626023799,-1.4657610336143989e-05,0.0007344910991378129,0.00013525450776796788,-0.002098284661769867,0.01089328620582819,-0.05011022835969925,-0.004013762343674898,-6.045431291568093e-05,3.32161616825033e-05,-0.012355182319879532,0.9999236464500427,-0.48293665051460266,0.0009346263250336051,0.5355405807495117,0.011667235754430294,0.48521143198013306,-0.0017913355259224772,-2.019383430480957,0.0029029373545199633,-0.35133540630340576,-0.009891466237604618,2.4709129333496094,0.00700003607198596,1.0080664157867432,0.006215833127498627,5,characterization,slot005
