case_id,trajectory_id,folder,target_depth_mm,tilt_amplitude_deg,pair_static_friction,pair_dynamic_friction,effective_radial_clearance_mm,policy,state,state_observed,missing_reason,source_csv,sample_index,phase_executed,phase_executed_sample_count,phase_observed_duration_s,sample_is_copied_recovery_start,sample_is_reference_initialization,phase,time_s,physics_time_s,recovery_time_s,depth_mm,tilt_deg,tip_x_mm,tip_y_mm,wrist_force_n,normal_load_n,min_separation_mm,grasp_slip_mm,grasp_slip_deg,geometric_guide_length_Lg_mm,reference_numerically_valid,reference_grasp_retained,policy_label_eligible,policy_replay_matched,policy_safe_recovery,legacy_strict_wall_both_sides_loaded,legacy_strict_wall_centroid_axial_span_mm,legacy_strict_wall_point_z_span_valid,legacy_strict_wall_point_z_span_mm,legacy_strict_wall_excluded_normal_load_n,all_loaded_normal_point_count,all_loaded_normal_max_point_normal_load_n,all_loaded_normal_z_min_mm,all_loaded_normal_z_max_mm,all_loaded_normal_z_span_valid,all_loaded_normal_z_span_mm,all_loaded_normal_centroid_x_mm,all_loaded_normal_centroid_y_mm,all_loaded_normal_centroid_z_mm,all_loaded_normal_load_n,inner_straight_wall_point_count,inner_straight_wall_normal_load_n,inner_straight_wall_max_point_normal_load_n,inner_straight_wall_z_min_mm,inner_straight_wall_z_max_mm,inner_straight_wall_z_span_valid,inner_straight_wall_z_span_mm,inner_straight_wall_centroid_x_mm,inner_straight_wall_centroid_y_mm,inner_straight_wall_centroid_z_mm,inner_straight_wall_normal_load_fraction,upper_rim_band_point_count,upper_rim_band_normal_load_n,upper_rim_band_max_point_normal_load_n,upper_rim_band_z_min_mm,upper_rim_band_z_max_mm,upper_rim_band_z_span_valid,upper_rim_band_z_span_mm,upper_rim_band_centroid_x_mm,upper_rim_band_centroid_y_mm,upper_rim_band_centroid_z_mm,upper_rim_band_normal_load_fraction,entrance_chamfer_region_point_count,entrance_chamfer_region_normal_load_n,entrance_chamfer_region_max_point_normal_load_n,entrance_chamfer_region_z_min_mm,entrance_chamfer_region_z_max_mm,entrance_chamfer_region_z_span_valid,entrance_chamfer_region_z_span_mm,entrance_chamfer_region_centroid_x_mm,entrance_chamfer_region_centroid_y_mm,entrance_chamfer_region_centroid_z_mm,entrance_chamfer_region_normal_load_fraction,other_point_count,other_normal_load_n,other_max_point_normal_load_n,other_z_min_mm,other_z_max_mm,other_z_span_valid,other_z_span_mm,other_centroid_x_mm,other_centroid_y_mm,other_centroid_z_mm,other_normal_load_fraction,force_supported_normal_point_count,force_supported_normal_max_point_normal_load_n,force_supported_normal_z_min_mm,force_supported_normal_z_max_mm,force_supported_normal_z_span_valid,force_supported_normal_z_span_mm,force_supported_normal_centroid_x_mm,force_supported_normal_centroid_y_mm,force_supported_normal_centroid_z_mm,force_supported_normal_load_n,wall_rim_eligible_point_count,wall_rim_eligible_normal_load_n,wall_rim_eligible_max_point_normal_load_n,wall_rim_eligible_z_min_mm,wall_rim_eligible_z_max_mm,wall_rim_eligible_z_span_valid,wall_rim_eligible_z_span_mm,wall_rim_eligible_centroid_x_mm,wall_rim_eligible_centroid_y_mm,wall_rim_eligible_centroid_z_mm,wall_rim_pos_point_count,wall_rim_pos_normal_load_n,wall_rim_pos_max_point_normal_load_n,wall_rim_pos_z_min_mm,wall_rim_pos_z_max_mm,wall_rim_pos_z_span_valid,wall_rim_pos_z_span_mm,wall_rim_pos_centroid_x_mm,wall_rim_pos_centroid_y_mm,wall_rim_pos_centroid_z_mm,wall_rim_pos_loaded,wall_rim_pos_normal_force_socket_x_n,wall_rim_pos_normal_force_socket_y_n,wall_rim_pos_normal_force_socket_z_n,wall_rim_neg_point_count,wall_rim_neg_normal_load_n,wall_rim_neg_max_point_normal_load_n,wall_rim_neg_z_min_mm,wall_rim_neg_z_max_mm,wall_rim_neg_z_span_valid,wall_rim_neg_z_span_mm,wall_rim_neg_centroid_x_mm,wall_rim_neg_centroid_y_mm,wall_rim_neg_centroid_z_mm,wall_rim_neg_loaded,wall_rim_neg_normal_force_socket_x_n,wall_rim_neg_normal_force_socket_y_n,wall_rim_neg_normal_force_socket_z_n,wall_rim_other_point_count,wall_rim_other_normal_load_n,wall_rim_other_max_point_normal_load_n,wall_rim_other_z_min_mm,wall_rim_other_z_max_mm,wall_rim_other_z_span_valid,wall_rim_other_z_span_mm,wall_rim_other_centroid_x_mm,wall_rim_other_centroid_y_mm,wall_rim_other_centroid_z_mm,wall_rim_other_loaded,wall_rim_other_normal_force_socket_x_n,wall_rim_other_normal_force_socket_y_n,wall_rim_other_normal_force_socket_z_n,wall_rim_both_sides_loaded,wall_rim_centroid_axial_span_mm,wall_rim_centroid_distance_mm,region_load_partition_error_n,region_state_observed,source_raw,raw_normal_contact_count_all,raw_loaded_normal_count,source_csv_minus_raw_normal_load_n
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,reference,depth_gate,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/insertion.csv,4640.0,true,97.0,0.20208333333333334,false,false,settle,9.66666666666671,9.66666717082262,,17.991168051958084,0.05233915627441309,-0.12105703353881836,0.009715259693621192,0.001161622116342187,0.0,0.0,0.0066911388785229065,0.055952909680744456,16.49116824827097,true,true,,,,false,,false,,0.0,0,,,,false,,,,,0,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,,,,false,,,,,0,0,0,,,,false,,,,,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,false,,,0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/insertion_contacts.jsonl.gz,55,0,0.0
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,reference,reference_terminal,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/insertion.csv,5600.0,true,481.0,1.0020833333333332,false,false,hold,11.666666666668302,11.666667275130749,,17.991246283054352,0.048456642643301504,-0.12177228927612305,0.012386565686028916,0.0005665970384143293,0.0,0.0,0.006771958851459203,0.055952909680744456,16.491246474813767,true,true,,,,false,,false,,0.0,0,,,,false,,,,,0,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,,,,false,,,,,0,0,0,,,,false,,,,,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,false,,,0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/insertion_contacts.jsonl.gz,59,0,0.0
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,reference,reference_normal_load_peak,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/insertion.csv,2542.0,true,1583.0,3.2979166666666666,false,false,insert,5.295833333333033,5.295833609532565,,1.27389430999756,0.18871159039859822,-0.43487548828125,0.05076430898043327,13.150410652160645,10.935748100280762,0.0,0.0252191075560404,0.06852804166478502,,true,true,,,,false,,false,,10.935746839822968,3,10.890016555786133,24.242162704467773,24.242818355560303,true,0.0006556510925292969,-4.409551625729859,0.395885638807754,24.242162781408044,10.935746839822968,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,3,10.935746839822968,10.890016555786133,24.242162704467773,24.242818355560303,true,0.0006556510925292969,-4.409551625729859,0.395885638807754,24.242162781408044,1.0,0,0,,,,false,,,,,0.0,2,10.890016555786133,24.242162704467773,24.242177605628967,true,1.4901161193847656e-05,-4.409551610761966,0.395885637509629,24.242162766441567,10.935497187078,0,0,,,,false,,,,,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,false,,,0.0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/insertion_contacts.jsonl.gz,65,3,1.26045779325068e-06
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,straight,stop_end,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/final_retreat.csv,120.0,true,120.0,0.25,false,false,stop,11.916666666668501,11.916667288169265,0.25,17.98413097858429,0.05233915627441309,-0.11658668518066406,0.0285276382783195,0.0018125968053936958,0.0,0.0,0.007310298769880319,0.03956468118525214,16.484131191973233,true,true,true,,true,false,,false,,0.0,0,,,,false,,,,,0,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,,,,false,,,,,0,0,0,,,,false,,,,,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,false,,,0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/final_retreat_contacts.jsonl.gz,58,0,0.0
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,straight,retreat_wrist_peak,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/final_retreat.csv,1023.0,true,903.0,1.8812499999999999,false,false,retreat,13.797916666669998,13.797917386284098,2.13125,10.767364501953127,0.11014342980975618,-0.19592046737670898,0.0338040481437929,3.568729877471924,2.7208914756774902,0.0,0.013477128959493712,0.07912936237050427,9.267365434639263,true,true,true,,true,false,,true,0.0,0.0,2,2.7150096893310547,14.73439484834671,14.73439484834671,true,0.0,-4.128515702642299,0.7218200912293979,14.73439484834671,2.7208914663642645,2,2.7208914663642645,2.7150096893310547,14.73439484834671,14.73439484834671,true,0.0,-4.128515702642299,0.7218200912293979,14.73439484834671,1.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,1,2.7150096893310547,14.73439484834671,14.73439484834671,false,,-4.128515702642299,0.721820091229398,14.73439484834671,2.7150096893310547,2,2.7208914663642645,2.7150096893310547,14.73439484834671,14.73439484834671,true,0.0,-4.128515702642299,0.7218200912293979,14.73439484834671,0,0,,,,false,,,,,false,0,0,0,2,2.7208914663642645,2.7150096893310547,14.73439484834671,14.73439484834671,true,0.0,-4.128515702642299,0.7218200912293979,14.73439484834671,true,2.6808416548076655,-0.46512890854412126,0.0,0,0,,,,false,,,,,false,0,0,0,false,,,0.0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/final_retreat_contacts.jsonl.gz,48,2,9.313225746154785e-09
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,straight,retreat_wrist_mean100ms_peak_end,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/final_retreat.csv,889.0,true,769.0,1.6020833333333333,false,false,retreat,13.51875000000311,13.518750705057755,1.8520833333333333,11.883386969566347,0.03956468264845247,-0.18924474716186523,0.0485227610624861,1.5498634576797485,1.2530783414840698,0.0,0.022076657842262648,0.06852804166478502,10.38338709199706,true,true,true,,true,false,,false,,1.2530784162263444,4,1.24764883518219,24.000026285648346,24.000026285648346,true,0.0,-4.093587379759261,0.9075250207425832,24.000026285648346,1.2530784162263444,0,0,,,,false,,,,,0.0,4,1.2530784162263444,1.24764883518219,24.000026285648346,24.000026285648346,true,0.0,-4.093587379759261,0.9075250207425832,24.000026285648346,1.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,1,1.24764883518219,24.000026285648346,24.000026285648346,false,,-4.09358737624372,0.9075249968427659,24.000026285648346,1.24764883518219,4,1.2530784162263444,1.24764883518219,24.000026285648346,24.000026285648346,true,0.0,-4.093587379759261,0.9075250207425832,24.000026285648346,0,0,,,,false,,,,,false,0,0,0,4,1.2530784162263444,1.24764883518219,24.000026285648346,24.000026285648346,true,0.0,-4.093587379759261,0.9075250207425832,24.000026285648346,true,1.2236875002575143,-0.2698067949881348,0.0,0,0,,,,false,,,,,false,0,0,0,false,,,0.0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/final_retreat_contacts.jsonl.gz,50,4,-7.474227459169924e-08
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,straight,retreat_normal_load_peak,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/final_retreat.csv,1335.0,true,1215.0,2.53125,false,false,retreat,14.447916666670515,14.44791742018424,2.78125,7.046455144882204,0.1083523598284494,-0.19431114196777344,0.043904725316679105,2.9072000980377197,3.6418497562408447,0.0,0.011386573532945476,0.06852804166478502,5.546456032885303,true,true,true,,true,false,,true,0.0,0.0,2,3.633976697921753,18.457993865013123,18.457993865013123,true,0.0,-4.124581795804114,0.7333450915783409,18.457993865013123,3.6418497869744897,2,3.6418497869744897,3.633976697921753,18.457993865013123,18.457993865013123,true,0.0,-4.124581795804114,0.7333450915783409,18.457993865013123,1.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,1,3.633976697921753,18.457993865013123,18.457993865013123,false,,-4.124581795804113,0.733345091578341,18.457993865013123,3.633976697921753,2,3.6418497869744897,3.633976697921753,18.457993865013123,18.457993865013123,true,0.0,-4.124581795804114,0.7333450915783409,18.457993865013123,0,0,,,,false,,,,,false,0,0,0,2,3.6418497869744897,3.633976697921753,18.457993865013123,18.457993865013123,true,0.0,-4.124581795804114,0.7333450915783409,18.457993865013123,true,3.586547419566685,-0.6322665745216816,0.0,0,0,,,,false,,,,,false,0,0,0,false,,,0.0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/final_retreat_contacts.jsonl.gz,50,2,-3.073364496231079e-08
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,realign,stop_end,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/terminal_realign_recovery.csv,120.0,true,120.0,0.25,false,false,stop,11.916666666664433,11.916667288169265,0.25,17.98413097858429,0.05233915627441309,-0.11658668518066406,0.0285276382783195,0.0018125968053936958,0.0,0.0,0.007310298769880319,0.03956468118525214,16.484131191973233,true,true,true,true,true,false,,false,,0.0,0,,,,false,,,,,0,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,,,,false,,,,,0,0,0,,,,false,,,,,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,false,,,0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/terminal_realign_recovery_contacts.jsonl.gz,58,0,0.0
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,realign,retreat_wrist_peak,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/terminal_realign_recovery.csv,1627.0,true,547.0,1.1395833333333334,false,false,retreat,15.056249999994911,15.056250785244629,3.3895833333333334,14.145904779434206,0.09278741380920028,-0.19413232803344727,-0.04807516233995557,4.586472988128662,3.7438206672668457,0.0,0.008607991730968934,0.06852804166478502,12.645905421168674,true,true,true,true,true,false,,true,0.0,0.0,2,3.7357289791107178,11.357191950082779,11.357191950082779,true,0.0,-4.090547584162368,-0.9169533892018767,11.357191950082779,3.7438206039369106,2,3.7438206039369106,3.7357289791107178,11.357191950082779,11.357191950082779,true,0.0,-4.090547584162368,-0.9169533892018767,11.357191950082779,1.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,1,3.7357289791107178,11.357191950082779,11.357191950082779,false,,-4.090547584162368,-0.9169533892018767,11.357191950082779,3.7357289791107178,2,3.7438206039369106,3.7357289791107178,11.357191950082779,11.357191950082779,true,0.0,-4.090547584162368,-0.9169533892018767,11.357191950082779,0,0,,,,false,,,,,false,0,0,0,2,3.7438206039369106,3.7357289791107178,11.357191950082779,11.357191950082779,true,0.0,-4.090547584162368,-0.9169533892018767,11.357191950082779,true,3.6545275126512373,0.8127932168343159,0.0,0,0,,,,false,,,,,false,0,0,0,false,,,0.0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/terminal_realign_recovery_contacts.jsonl.gz,53,2,6.332993507385254e-08
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,realign,retreat_wrist_mean100ms_peak_end,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/terminal_realign_recovery.csv,1631.0,true,551.0,1.1479166666666667,false,false,retreat,15.064583333328237,15.06458411901258,3.3979166666666667,14.093832671642305,0.07661668268387072,-0.14251470565795898,-0.0679962249705568,0.08276370912790298,0.0,0.0,0.0169745362654794,0.055952909680744456,12.593833111570946,true,true,true,true,true,false,,false,,0.0,0,,,,false,,,,,0,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,0,,,,false,,,,,,0,,,,false,,,,,0,0,0,,,,false,,,,,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,0,0,,,,false,,,,,false,0,0,0,false,,,0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/terminal_realign_recovery_contacts.jsonl.gz,50,0,0.0
m_d18_fs100_fd100_a00,m_d18_fs100_fd100_a00_try00,m_d18_fs100_fd100_a00_try00,18.0,0.0,1.0,1.0,0.19899400710569026,realign,retreat_normal_load_peak,true,,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/terminal_realign_recovery.csv,1627.0,true,547.0,1.1395833333333334,false,false,retreat,15.056249999994911,15.056250785244629,3.3895833333333334,14.145904779434206,0.09278741380920028,-0.19413232803344727,-0.04807516233995557,4.586472988128662,3.7438206672668457,0.0,0.008607991730968934,0.06852804166478502,12.645905421168674,true,true,true,true,true,false,,true,0.0,0.0,2,3.7357289791107178,11.357191950082779,11.357191950082779,true,0.0,-4.090547584162368,-0.9169533892018767,11.357191950082779,3.7438206039369106,2,3.7438206039369106,3.7357289791107178,11.357191950082779,11.357191950082779,true,0.0,-4.090547584162368,-0.9169533892018767,11.357191950082779,1.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,0,0,,,,false,,,,,0.0,1,3.7357289791107178,11.357191950082779,11.357191950082779,false,,-4.090547584162368,-0.9169533892018767,11.357191950082779,3.7357289791107178,2,3.7438206039369106,3.7357289791107178,11.357191950082779,11.357191950082779,true,0.0,-4.090547584162368,-0.9169533892018767,11.357191950082779,0,0,,,,false,,,,,false,0,0,0,2,3.7438206039369106,3.7357289791107178,11.357191950082779,11.357191950082779,true,0.0,-4.090547584162368,-0.9169533892018767,11.357191950082779,true,3.6545275126512373,0.8127932168343159,0.0,0,0,,,,false,,,,,false,0,0,0,false,,,0.0,true,/home/zephyr/Downloads/Franka-R3-Safe-Recovery-main (1)/Franka-R3-Safe-Recovery-main/outputs/Forge-Mechanics-RateBoundary480-20260915/m_d18_fs100_fd100_a00_try00/terminal_realign_recovery_contacts.jsonl.gz,53,2,6.332993507385254e-08
