case_id,physical_plan_equal,both_complete,a_target_depth_mm,b_target_depth_mm,a_pair_static_friction,b_pair_static_friction,a_pair_dynamic_friction,b_pair_dynamic_friction,a_tilt_amplitude_deg,b_tilt_amplitude_deg,a_physics_and_control_hz,a_status,a_reference_state,a_reference_termination_reason,a_numerically_valid,a_reference_protocol_completed,a_grasp_retained,a_reference_within_budget,a_terminal_depth_mm,a_terminal_actual_tilt_deg,a_terminal_command_tilt_deg,a_tilt_terminal_depth_loss_mm,a_max_normal_load_n,a_reference_peak_wrist_force_n,a_reference_peak_wrist_force_mean100ms_within_phase_n,a_reference_peak_normal_load_mean100ms_within_phase_n,a_insert_peak_wrist_force_n,a_insert_peak_wrist_force_mean100ms_n,a_insert_peak_normal_load_n,a_insert_peak_normal_load_mean100ms_n,a_hold_peak_normal_load_mean100ms_n,a_hold_peak_wrist_force_mean100ms_n,a_max_grasp_slip_mm,a_max_grasp_slip_deg,a_max_penetration_mm,a_straight_retreat_observed,a_straight_reason,a_straight_numerically_valid,a_straight_grasp_retained,a_straight_label_eligible,a_straight_safe_recovery,a_straight_cleared,a_straight_recovery_censored,a_straight_duration_s,a_straight_stop_peak_wrist_force_n,a_straight_retreat_peak_wrist_force_n,a_straight_retreat_peak_wrist_force_mean100ms_n,a_straight_max_wrist_force_n,a_straight_retreat_peak_contact_downward_resistance_n,a_straight_retreat_peak_contact_downward_resistance_mean100ms_n,a_straight_retreat_peak_contact_normal_axial_resistance_n,a_straight_retreat_peak_contact_friction_axial_resistance_n,a_straight_retreat_max_depth_tracking_error_mm,a_straight_max_penetration,a_paired_state,a_paired_results_known,a_paired_costs_complete,a_realign_reason,a_realign_replay_matched,a_realign_replay_prefix_matched,a_realign_replay_prefix_equal,a_realign_numerically_valid,a_matched_realign_safe_recovery,a_matched_realign_cleared,a_matched_realign_recovery_censored,a_matched_realign_duration_s,a_matched_realign_max_wrist_force_n,a_matched_realign_stop_peak_wrist_force_n,a_matched_realign_realign_peak_wrist_force_n,a_matched_realign_retreat_peak_wrist_force_n,a_matched_realign_retreat_peak_wrist_force_mean100ms_n,b_physics_and_control_hz,b_status,b_reference_state,b_reference_termination_reason,b_numerically_valid,b_reference_protocol_completed,b_grasp_retained,b_reference_within_budget,b_terminal_depth_mm,b_terminal_actual_tilt_deg,b_terminal_command_tilt_deg,b_tilt_terminal_depth_loss_mm,b_max_normal_load_n,b_reference_peak_wrist_force_n,b_reference_peak_wrist_force_mean100ms_within_phase_n,b_reference_peak_normal_load_mean100ms_within_phase_n,b_insert_peak_wrist_force_n,b_insert_peak_wrist_force_mean100ms_n,b_insert_peak_normal_load_n,b_insert_peak_normal_load_mean100ms_n,b_hold_peak_normal_load_mean100ms_n,b_hold_peak_wrist_force_mean100ms_n,b_max_grasp_slip_mm,b_max_grasp_slip_deg,b_max_penetration_mm,b_straight_retreat_observed,b_straight_reason,b_straight_numerically_valid,b_straight_grasp_retained,b_straight_label_eligible,b_straight_safe_recovery,b_straight_cleared,b_straight_recovery_censored,b_straight_duration_s,b_straight_stop_peak_wrist_force_n,b_straight_retreat_peak_wrist_force_n,b_straight_retreat_peak_wrist_force_mean100ms_n,b_straight_max_wrist_force_n,b_straight_retreat_peak_contact_downward_resistance_n,b_straight_retreat_peak_contact_downward_resistance_mean100ms_n,b_straight_retreat_peak_contact_normal_axial_resistance_n,b_straight_retreat_peak_contact_friction_axial_resistance_n,b_straight_retreat_max_depth_tracking_error_mm,b_straight_max_penetration,b_paired_state,b_paired_results_known,b_paired_costs_complete,b_realign_reason,b_realign_replay_matched,b_realign_replay_prefix_matched,b_realign_replay_prefix_equal,b_realign_numerically_valid,b_matched_realign_safe_recovery,b_matched_realign_cleared,b_matched_realign_recovery_censored,b_matched_realign_duration_s,b_matched_realign_max_wrist_force_n,b_matched_realign_stop_peak_wrist_force_n,b_matched_realign_realign_peak_wrist_force_n,b_matched_realign_retreat_peak_wrist_force_n,b_matched_realign_retreat_peak_wrist_force_mean100ms_n,initial_delta_depth_mm,initial_delta_tip_x_mm,initial_delta_tip_y_mm,initial_delta_tilt_deg,initial_delta_wrist_force_n,initial_delta_grasp_slip_mm,initial_tip_position_distance_mm,initial_peg_orientation_distance_deg,initial_hand_position_distance_mm,initial_hand_orientation_distance_deg,initial_joint_position_max_difference_rad,initial_joint_velocity_max_difference_rad_s,initial_peg_linear_velocity_distance_m_s,initial_peg_angular_velocity_distance_rad_s,initial_grasp_position_distance_mm,initial_grasp_orientation_distance_deg
m_d18_fs100_fd100_a00,True,True,18.0,18.0,1.0,1.0,1.0,1.0,0.0,0.0,240,complete,valid_protocol_completed,reference_complete,True,True,True,True,17.94820800423622,0.019782341029446364,0.0,0.1023411750793457,0.3953914940357208,0.41461625695228577,0.07732061079392831,0.04283254725548128,0.41461625695228577,0.07732061079392831,0.3953914940357208,0.04283254725548128,0.0,0.0031134253905899336,0.02331748510187026,0.09691328065893987,0.0,True,cleared,True,True,True,True,True,False,4.733333333333333,0.014567820355296135,0.39565563201904297,0.08199494498937081,0.39565563201904297,0.3876436948776245,0.05120707081611423,0.0,0.3876436948776245,0.6352790693442039,0.0004897403300674341,matched_results_known,True,True,cleared,True,True,True,True,True,True,False,6.733333333333333,0.4724390208721161,0.014567820355296135,0.011637894436717033,0.4724390208721161,0.07752776386526723,480,complete,valid_protocol_completed,reference_complete,True,True,True,True,17.991246283054352,0.048456642643301504,0.0,-7.82310962677002e-05,10.935748100280762,13.150410652160645,0.3405984735970075,0.22782808542251587,13.150410652160645,0.3405984735970075,10.935748100280762,0.22782808542251587,0.0,0.002551420447161945,0.0252191075560404,0.09691328065893987,0.004385027295938926,True,cleared,True,True,True,True,True,False,4.739583333333333,0.02917138859629631,3.568729877471924,0.36230997456004843,3.568729877471924,2.7886929512023926,0.25089135243068483,0.0,2.7886929512023926,1.07267447312673,0.0002997324770603882,matched_results_known,True,True,cleared,True,True,True,True,True,True,False,6.735416666666667,4.586472988128662,0.02917138859629631,0.022031420841813087,4.586472988128662,0.3983079612565537,0.3357231616973877,-0.4926323890686035,-0.12376563245197758,0.10993917119995181,0.0009611731511540711,0.0,0.6088634032652712,0.15259602485442084,0.532265438703047,0.163918405827523,0.0027348995208740234,0.006388363777659833,0.00973323032434626,0.43263738770857135,0.010994302936202132,0.059312776884636785
m_d18_fs100_fd100_a1p5,True,True,18.0,18.0,1.0,1.0,1.0,1.0,1.5,1.5,240,complete,valid_protocol_completed,reference_complete,True,True,True,True,18.227891623973846,1.4391266526571378,1.5,-0.17734244465827942,6.308088302612305,3.5568809509277344,1.8532681713501613,3.9039244850476584,0.41461625695228577,0.07732061079392831,0.3953914940357208,0.04283254725548128,3.9039244850476584,1.8532681713501613,0.02331748510187026,0.09691328065893987,0.007583489150420064,True,cleared,True,True,True,True,True,False,4.825,3.754587411880493,4.583499431610107,2.2026010068754354,4.583499431610107,5.249064922332764,1.5112235993146896,0.0,5.249064922332764,2.7032494147618618,0.02567716728663072,matched_results_known,True,True,cleared,True,True,True,True,True,True,False,6.791666666666667,3.754587411880493,3.754587411880493,2.282222032546997,1.150869369506836,0.08816228426682453,480,complete,valid_protocol_completed,reference_complete,True,True,True,True,18.3578222990036,1.3607061960275437,1.5,-0.36665424704551697,20.641307830810547,13.150410652160645,5.314753787902494,7.484918592187266,13.150410652160645,0.3405984735970075,10.935748100280762,0.22782808542251587,7.484918592187266,5.314753787902494,0.044269188947509974,0.15323335969831878,0.0112029865704244,True,cleared,True,True,True,True,True,False,4.833333333333333,6.526978015899658,5.491099834442139,1.0004024273560692,6.526978015899658,5.297093391418457,0.5864966963478461,0.0,5.297093391418457,1.1963446239630393,0.01869155494205188,matched_results_known,True,True,cleared,True,True,True,True,True,True,False,6.810416666666667,8.5201416015625,6.526978015899658,8.5201416015625,3.229278564453125,0.2714643849564406,0.3357231616973877,-0.4926323890686035,-0.12376563245197758,0.10993917119995181,0.0009611731511540711,0.0,0.6088634032652712,0.15259602485442084,0.532265438703047,0.163918405827523,0.0027348995208740234,0.006388363777659833,0.00973323032434626,0.43263738770857135,0.010994302936202132,0.059312776884636785
