trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,sample_role,split_group_id,path_group_id,severity_deg,ramp_onset_mm,ramp_full_depth_mm,final_offset_x_mm,final_offset_y_mm,final_roll_deg,final_pitch_deg,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm
b000_try00,0,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b000_try00,complete,boundary_characterization,b_d5_x_pitch_+1_combined,b_d5_x_pitch_+1_combined,3.0,5.0,20.0,0.5,0.0,0.0,3,False,2.9374425411224365,0.04516499117016792,2.3499538898468018,0.041492563468636945,19.39430609345436,False,False,False,True,True,True,0.022691654521622695,0.07912936237050427,2.5887742042541504,0.20645621418952942
b001_try00,1,0,offset_tilt,0.0,0.0,0.0,0.0,8.0,b001_try00,complete,boundary_characterization,b_d10_y_roll_-1_combined,b_d10_y_roll_-1_combined,6.0,10.0,20.0,0.0,-1.0,-6,0.0,False,3.757094144821167,0.1663774996995926,19.938343048095703,0.1013008295558393,17.45549365878105,True,False,False,True,True,True,0.07287492189789191,0.15323335969831878,3.306211471557617,0.1983148753643036
