trajectory_id,folder,family,slot,parent_numerically_valid,parent_complete,checkpoint_depth_mm,reached,reference_time_s,checkpoint_kind,prefix_numerically_valid,Y_R_tested,label_reason,depth_mm,force_n,torque_nm,normal_load_n,tilt_deg,tip_x_mm,tip_y_mm,prefix_max_force_n,prefix_max_torque_nm,prefix_max_normal_load_n,prefix_max_penetration_mm,fx,fy,fz,taux,tauy,tauz,vx,vy,vz,omegax,omegay,omegaz,qw,qx,qy,qz,joint1_rad,joint_velocity1_rad_s,joint2_rad,joint_velocity2_rad_s,joint3_rad,joint_velocity3_rad_s,joint4_rad,joint_velocity4_rad_s,joint5_rad,joint_velocity5_rad_s,joint6_rad,joint_velocity6_rad_s,joint7_rad,joint_velocity7_rad_s,sample_role,split_group_id,path_group_id,severity_deg,ramp_onset_mm,ramp_full_depth_mm,final_offset_x_mm,final_offset_y_mm,final_roll_deg,final_pitch_deg
b000_try00,b000_try00,offset_tilt,0,True,True,5.0,True,6.066666666666414,fixed_depth,True,1,safe_policy_witness,5.01118376851082,0.0,0.0,0.0,0.027976455118293345,-0.06592273712158203,0.012330969184404239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010834857821464539,-0.006357333157211542,-0.0020643703173846006,0.482879638671875,0.08175741136074066,0.07568857073783875,-2.2144182366901077e-05,0.0002539476554375142,-5.2282110118540004e-05,1.0,-0.4826134145259857,0.0012371904449537396,0.5253198146820068,0.011741834692656994,0.4921179711818695,-0.0023626345209777355,-2.0191471576690674,0.002713233232498169,-0.3826586902141571,-0.010600576177239418,2.4544003009796143,0.00834209006279707,1.0388119220733643,0.006879904773086309,boundary_characterization,b_d5_x_pitch_+1_combined,b_d5_x_pitch_+1_combined,3.0,5.0,20.0,0.5,0.0,0.0,3
b000_try00,b000_try00,offset_tilt,0,True,True,10.0,True,6.991666666666362,fixed_depth,True,1,safe_policy_witness,10.023979097604753,0.00019741056894417852,8.980862844509829e-07,0.0,0.6113380511707087,0.3923773765563965,-0.02557468724262435,0.00019741056894417852,8.980862844509829e-07,0.0,0.0,8.414082941499146e-08,9.773871170182247e-07,0.00019740813877433538,-8.427533515487085e-08,-8.941121905081673e-07,4.471608860967535e-09,0.0026151579804718494,0.00039509302587248385,-0.0026478914078325033,0.011865761131048203,-0.132631316781044,-0.08748859912157059,0.00010046846000477672,0.005336128640919924,1.3548749848268926e-05,0.9999857544898987,-0.4793156087398529,0.0022614533081650734,0.5416443943977356,0.02068028412759304,0.4899163842201233,0.0004962131497450173,-2.0062520503997803,0.019173474982380867,-0.38885554671287537,-0.005536528304219246,2.445453405380249,-0.020515432581305504,1.0421960353851318,0.001808592234738171,boundary_characterization,b_d5_x_pitch_+1_combined,b_d5_x_pitch_+1_combined,3.0,5.0,20.0,0.5,0.0,0.0,3
b000_try00,b000_try00,offset_tilt,0,True,True,15.0,True,8.074999999999633,fixed_depth,True,1,safe_policy_witness,15.031935274600984,0.10212123394012451,0.0014013834297657013,0.08169698715209961,1.682257459460463,0.09441375732421875,0.0027637365747068543,0.692010223865509,0.009415044449269772,0.5536081194877625,0.003770302555494709,-0.07974757254123688,-0.005063082091510296,0.06358801573514938,8.33506855997257e-05,-0.0013988857390359044,-6.851260877738241e-06,0.000697643612511456,0.0001745743938954547,-0.0010876369196921587,0.008959507569670677,-0.01681610941886902,0.01333127822726965,-0.00011554907541722059,0.014679471962153912,-2.459661482134834e-05,0.9998921751976013,-0.47765612602233887,0.0016314852982759476,0.5607002377510071,0.014956311322748661,0.4909520447254181,0.00048137392150238156,-1.9876421689987183,0.015135066583752632,-0.3933781087398529,-0.0033411772456020117,2.424053192138672,-0.016465522348880768,1.0433459281921387,0.0011900198878720403,boundary_characterization,b_d5_x_pitch_+1_combined,b_d5_x_pitch_+1_combined,3.0,5.0,20.0,0.5,0.0,0.0,3
b000_try00,b000_try00,offset_tilt,0,True,True,20.0,False,,fixed_depth,False,,checkpoint_not_reached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boundary_characterization,b_d5_x_pitch_+1_combined,b_d5_x_pitch_+1_combined,3.0,5.0,20.0,0.5,0.0,0.0,3
b000_try00,b000_try00,offset_tilt,0,True,True,19.39430609345436,True,10.999999999999469,terminal,True,1,safe_policy_witness,19.39430609345436,0.7186795473098755,0.01264193281531334,0.5749481320381165,2.8540991737829,-0.41407346725463867,0.016813664842629805,2.9374425411224365,0.04516499117016792,2.3499538898468018,0.041492563468636945,-0.5532586574554443,-0.0243361908942461,0.4580533802509308,0.0005035443464294076,-0.012631086632609367,-0.00014337070751935244,0.0011486525181680918,5.928838800173253e-05,0.001901688752695918,0.0032976267393678427,-0.05821935087442398,0.05520513281226158,-0.0002495980297680944,0.024904074147343636,-0.00011207112402189523,0.9996897578239441,-0.47706595063209534,-0.0006895760889165103,0.579236626625061,-0.00013543787645176053,0.4935781955718994,0.00099885743111372,-1.9679436683654785,0.0007555045303888619,-0.3969234824180603,0.00037378710112534463,2.3990588188171387,-0.004690062254667282,1.0438827276229858,0.00019560717919375747,boundary_characterization,b_d5_x_pitch_+1_combined,b_d5_x_pitch_+1_combined,3.0,5.0,20.0,0.5,0.0,0.0,3
b001_try00,b001_try00,offset_tilt,1,True,True,5.0,True,6.066666666661149,fixed_depth,True,1,safe_policy_witness,5.01118376851082,0.0,0.0,0.0,0.027976455118293345,-0.06592273712158203,0.012330969184404239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010834857821464539,-0.006357333157211542,-0.0020643703173846006,0.482879638671875,0.08175741136074066,0.07568857073783875,-2.2144182366901077e-05,0.0002539476554375142,-5.2282110118540004e-05,1.0,-0.4826134145259857,0.0012371904449537396,0.5253198146820068,0.011741834692656994,0.4921179711818695,-0.0023626345209777355,-2.0191471576690674,0.002713233232498169,-0.3826586902141571,-0.010600576177239418,2.4544003009796143,0.00834209006279707,1.0388119220733643,0.006879904773086309,boundary_characterization,b_d10_y_roll_-1_combined,b_d10_y_roll_-1_combined,6.0,10.0,20.0,0.0,-1.0,-6,0.0
b001_try00,b001_try00,offset_tilt,1,True,True,10.0,True,6.974999999993656,fixed_depth,True,1,safe_policy_witness,10.00880226492882,0.0,0.0,0.0,0.027976455118293345,-0.06216764450073242,0.0038129855965962633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015202803770080209,0.0003150349948555231,-0.0016616052016615868,0.01947171613574028,0.10226915776729584,0.09008274972438812,-5.219615104579134e-06,0.0002452390326652676,-3.101470792898908e-05,0.9999998807907104,-0.48121780157089233,0.0013634545030072331,0.5361219048500061,0.011685175821185112,0.4894348382949829,-0.0024847721215337515,-2.017953634262085,0.002733237110078335,-0.3921038806438446,-0.010596247389912605,2.462200880050659,0.008305859751999378,1.0449581146240234,0.006864994298666716,boundary_characterization,b_d10_y_roll_-1_combined,b_d10_y_roll_-1_combined,6.0,10.0,20.0,0.0,-1.0,-6,0.0
b001_try00,b001_try00,offset_tilt,1,True,True,15.0,True,8.016666666659376,fixed_depth,True,1,safe_policy_witness,15.013796836137773,0.0,0.0,0.0,2.033843036855474,0.0756382942199707,-0.015022349543869495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003135354956611991,0.0014878790825605392,-0.0016450982075184584,-0.025590330362319946,-0.21895650029182434,-0.13328048586845398,3.60593585355673e-05,-0.0002334595046704635,0.017746267840266228,0.9998425245285034,-0.47790631651878357,0.005360960960388184,0.5500765442848206,0.014099677093327045,0.4948764741420746,0.007111380808055401,-2.0121865272521973,0.008367948234081268,-0.462199330329895,-0.08287782222032547,2.4556894302368164,-0.01669488660991192,1.1061559915542603,0.0732787698507309,boundary_characterization,b_d10_y_roll_-1_combined,b_d10_y_roll_-1_combined,6.0,10.0,20.0,0.0,-1.0,-6,0.0
b001_try00,b001_try00,offset_tilt,1,True,True,20.0,False,,fixed_depth,False,,checkpoint_not_reached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boundary_characterization,b_d10_y_roll_-1_combined,b_d10_y_roll_-1_combined,6.0,10.0,20.0,0.0,-1.0,-6,0.0
b001_try00,b001_try00,offset_tilt,1,True,True,17.442313581705093,True,10.999999999989996,terminal,True,1,safe_policy_witness,17.442313581705093,0.667235255241394,0.13052494823932648,16.0621280670166,4.129056120816143,0.0034570693969726562,-0.6531524704769254,3.757094144821167,0.1663774996995926,19.938343048095703,0.1013008295558393,-0.11347240209579468,0.054509781301021576,0.6552523374557495,0.13050539791584015,-0.002129967790096998,0.0007520883809775114,0.0002909360337071121,-0.00025001494213938713,-0.0015345591818913817,-0.12806420028209686,-0.05657462775707245,0.027326790615916252,-0.00017236876010429114,0.0005852728500030935,0.03602021560072899,0.9993508458137512,-0.4743633568286896,-9.986350050894544e-05,0.5597226619720459,0.0006087790243327618,0.5017561912536621,0.0005155891412869096,-2.0040957927703857,0.001026810728944838,-0.5282906889915466,0.006838846020400524,2.437040090560913,-0.0009211442084051669,1.1639964580535889,-0.005033349152654409,boundary_characterization,b_d10_y_roll_-1_combined,b_d10_y_roll_-1_combined,6.0,10.0,20.0,0.0,-1.0,-6,0.0
