trajectory_id,checkpoint_id,checkpoint_kind,checkpoint_depth_mm,depth_mm,reached,parent_numerically_valid,parent_complete,Y_R_tested,label_reason,parent_insertion_success,parent_stalled,tilt_deg,command_tilt_deg,wrist_force_n,case_id,radial_clearance_mm,effective_radial_clearance_mm,hole_diameter_mm,peg_diameter_mm,tilt_onset_fraction,tilt_onset_mm,tilt_amplitude_deg,tilt_sign,tilt_axis,tilt_ramp_duration_s,straight_probe_present,straight_label_eligible,straight_replay_matched,straight_safe_recovery,straight_reason,straight_termination_reason,straight_recovery_censored,straight_termination_phase,straight_numerically_valid,straight_grasp_retained,straight_cleared,straight_force_budget_exceeded,straight_torque_budget_exceeded,straight_max_wrist_force_n,straight_max_wrist_torque_nm,straight_duration_s,straight_clear_time_s,straight_stop_peak_wrist_force_n,straight_realign_peak_wrist_force_n,straight_retreat_peak_wrist_force_n,straight_retreat_peak_wrist_force_mean100ms_n,straight_retreat_peak_wrist_world_z_abs_n,straight_retreat_peak_wrist_world_z_abs_mean100ms_n,straight_retreat_peak_contact_downward_resistance_n,straight_retreat_actual_withdrawal_mm,straight_retreat_commanded_withdrawal_mm,straight_retreat_contact_resistive_work_j,realign_probe_present,realign_label_eligible,realign_replay_matched,realign_safe_recovery,realign_reason,realign_termination_reason,realign_recovery_censored,realign_termination_phase,realign_numerically_valid,realign_grasp_retained,realign_cleared,realign_force_budget_exceeded,realign_torque_budget_exceeded,realign_max_wrist_force_n,realign_max_wrist_torque_nm,realign_duration_s,realign_clear_time_s,realign_stop_peak_wrist_force_n,realign_realign_peak_wrist_force_n,realign_retreat_peak_wrist_force_n,realign_retreat_peak_wrist_force_mean100ms_n,realign_retreat_peak_wrist_world_z_abs_n,realign_retreat_peak_wrist_world_z_abs_mean100ms_n,realign_retreat_peak_contact_downward_resistance_n,realign_retreat_actual_withdrawal_mm,realign_retreat_commanded_withdrawal_mm,realign_retreat_contact_resistive_work_j,paired_label_eligible,paired_measured
g0100_aligned_try00,pre_tilt,pre_tilt,,,False,True,True,,event_recorded_without_recovery_probe,True,False,,,,g0100_aligned,0.1,0.0990179858211121,8.186,7.986,,,0.0,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_aligned_try00,ramp_complete,ramp_complete,,,False,True,True,,event_recorded_without_recovery_probe,True,False,,,,g0100_aligned,0.1,0.0990179858211121,8.186,7.986,,,0.0,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_aligned_try00,first_stall,first_stall,,,False,True,True,,checkpoint_not_reached,True,False,,,,g0100_aligned,0.1,0.0990179858211121,8.186,7.986,,,0.0,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_aligned_try00,terminal,terminal,20.030879974365234,20.030879974365234,True,True,True,1,safe_policy_witness,True,False,0.048456642643301504,0.0,0.00044555796193890274,g0100_aligned,0.1,0.0990179858211121,8.186,7.986,,,0.0,1,pitch,1.0,True,True,True,True,cleared,cleared,False,retreat,True,True,True,False,False,0.02759152092039585,0.015187540091574192,4.483333333333333,4.483333333333333,0.02759152092039585,,0.018759239464998245,0.008001955226063728,0.014601330272853374,0.005758788902312517,0.011957552284002304,23.36331456899643,23.753303506253353,1.2599034014530772e-06,True,False,False,,replay_mismatch,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_d30_pitch_pos05_try00,pre_tilt,pre_tilt,6.02589324116707,6.02589324116707,True,True,True,,event_recorded_without_recovery_probe,True,False,0.027976455118293345,0.0,0.001148288487456739,g0100_d30_pitch_pos05,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,0.5,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_d30_pitch_pos05_try00,ramp_complete,ramp_complete,11.430380493402483,11.430380493402483,True,True,True,,event_recorded_without_recovery_probe,True,False,0.36045200059642807,0.5,0.5397679805755615,g0100_d30_pitch_pos05,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,0.5,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_d30_pitch_pos05_try00,first_stall,first_stall,,,False,True,True,,checkpoint_not_reached,True,False,,,,g0100_d30_pitch_pos05,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,0.5,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_d30_pitch_pos05_try00,terminal,terminal,20.053265243768692,20.053265243768692,True,True,True,1,safe_policy_witness,True,False,0.52301937574777,0.5,0.021248891949653625,g0100_d30_pitch_pos05,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,0.5,1,pitch,1.0,True,True,True,True,cleared,cleared,False,retreat,True,True,True,False,False,0.42605656385421753,0.03991047665476799,4.483333333333333,4.483333333333333,0.04086659848690033,,0.42605656385421753,0.102955705486238,0.2996446490287781,0.06617522379383445,0.29210302233695984,23.36958423256874,23.771009417590733,0.00019433627654148172,True,False,False,,replay_mismatch,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_d30_pitch_pos20_try00,pre_tilt,pre_tilt,6.02589324116707,6.02589324116707,True,False,True,,event_recorded_without_recovery_probe,False,True,0.027976455118293345,0.0,0.001148288487456739,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_d30_pitch_pos20_try00,ramp_complete,ramp_complete,10.828746110200884,10.828746110200884,True,False,True,,event_recorded_without_recovery_probe,False,True,1.3835251713299739,2.0,0.689793586730957,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_d30_pitch_pos20_try00,first_stall,first_stall,10.848467797040941,10.848467797040941,True,False,True,,numerically_invalid_prefix,False,True,1.7420367340894216,2.0,2.0320892333984375,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
g0100_d30_pitch_pos20_try00,terminal,terminal,10.86864396929741,10.86864396929741,True,False,True,,numerically_invalid_prefix,False,True,1.9896763965319024,2.0,5.47256326675415,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
