trajectory_id,slot,retry,family,offset_x_mm,offset_y_mm,roll_deg,pitch_deg,insertion_duration_s,folder,status,sample_role,split_group_id,path_group_id,final_pitch_deg,case_id,radial_clearance_mm,effective_radial_clearance_mm,hole_diameter_mm,peg_diameter_mm,tilt_onset_fraction,tilt_onset_mm,tilt_amplitude_deg,tilt_sign,tilt_axis,tilt_ramp_duration_s,insertion_success,max_force,max_torque,max_normal_load,max_penetration,max_depth,stalled,force_budget_exceeded,torque_budget_exceeded,numerically_valid,outcome_trustworthy,grasp_retained,max_grasp_slip_mm,max_grasp_slip_deg,max_wrist_force_n,max_wrist_torque_nm,tilt_applicable,tilt_triggered,tilt_ramp_completed,max_actual_tilt_deg,max_command_tilt_deg,terminal_actual_tilt_deg,terminal_command_tilt_deg,tilt_trigger_time_s,tilt_trigger_actual_depth_mm,tilt_trigger_actual_tilt_deg,tilt_trigger_command_tilt_deg,tilt_completion_time_s,tilt_completion_actual_depth_mm,tilt_completion_actual_tilt_deg,tilt_completion_command_tilt_deg,continuation_straight_present,continuation_straight_origin,continuation_straight_safe_recovery,continuation_straight_numerically_valid,continuation_straight_grasp_retained,continuation_straight_cleared,continuation_straight_force_budget_exceeded,continuation_straight_torque_budget_exceeded,continuation_straight_max_force,continuation_straight_max_torque,continuation_straight_max_wrist_force_n,continuation_straight_max_wrist_torque_nm,continuation_straight_max_normal_load,continuation_straight_max_penetration,continuation_straight_recovery_work_j,continuation_straight_clear_time_s,continuation_straight_duration_s,continuation_straight_reason,continuation_straight_force_axis_frame,continuation_straight_wrist_axial_signal,continuation_straight_retreat_contact_resistance_definition,continuation_straight_moving_average_support_s,continuation_straight_stop_observed,continuation_straight_stop_sample_count,continuation_straight_stop_duration_s,continuation_straight_stop_peak_wrist_force_n,continuation_straight_stop_peak_wrist_torque_nm,continuation_straight_stop_peak_wrist_world_z_abs_n,continuation_straight_stop_peak_contact_force_n,continuation_straight_stop_peak_contact_downward_resistance_n,continuation_straight_stop_peak_wrist_force_mean100ms_n,continuation_straight_stop_peak_wrist_world_z_abs_mean100ms_n,continuation_straight_stop_peak_contact_downward_resistance_mean100ms_n,continuation_straight_stop_contact_resistive_work_j,continuation_straight_realign_observed,continuation_straight_realign_sample_count,continuation_straight_realign_duration_s,continuation_straight_realign_peak_wrist_force_n,continuation_straight_realign_peak_wrist_torque_nm,continuation_straight_realign_peak_wrist_world_z_abs_n,continuation_straight_realign_peak_contact_force_n,continuation_straight_realign_peak_contact_downward_resistance_n,continuation_straight_realign_peak_wrist_force_mean100ms_n,continuation_straight_realign_peak_wrist_world_z_abs_mean100ms_n,continuation_straight_realign_peak_contact_downward_resistance_mean100ms_n,continuation_straight_realign_contact_resistive_work_j,continuation_straight_retreat_observed,continuation_straight_retreat_sample_count,continuation_straight_retreat_duration_s,continuation_straight_retreat_peak_wrist_force_n,continuation_straight_retreat_peak_wrist_torque_nm,continuation_straight_retreat_peak_wrist_world_z_abs_n,continuation_straight_retreat_peak_contact_force_n,continuation_straight_retreat_peak_contact_downward_resistance_n,continuation_straight_retreat_peak_wrist_force_mean100ms_n,continuation_straight_retreat_peak_wrist_world_z_abs_mean100ms_n,continuation_straight_retreat_peak_contact_downward_resistance_mean100ms_n,continuation_straight_retreat_contact_resistive_work_j,continuation_straight_clear_hold_observed,continuation_straight_clear_hold_sample_count,continuation_straight_clear_hold_duration_s,continuation_straight_clear_hold_peak_wrist_force_n,continuation_straight_clear_hold_peak_wrist_torque_nm,continuation_straight_clear_hold_peak_wrist_world_z_abs_n,continuation_straight_clear_hold_peak_contact_force_n,continuation_straight_clear_hold_peak_contact_downward_resistance_n,continuation_straight_clear_hold_peak_wrist_force_mean100ms_n,continuation_straight_clear_hold_peak_wrist_world_z_abs_mean100ms_n,continuation_straight_clear_hold_peak_contact_downward_resistance_mean100ms_n,continuation_straight_clear_hold_contact_resistive_work_j,continuation_straight_retreat_start_depth_mm,continuation_straight_retreat_end_depth_mm,continuation_straight_retreat_actual_withdrawal_mm,continuation_straight_retreat_commanded_withdrawal_mm,continuation_straight_retreat_max_depth_tracking_error_mm,continuation_straight_termination_reason,continuation_straight_recovery_censored,continuation_straight_termination_phase
g0100_aligned_try00,0,0,centered,0.0,0.0,0.0,0.0,8.0,g0100_aligned_try00,complete,aligned_control,g0100_aligned,g0100_aligned,0.0,g0100_aligned,0.1,0.0990179858211121,8.186,7.986,,,0.0,1,pitch,1.0,True,0.06544576585292816,0.0001839248143369332,0.05236123502254486,0.0,20.094310492277145,False,False,False,True,True,True,0.02091487476718612,0.08846931922527276,0.09431768208742142,0.00927137490361929,False,False,False,0.0625572578997782,0.0,0.048456642643301504,0.0,,,,,,,,,True,original_reference_continuation_without_replay,True,True,True,True,False,False,0.01984224282205105,3.706718416651711e-05,0.02759152092039585,0.015187540091574192,0.015832096338272095,0.0,1.2599034014530772e-06,4.483333333333333,4.483333333333333,cleared,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.02759152092039585,0.015187540091574192,0.010991684161126614,0.0,0.0,0.003613637207308784,0.002075979112608669,0.0,0.0,False,0,0.0,,,,,,,,,,True,508,4.233333333333333,0.018759239464998245,0.0016804198967292905,0.014601330272853374,0.01984224282205105,0.011957552284002304,0.008001955226063728,0.005758788902312517,0.0019068138896424596,1.2599034014530772e-06,False,0,0.0,,,,,,,,,,20.046209543943405,-3.317105025053023,23.36331456899643,23.753303506253353,0.5704785877328273,cleared,False,retreat
g0100_d30_pitch_pos05_try00,1,0,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d30_pitch_pos05_try00,complete,gap_tilt_characterization,g0100_d30_pitch,g0100_d30_pitch_pos05,0.5,g0100_d30_pitch_pos05,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,0.5,1,pitch,1.0,True,1.2020506858825684,0.01580779254436493,0.9615781307220459,0.004664447260438465,20.11260911822319,False,False,False,True,True,True,0.020326457160990685,0.07912936237050427,1.0735061168670654,0.07773146778345108,True,True,True,0.5428461908500587,0.5,0.52301937574777,0.5,6.25,6.02589324116707,0.027976455118293345,0.0,7.24999999999968,11.430380493402483,0.36045200059642807,0.5,True,original_reference_continuation_without_replay,True,True,True,True,False,False,0.4872073531150818,0.005428541451692581,0.42605656385421753,0.03991047665476799,0.38976722955703735,0.002596738568172441,0.0001948730364910656,4.483333333333333,4.483333333333333,cleared,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.04086659848690033,0.007372874300926924,0.027552450075745583,0.04362190514802933,0.0157304834574461,0.013227052055299282,0.0075776190860779025,0.0013140293576725526,5.367599495838723e-07,False,0,0.0,,,,,,,,,,True,508,4.233333333333333,0.42605656385421753,0.03991047665476799,0.2996446490287781,0.4872073531150818,0.29210302233695984,0.102955705486238,0.06617522379383445,0.06148936200528018,0.00019433627654148172,False,0,0.0,,,,,,,,,,20.05552649497986,-3.314057737588881,23.36958423256874,23.771009417590733,0.5705951135260676,cleared,False,retreat
g0100_d30_pitch_pos20_try00,2,0,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d30_pitch_pos20_try00,complete,gap_tilt_characterization,g0100_d30_pitch,g0100_d30_pitch_pos20,2.0,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,6.370643615722656,0.07843237370252609,14.885581016540527,0.06945080531295389,10.869023948907854,True,False,False,False,False,False,0.10285995085723698,0.19382658799830615,6.205750942230225,0.1081528291106224,True,True,True,1.9925268723052167,2.0,1.9896763965319024,2.0,6.25,6.02589324116707,0.027976455118293345,0.0,7.24999999999968,10.828746110200884,1.3835251713299739,2.0,True,original_reference_continuation_without_replay,,False,True,False,False,False,5.497244358062744,0.05257946625351906,5.47256326675415,0.02269812487065792,13.425100326538086,0.06664772081421688,0,,0.0,numerical_screen_failed,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,1,0.0,5.47256326675415,0.02269812487065792,5.472202301025391,5.497244358062744,0.0,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,,,,,,numerical_screen_failed,True,stop
g0100_d30_pitch_pos20_try01,2,1,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d30_pitch_pos20_try01,complete,gap_tilt_characterization,g0100_d30_pitch,g0100_d30_pitch_pos20,2.0,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,6.370643615722656,0.07843237370252609,14.885581016540527,0.06945080531295389,10.869023948907854,True,False,False,False,False,False,0.10285995085723698,0.19382658799830615,6.205750942230225,0.1081528291106224,True,True,True,1.9925268723052167,2.0,1.9896763965319024,2.0,6.25,6.02589324116707,0.027976455118293345,0.0,7.249999999999588,10.828746110200884,1.3835251713299739,2.0,True,original_reference_continuation_without_replay,,False,True,False,False,False,5.497244358062744,0.05257946625351906,5.47256326675415,0.02269812487065792,13.425100326538086,0.06664772081421688,0,,0.0,numerical_screen_failed,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,1,0.0,5.47256326675415,0.02269812487065792,5.472202301025391,5.497244358062744,0.0,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,,,,,,numerical_screen_failed,True,stop
g0100_d30_pitch_pos20_try02,2,2,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d30_pitch_pos20_try02,complete,gap_tilt_characterization,g0100_d30_pitch,g0100_d30_pitch_pos20,2.0,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,6.115177154541016,0.07148847728967667,15.096609115600586,0.06951451359782368,10.867086797952654,True,False,False,False,False,True,0.09157139720628038,0.19382658799830615,5.993310928344727,0.13491438329219818,True,True,True,1.9971379724330434,2.0,1.9901681490278635,2.0,6.25,6.02589324116707,0.027976455118293345,0.0,7.249999999999588,10.833074897527696,1.3832422570278182,2.0,True,original_reference_continuation_without_replay,,False,True,False,False,False,5.278299808502197,0.05237424001097679,5.285172462463379,0.03132785111665726,13.55417251586914,0.06562843191204593,0,,0.0,numerical_screen_failed,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,1,0.0,5.285172462463379,0.03132785111665726,5.284926891326904,5.278299808502197,0.0,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,,,,,,numerical_screen_failed,True,stop
g0100_d30_pitch_pos20_try03,2,3,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d30_pitch_pos20_try03,complete,gap_tilt_characterization,g0100_d30_pitch,g0100_d30_pitch_pos20,2.0,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,6.370643615722656,0.07843237370252609,14.885581016540527,0.06945080531295389,10.869023948907854,True,False,False,False,False,False,0.10285995085723698,0.19382658799830615,6.205750942230225,0.1081528291106224,True,True,True,1.9925268723052167,2.0,1.9896763965319024,2.0,6.25,6.02589324116707,0.027976455118293345,0.0,7.249999999999588,10.828746110200884,1.3835251713299739,2.0,True,original_reference_continuation_without_replay,,False,True,False,False,False,5.497244358062744,0.05257946625351906,5.47256326675415,0.02269812487065792,13.425100326538086,0.06664772081421688,0,,0.0,numerical_screen_failed,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,1,0.0,5.47256326675415,0.02269812487065792,5.472202301025391,5.497244358062744,0.0,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,,,,,,numerical_screen_failed,True,stop
g0100_d30_pitch_pos20_try04,2,4,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d30_pitch_pos20_try04,complete,gap_tilt_characterization,g0100_d30_pitch,g0100_d30_pitch_pos20,2.0,g0100_d30_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.3,6.0,2.0,1,pitch,1.0,False,6.370643615722656,0.07843237370252609,14.885581016540527,0.06945080531295389,10.869023948907854,True,False,False,False,False,False,0.10285995085723698,0.19382658799830615,6.205750942230225,0.1081528291106224,True,True,True,1.9925268723052167,2.0,1.9896763965319024,2.0,6.25,6.02589324116707,0.027976455118293345,0.0,7.25000000000577,10.828746110200884,1.3835251713299739,2.0,True,original_reference_continuation_without_replay,,False,True,False,False,False,5.497244358062744,0.05257946625351906,5.47256326675415,0.02269812487065792,13.425100326538086,0.06664772081421688,0,,0.0,numerical_screen_failed,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,1,0.0,5.47256326675415,0.02269812487065792,5.472202301025391,5.497244358062744,0.0,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,,,,,,numerical_screen_failed,True,stop
g0100_d50_pitch_pos05_try00,3,0,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d50_pitch_pos05_try00,complete,gap_tilt_characterization,g0100_d50_pitch,g0100_d50_pitch_pos05,0.5,g0100_d50_pitch_pos05,0.1,0.0990179858211121,8.186,7.986,0.5,10.0,0.5,1,pitch,1.0,True,1.4848074913024902,0.024136129766702652,1.187849521636963,0.008632322533230763,20.115555822849274,False,False,False,True,True,True,0.019816709027509205,0.07912936237050427,1.2917340993881226,0.10099271684885025,True,True,True,0.5241405410628864,0.5,0.5078340434824566,0.5,6.975,10.008891671895983,0.027976455118293345,0.0,7.975000000006347,14.824339747428896,0.3636945235202828,0.5,True,original_reference_continuation_without_replay,True,True,True,True,False,False,0.49315473437309265,0.005382074974477291,0.3526640832424164,0.04531540721654892,0.39452388882637024,0.002540854438848328,0.00023448211466759125,4.483333333333333,4.483333333333333,cleared,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,31,0.25,0.016227437183260918,0.006356048863381147,0.007016586139798164,3.3466894819866866e-05,0.0,0.004348603387673696,0.0024315758588879057,0.0,0.0,False,0,0.0,,,,,,,,,,True,508,4.233333333333333,0.3526640832424164,0.04531540721654892,0.2270115166902542,0.49315473437309265,0.2958904206752777,0.09822508700502415,0.06218312544903407,0.06059769587288125,0.00023448211466759125,False,0,0.0,,,,,,,,,,20.049383491277695,-3.313856571912764,23.36324006319046,23.765514073166663,0.5706896549242533,cleared,False,retreat
g0100_d50_pitch_pos20_try00,4,0,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d50_pitch_pos20_try00,complete,gap_tilt_characterization,g0100_d50_pitch,g0100_d50_pitch_pos20,2.0,g0100_d50_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.5,10.0,2.0,1,pitch,1.0,False,4.63930082321167,0.12304961681365967,21.099672317504883,0.09232172305928543,13.680932670831682,True,False,False,False,False,False,0.19563348905649036,0.3449170292053863,4.493859767913818,0.1259090155363083,True,True,True,1.7078877422169543,2.0,1.701458847513645,2.0,6.975,10.008891671895983,0.027976455118293345,0.0,7.974999999992747,13.66105452179909,1.2924063847537213,2.0,True,original_reference_continuation_without_replay,,False,False,False,False,False,3.594430923461914,0.10578232258558273,3.613173007965088,0.0773731917142868,19.14019012451172,0.08779844938544556,0,,0.0,numerical_screen_failed,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,1,0.0,3.613173007965088,0.0773731917142868,3.6107001304626465,3.594430923461914,0.0,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,,,,,,numerical_screen_failed,True,stop
g0100_d50_pitch_pos20_try01,4,1,tilt_only,0.0,0.0,0.0,0.0,8.0,g0100_d50_pitch_pos20_try01,complete,gap_tilt_characterization,g0100_d50_pitch,g0100_d50_pitch_pos20,2.0,g0100_d50_pitch_pos20,0.1,0.0990179858211121,8.186,7.986,0.5,10.0,2.0,1,pitch,1.0,False,4.761714935302734,0.12659597396850586,21.6124324798584,0.0938506709644571,13.665342330932619,True,False,False,False,False,False,0.19076518947258592,0.3380409230214611,4.6486310958862305,0.12210096418857574,True,True,True,1.7172580708394787,2.0,1.7096056637333013,2.0,6.975,10.008891671895983,0.027976455118293345,0.0,7.974999999992747,13.640565425157549,1.2976950200818615,2.0,True,original_reference_continuation_without_replay,,False,False,False,False,False,3.7738633155822754,0.09639617055654526,3.708909511566162,0.030947942286729813,19.387630462646484,0.09327731822850183,0,,0.0,numerical_screen_failed,world_z_equals_fixed_hole_axis,absolute_raw_wrist_force_world_z_uncalibrated,"max(0,-world_contact_fz)",0.1,True,1,0.0,3.708909511566162,0.030947942286729813,3.7033650875091553,3.7738633155822754,0.0,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,False,0,0.0,,,,,,,,,,,,,,,numerical_screen_failed,True,stop
