comparison_id,kind,policy,status,observed_prefixes_matched,scope,samples_a,samples_b,compared_samples_a,compared_samples_b,complete_recovery_equality_claimed,unobserved_future_imputed,prefix_audit,prefix_audit_error,configuration_differences,additional_commands_equal,first_additional_command_mismatch,first_recorded_value_difference,compared_prefixes_numerically_valid,matching_evidence_eligible,a_condition_id,a_status,a_target_depth_mm,a_tilt_amplitude_deg,a_pair_static_friction,a_pair_dynamic_friction,a_force_budget_n,a_reference_complete,a_reference_numerically_valid,a_reference_grasp_retained,a_reference_within_budget,a_reference_force_budget_exceeded,a_reference_torque_budget_exceeded,a_depth_gate_passed,a_depth_gate_step,a_terminal_depth_mm,a_terminal_actual_tilt_deg,a_reference_peak_wrist_force_n,a_reference_peak_normal_load_n,a_reference_reason,a_recovery_reason,a_recovery_censored,a_recovery_numerically_valid,a_recovery_grasp_retained,a_recovery_force_budget_exceeded,a_recovery_torque_budget_exceeded,a_recovery_peak_wrist_force_n,a_retreat_peak_wrist_force_n,a_retreat_peak_wrist_force_mean100ms_n,a_outcome,a_task_safe,a_recovery_safe,b_condition_id,b_status,b_target_depth_mm,b_tilt_amplitude_deg,b_pair_static_friction,b_pair_dynamic_friction,b_force_budget_n,b_reference_complete,b_reference_numerically_valid,b_reference_grasp_retained,b_reference_within_budget,b_reference_force_budget_exceeded,b_reference_torque_budget_exceeded,b_depth_gate_passed,b_depth_gate_step,b_terminal_depth_mm,b_terminal_actual_tilt_deg,b_reference_peak_wrist_force_n,b_reference_peak_normal_load_n,b_reference_reason,b_recovery_reason,b_recovery_censored,b_recovery_numerically_valid,b_recovery_grasp_retained,b_recovery_force_budget_exceeded,b_recovery_torque_budget_exceeded,b_recovery_peak_wrist_force_n,b_retreat_peak_wrist_force_n,b_retreat_peak_wrist_force_mean100ms_n,b_outcome,b_task_safe,b_recovery_safe,shorter_condition_id,shorter_stopped_at_first_budget_crossing,crossing_counterpart,full_reference_prefix_audit
angle_depth_gate_prefix__m_d18_fs100_fd100_a00__b04__m_d18_fs100_fd100_a01__b04,angle_depth_gate_prefix,straight,observed_prefix_matched,True,each complete observed pre-tilt prefix through its own depth-gate step,2811,2811,2331,2331,False,False,"{""replay_matched"": true, ""replay_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""replay_prefix_matched"": true, ""replay_prefix_equal"": false, ""replay_prefix_first_mismatch_index"": null, ""replay_prefix_max_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""reference_sample_count"": 2331, ""replay_sample_count"": 2331}",,[],True,,"{""index"": 2330, ""fields"": {""tilt_trigger_time_s"": {""a"": null, ""b"": 9.708333333333334}, ""tilt_triggered"": {""a"": false, ""b"": true}}}",True,True,m_d18_fs100_fd100_a00__b04,complete,18.0,0.0,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,17.94820800423622,0.019782341029446364,0.41461625695228577,0.3953914940357208,completed,cleared,False,True,True,False,False,0.39565563201904297,0.39565563201904297,0.08199494498937081,clear_safe,True,True,m_d18_fs100_fd100_a01__b04,complete,18.0,1.0,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,18.046529591083527,1.004051914602511,2.2639122009277344,2.1540002822875977,completed,cleared,False,True,True,False,False,1.0314520597457886,1.0314520597457886,0.16538632040222487,clear_safe,True,True,,,,
angle_depth_gate_prefix__m_d18_fs100_fd100_a00__b04__m_d18_fs100_fd100_a1p5__b04,angle_depth_gate_prefix,straight,observed_prefix_matched,True,each complete observed pre-tilt prefix through its own depth-gate step,2811,2811,2331,2331,False,False,"{""replay_matched"": true, ""replay_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""replay_prefix_matched"": true, ""replay_prefix_equal"": false, ""replay_prefix_first_mismatch_index"": null, ""replay_prefix_max_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""reference_sample_count"": 2331, ""replay_sample_count"": 2331}",,[],True,,"{""index"": 2330, ""fields"": {""tilt_trigger_time_s"": {""a"": null, ""b"": 9.708333333333334}, ""tilt_triggered"": {""a"": false, ""b"": true}}}",True,True,m_d18_fs100_fd100_a00__b04,complete,18.0,0.0,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,17.94820800423622,0.019782341029446364,0.41461625695228577,0.3953914940357208,completed,cleared,False,True,True,False,False,0.39565563201904297,0.39565563201904297,0.08199494498937081,clear_safe,True,True,m_d18_fs100_fd100_a1p5__b04,complete,18.0,1.5,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,operational_budget_exceeded,True,True,True,True,False,4.54149055480957,4.54149055480957,0.9765643800298373,recovery_budget_exceeded,False,False,,,,
angle_depth_gate_prefix__m_d18_fs100_fd100_a00__b04__m_d18_fs100_fd100_a02__b04,angle_depth_gate_prefix,straight,observed_prefix_matched,True,each complete observed pre-tilt prefix through its own depth-gate step,2811,2485,2331,2331,False,False,"{""replay_matched"": true, ""replay_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""replay_prefix_matched"": true, ""replay_prefix_equal"": false, ""replay_prefix_first_mismatch_index"": null, ""replay_prefix_max_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""reference_sample_count"": 2331, ""replay_sample_count"": 2331}",,[],True,,"{""index"": 2330, ""fields"": {""tilt_trigger_time_s"": {""a"": null, ""b"": 9.708333333333334}, ""tilt_triggered"": {""a"": false, ""b"": true}}}",True,True,m_d18_fs100_fd100_a00__b04,complete,18.0,0.0,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,17.94820800423622,0.019782341029446364,0.41461625695228577,0.3953914940357208,completed,cleared,False,True,True,False,False,0.39565563201904297,0.39565563201904297,0.08199494498937081,clear_safe,True,True,m_d18_fs100_fd100_a02__b04,complete,18.0,2.0,1.0,1.0,4.0,False,True,True,False,True,False,True,2330,17.966145277023315,0.6413296334265498,4.677492618560791,4.090342998504639,operational_budget_exceeded,,,,,,,,,,reference_budget_exceeded,False,,,,,
budget_reference_prefix__m_d18_fs100_fd100_a1p5__b03__m_d18_fs100_fd100_a1p5__b04,budget_reference_prefix,straight,observed_prefix_matched,True,common observed prefix only; longer unexecuted future is not evidence for the shorter branch,2712,2811,2712,2712,False,False,"{""replay_matched"": true, ""replay_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""replay_prefix_matched"": true, ""replay_prefix_equal"": true, ""replay_prefix_first_mismatch_index"": null, ""replay_prefix_max_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""reference_sample_count"": 2712, ""replay_sample_count"": 2712}",,[],True,,,True,True,m_d18_fs100_fd100_a1p5__b03,complete,18.0,1.5,1.0,1.0,3.0,False,True,True,False,True,False,True,2330,18.218690156936646,1.4347687259992334,3.228872776031494,4.43189811706543,operational_budget_exceeded,,,,,,,,,,reference_budget_exceeded,False,,m_d18_fs100_fd100_a1p5__b04,complete,18.0,1.5,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,operational_budget_exceeded,True,True,True,True,False,4.54149055480957,4.54149055480957,0.9765643800298373,recovery_budget_exceeded,False,False,m_d18_fs100_fd100_a1p5__b03,True,"{""index"": 2711, ""shorter"": {""time_s"": 11.295833333332695, ""recovery_time_s"": null, ""phase"": ""hold"", ""wrist_force_n"": 3.228872776031494, ""wrist_torque_nm"": 0.0873490646481514, ""depth_mm"": 18.218690156936646, ""command_depth_mm"": 18.0, ""command_withdrawal_mm"": null, ""command_withdrawal_speed_mm_s"": null}, ""longer"": {""time_s"": 11.295833333332695, ""recovery_time_s"": null, ""phase"": ""hold"", ""wrist_force_n"": 3.228872776031494, ""wrist_torque_nm"": 0.0873490646481514, ""depth_mm"": 18.218690156936646, ""command_depth_mm"": 18.0, ""command_withdrawal_mm"": null, ""command_withdrawal_speed_mm_s"": null}, ""wrist_force_equal"": true, ""wrist_torque_equal"": true, ""longer_condition_id"": ""m_d18_fs100_fd100_a1p5__b04"", ""interpretation"": ""Observed counterpart only. No later sample is assigned to the shorter branch.""}",
budget_reference_prefix__m_d18_fs100_fd100_a1p5__b03__m_d18_fs100_fd100_a1p5__b05,budget_reference_prefix,straight,observed_prefix_matched,True,common observed prefix only; longer unexecuted future is not evidence for the shorter branch,2712,2811,2712,2712,False,False,"{""replay_matched"": true, ""replay_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""replay_prefix_matched"": true, ""replay_prefix_equal"": true, ""replay_prefix_first_mismatch_index"": null, ""replay_prefix_max_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""reference_sample_count"": 2712, ""replay_sample_count"": 2712}",,[],True,,,True,True,m_d18_fs100_fd100_a1p5__b03,complete,18.0,1.5,1.0,1.0,3.0,False,True,True,False,True,False,True,2330,18.218690156936646,1.4347687259992334,3.228872776031494,4.43189811706543,operational_budget_exceeded,,,,,,,,,,reference_budget_exceeded,False,,m_d18_fs100_fd100_a1p5__b05,complete,18.0,1.5,1.0,1.0,5.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,cleared,False,True,True,False,False,4.583499431610107,4.583499431610107,2.2026010068754354,clear_safe,True,True,m_d18_fs100_fd100_a1p5__b03,True,"{""index"": 2711, ""shorter"": {""time_s"": 11.295833333332695, ""recovery_time_s"": null, ""phase"": ""hold"", ""wrist_force_n"": 3.228872776031494, ""wrist_torque_nm"": 0.0873490646481514, ""depth_mm"": 18.218690156936646, ""command_depth_mm"": 18.0, ""command_withdrawal_mm"": null, ""command_withdrawal_speed_mm_s"": null}, ""longer"": {""time_s"": 11.295833333332695, ""recovery_time_s"": null, ""phase"": ""hold"", ""wrist_force_n"": 3.228872776031494, ""wrist_torque_nm"": 0.0873490646481514, ""depth_mm"": 18.218690156936646, ""command_depth_mm"": 18.0, ""command_withdrawal_mm"": null, ""command_withdrawal_speed_mm_s"": null}, ""wrist_force_equal"": true, ""wrist_torque_equal"": true, ""longer_condition_id"": ""m_d18_fs100_fd100_a1p5__b05"", ""interpretation"": ""Observed counterpart only. No later sample is assigned to the shorter branch.""}",
budget_reference_prefix__m_d18_fs100_fd100_a1p5__b04__m_d18_fs100_fd100_a1p5__b05,budget_reference_prefix,straight,observed_prefix_matched,True,common observed prefix only; longer unexecuted future is not evidence for the shorter branch,2811,2811,2811,2811,False,False,"{""replay_matched"": true, ""replay_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""replay_prefix_matched"": true, ""replay_prefix_equal"": true, ""replay_prefix_first_mismatch_index"": null, ""replay_prefix_max_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""reference_sample_count"": 2811, ""replay_sample_count"": 2811}",,[],True,,,True,True,m_d18_fs100_fd100_a1p5__b04,complete,18.0,1.5,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,operational_budget_exceeded,True,True,True,True,False,4.54149055480957,4.54149055480957,0.9765643800298373,recovery_budget_exceeded,False,False,m_d18_fs100_fd100_a1p5__b05,complete,18.0,1.5,1.0,1.0,5.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,cleared,False,True,True,False,False,4.583499431610107,4.583499431610107,2.2026010068754354,clear_safe,True,True,,,,
budget_recovery_prefix__m_d18_fs100_fd100_a1p5__b04__m_d18_fs100_fd100_a1p5__b05,budget_recovery_prefix,straight,observed_prefix_matched,True,common observed prefix only; longer unexecuted future is not evidence for the shorter branch,174,1159,174,174,False,False,"{""replay_matched"": true, ""replay_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""replay_prefix_matched"": true, ""replay_prefix_equal"": true, ""replay_prefix_first_mismatch_index"": null, ""replay_prefix_max_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""reference_sample_count"": 174, ""replay_sample_count"": 174}",,[],True,,,True,True,m_d18_fs100_fd100_a1p5__b04,complete,18.0,1.5,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,operational_budget_exceeded,True,True,True,True,False,4.54149055480957,4.54149055480957,0.9765643800298373,recovery_budget_exceeded,False,False,m_d18_fs100_fd100_a1p5__b05,complete,18.0,1.5,1.0,1.0,5.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,cleared,False,True,True,False,False,4.583499431610107,4.583499431610107,2.2026010068754354,clear_safe,True,True,m_d18_fs100_fd100_a1p5__b04,True,"{""index"": 173, ""shorter"": {""time_s"": 12.429166666665964, ""recovery_time_s"": 0.7208333333333333, ""phase"": ""retreat"", ""wrist_force_n"": 4.54149055480957, ""wrist_torque_nm"": 0.07623995095491409, ""depth_mm"": 18.091173470020294, ""command_depth_mm"": 17.12324319250201, ""command_withdrawal_mm"": 1.1046484314718363, ""command_withdrawal_speed_mm_s"": 4.9509432870370365}, ""longer"": {""time_s"": 12.429166666665964, ""recovery_time_s"": 0.7208333333333333, ""phase"": ""retreat"", ""wrist_force_n"": 4.54149055480957, ""wrist_torque_nm"": 0.07623995095491409, ""depth_mm"": 18.091173470020294, ""command_depth_mm"": 17.12324319250201, ""command_withdrawal_mm"": 1.1046484314718363, ""command_withdrawal_speed_mm_s"": 4.9509432870370365}, ""wrist_force_equal"": true, ""wrist_torque_equal"": true, ""longer_condition_id"": ""m_d18_fs100_fd100_a1p5__b05"", ""interpretation"": ""Observed counterpart only. No later sample is assigned to the shorter branch.""}","{""observed_prefixes_matched"": true, ""prefix_audit"": {""replay_matched"": true, ""replay_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""replay_prefix_matched"": true, ""replay_prefix_equal"": true, ""replay_prefix_first_mismatch_index"": null, ""replay_prefix_max_errors"": {""position_mm"": 0.0, ""orientation_deg"": 0.0, ""joint_rad"": 0.0, ""joint_velocity_rad_s"": 0.0, ""linear_velocity_m_s"": 0.0, ""angular_velocity_rad_s"": 0.0, ""force_n"": 0.0, ""torque_nm"": 0.0, ""normal_load_n"": 0.0, ""min_separation_mm"": 0.0, ""wrist_torque_nm"": 0.0, ""finger_position"": 0.0, ""finger_velocity"": 0.0, ""grasp_position"": 0.0, ""hand_pose"": 0.0, ""wrist_raw_child"": 0.0, ""grasp_quat_angle_deg"": 0.0, ""hand_pose_angle_deg"": 0.0}, ""reference_sample_count"": 2811, ""replay_sample_count"": 2811}, ""prefix_audit_error"": null, ""configuration_differences"": [], ""additional_commands_equal"": true, ""first_additional_command_mismatch"": null, ""first_recorded_value_difference"": null, ""compared_prefixes_numerically_valid"": true, ""matching_evidence_eligible"": true}"
depth_description__m_d12_fs100_fd100_a1p5__b04__m_d18_fs100_fd100_a1p5__b04,depth_description,straight,descriptive_only,,actual terminal measurements and outcomes; no strict initial-state or causal equality claim,,,,,False,False,,,,,,,,,m_d12_fs100_fd100_a1p5__b04,complete,12.0,1.5,1.0,1.0,4.0,True,True,True,True,False,False,True,1985,12.050883471965792,1.5244408888051508,1.8297779560089111,2.169387102127075,completed,cleared,False,True,True,False,False,0.32337138056755066,0.32337138056755066,0.034540273132734,clear_safe,True,True,m_d18_fs100_fd100_a1p5__b04,complete,18.0,1.5,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,operational_budget_exceeded,True,True,True,True,False,4.54149055480957,4.54149055480957,0.9765643800298373,recovery_budget_exceeded,False,False,,,,
friction_description__m_d18_fs050_fd050_a1p5__b04__m_d18_fs100_fd100_a1p5__b04,friction_description,straight,descriptive_only,,actual terminal measurements and outcomes; no strict initial-state or causal equality claim,,,,,False,False,,,,,,,,,m_d18_fs050_fd050_a1p5__b04,complete,18.0,1.5,0.5,0.5,4.0,False,True,True,False,True,False,True,2320,18.098516017198563,1.4404858015343946,8.914762496948242,32.50358963012695,operational_budget_exceeded,,,,,,,,,,reference_budget_exceeded,False,,m_d18_fs100_fd100_a1p5__b04,complete,18.0,1.5,1.0,1.0,4.0,True,True,True,True,False,False,True,2330,18.227891623973846,1.4391266526571378,3.5568809509277344,6.308088302612305,completed,operational_budget_exceeded,True,True,True,True,False,4.54149055480957,4.54149055480957,0.9765643800298373,recovery_budget_exceeded,False,False,,,,
